epoch,train_loss,val_loss,train_acc,val_acc,lr
142,0.12526817820291325,0.11950707342475653,0.9623333333333334,0.965625,1e-05
143,0.125485891201674,0.11949465842917562,0.9619583333333334,0.966125,1e-05
144,0.12516786872043703,0.11954279197379947,0.962,0.966125,1e-05
145,0.12614301998386587,0.11977595183998346,0.9618055555555556,0.964,1e-05
146,0.12490163951926926,0.11955753108486533,0.9624861111111112,0.965375,1e-05
147,0.1251814360953669,0.11957827443256974,0.9619027777777778,0.965375,1e-05
148,0.12454291113501756,0.11964179435744882,0.962375,0.963625,1e-05
149,0.12537723344289176,0.1195025285705924,0.9619166666666666,0.966125,1e-05
150,0.12530072630576616,0.11951918434351683,0.96225,0.966125,1e-05
151,0.12581221045360472,0.11980927595868707,0.9614027777777778,0.963625,1e-05
152,0.12559075547021617,0.1195224397815764,0.9623611111111111,0.966125,1e-05
153,0.1253089081648188,0.11949876742437482,0.9624722222222222,0.965375,1e-05
154,0.12540018401682695,0.11966362036764622,0.9618472222222222,0.963625,1e-05
155,0.12535355309583576,0.11965213064104319,0.9619861111111111,0.963875,1e-05
156,0.12577009593429406,0.11960359616205096,0.9614027777777778,0.9655,1e-05
157,0.12621396770088752,0.11987904226407409,0.9622222222222222,0.9625,1e-05
158,0.12696371972560883,0.11962483311071992,0.9614305555555556,0.9645,1e-05
159,0.12548498264108626,0.11951494356617332,0.9619444444444445,0.966125,1e-05
160,0.12632553607595962,0.11981811933219433,0.9611944444444445,0.9635,1e-05
161,0.12550023315907796,0.11955511989071965,0.9622222222222222,0.965875,1e-05
162,0.1254606212011239,0.11957844253629446,0.9623055555555555,0.965875,1e-05
163,0.12536084372053985,0.1197108319029212,0.961875,0.96375,1e-05
164,0.125374927534515,0.119577432051301,0.9622638888888889,0.965375,1e-05
165,0.1253554911930015,0.11948555940762162,0.9622222222222222,0.965875,1e-05
166,0.12595684909084762,0.11966635845601559,0.9614444444444444,0.963625,1e-05
167,0.12561377836639462,0.11959054367616773,0.9620555555555556,0.96525,1e-05
168,0.12518652826282947,0.11952800769358873,0.9623333333333334,0.965375,1e-05
169,0.1250481952385411,0.11956460820510983,0.9623888888888888,0.96525,1e-05
170,0.12553322591138988,0.11955591524019837,0.9617777777777777,0.964875,1e-05
171,0.12526191886163732,0.11972494935616851,0.9622638888888889,0.964125,1e-05
172,0.1257286750468331,0.11962757352739573,0.9617638888888889,0.96525,1e-05
173,0.1255562469349979,0.11957648070529103,0.9619305555555555,0.96525,1e-05
174,0.12473817512419465,0.11950762942433357,0.9625555555555556,0.966,1e-05
175,0.12503387368090624,0.11951120710000396,0.9621666666666666,0.966,1e-05
176,0.12523475196708794,0.11976140551269054,0.9619722222222222,0.964125,1e-05
177,0.12564318087845247,0.11954041104763746,0.9617777777777777,0.9655,1e-05
178,0.12545080123002744,0.1194879924878478,0.9620416666666667,0.966125,1e-05
179,0.12530143416716616,0.11965145915746689,0.9617916666666667,0.963625,1e-05
180,0.12562948128549287,0.11957771796733141,0.9619027777777778,0.965375,1e-05
181,0.1245867047280232,0.11957681644707918,0.9621805555555556,0.964875,1e-05
182,0.12507668904444041,0.11957723693922162,0.9622083333333333,0.963875,1e-05
183,0.12427015273730878,0.119504873175174,0.962875,0.965,1e-05
184,0.12523272186914727,0.11969121918082237,0.9617916666666667,0.964,1e-05
185,0.12506010148469127,0.11952504934743047,0.961875,0.965125,1e-05
186,0.12484837637727891,0.11966936476528645,0.9625416666666666,0.964,1e-05
187,0.1255961410092524,0.11948918271809816,0.9619305555555555,0.965875,1e-05
188,0.12491398262352969,0.1194657776504755,0.9624305555555556,0.96625,1e-05
189,0.1256959366200237,0.1195196695625782,0.9622361111111111,0.96525,1e-05
190,0.12505605810224268,0.11952781956642866,0.9621527777777777,0.966,1e-05
191,0.12516341597953445,0.11956984456628561,0.9626944444444444,0.96525,1e-05
192,0.12603920179404332,0.11955302022397518,0.9619305555555555,0.964375,1e-05
193,0.1251561680335558,0.1196491583250463,0.9619861111111111,0.963875,1e-05
194,0.12501670582944505,0.11947195557877421,0.9622777777777778,0.96575,1e-05
195,0.12562253737746082,0.11955199390649796,0.9616527777777778,0.965375,1e-05
196,0.1255850401338104,0.11949385004118085,0.96175,0.965875,1e-05
197,0.12546691287236145,0.1195111870765686,0.9619027777777778,0.965875,1e-05
198,0.12545334220223697,0.11961636273190379,0.9620416666666667,0.964375,1e-05
199,0.12554751429872232,0.11952515365555882,0.9622777777777778,0.965125,1e-05
200,0.125302705874081,0.11953874072059989,0.9624166666666667,0.965375,1e-05
201,0.1250060739766535,0.11957107903435826,0.9618888888888889,0.964875,1e-05
202,0.12603587566562274,0.11963933473452926,0.9619444444444445,0.963625,1e-05
203,0.12578344863854335,0.1195687954314053,0.9619305555555555,0.965,1e-05
204,0.12525664866102948,0.11966153746470809,0.9621805555555556,0.963875,1e-05
205,0.12544735726862352,0.11960604321211576,0.9621527777777777,0.964875,1e-05
206,0.12563822222592352,0.11951495707035065,0.9615972222222222,0.966,1e-05
207,0.12540828078641136,0.11951700411736965,0.9622083333333333,0.965375,1e-05
208,0.12533245979416222,0.11963429162278771,0.9617916666666667,0.96375,1e-05
209,0.12454552220620652,0.11953899543732405,0.962375,0.96475,1e-05
210,0.1261703809706716,0.11958346795290709,0.9616666666666667,0.965125,1e-05
211,0.12583074922182103,0.11955940304324031,0.96175,0.965875,1e-05
212,0.12489643696278704,0.119618886616081,0.9621527777777777,0.964125,1e-05
213,0.12574827924476636,0.1195288123562932,0.9621805555555556,0.965125,1e-05
214,0.12578211162987019,0.11956033250316978,0.9618472222222222,0.965875,1e-05
215,0.1249105460597715,0.11946453060954809,0.9624166666666667,0.966375,1e-05
216,0.12666342957325769,0.11954101733863354,0.9615,0.964875,1e-05
217,0.1255334108922346,0.1195720718242228,0.9618333333333333,0.964375,1e-05
218,0.12538574987337603,0.11963010858744383,0.9616527777777778,0.963625,1e-05
219,0.12587447430720125,0.1194866830483079,0.9618888888888889,0.965375,1e-05
220,0.12549287696132438,0.11964266747236252,0.9614722222222222,0.963875,1e-05
221,0.12546254237898713,0.11953641334548593,0.9621666666666666,0.965375,1e-05
222,0.12543052952359454,0.11949849966913462,0.9620972222222223,0.965375,1e-05
223,0.12579947411616996,0.11955770058557391,0.96175,0.964375,1e-05
224,0.12593924015310476,0.11951948096975684,0.9619166666666666,0.965875,1e-05
225,0.12530387339858773,0.1195069532841444,0.9622361111111111,0.965375,1e-05
226,0.12508668632082787,0.1195498718880117,0.9621111111111111,0.965375,1e-05
227,0.1257465403546872,0.11955496342852712,0.9615416666666666,0.965375,1e-05
228,0.12615123066925452,0.11961354687809944,0.9614722222222222,0.964875,1e-05
229,0.12551897459499683,0.11974548269063234,0.9616805555555555,0.963875,1e-05
230,0.12527607454129264,0.11957488441839814,0.9624166666666667,0.96525,1e-05
231,0.12566257808787573,0.1196669009514153,0.9614027777777778,0.963625,1e-05
232,0.1252742841257507,0.11963524715974927,0.9623888888888888,0.963625,1e-05
233,0.12534277902032723,0.1197053911164403,0.9618472222222222,0.96375,1e-05
234,0.1259451239943822,0.11964866379275918,0.9617916666666667,0.96525,1e-05
235,0.1253399170511675,0.11955712083727121,0.9615555555555556,0.9655,1e-05
236,0.12557486834444542,0.11944899102672935,0.9618194444444444,0.96625,1e-05
237,0.1249156305781478,0.11964984843507409,0.9621666666666666,0.963625,1e-05
238,0.1258847804915418,0.11958221439272165,0.9619305555555555,0.96525,1e-05
239,0.12471631403555879,0.11955107841640711,0.9622083333333333,0.965375,1e-05
240,0.12604798827168148,0.1195510788820684,0.9618472222222222,0.964375,1e-05
241,0.12471109484099051,0.11957456637173891,0.9623333333333334,0.963875,1e-05
242,0.12570373638868862,0.11945583578199148,0.9619722222222222,0.96625,1e-05
243,0.1253466472214958,0.11964143812656403,0.9618472222222222,0.963625,1e-05
244,0.1257481091518491,0.11968697141855955,0.9620277777777778,0.96375,1e-05
245,0.12515115769675952,0.11946811666712165,0.9624305555555556,0.966125,1e-05
246,0.12503209772319607,0.11952330777421594,0.96175,0.966,1e-05
247,0.1247680862508648,0.1196130202151835,0.9620833333333333,0.963625,1e-05
248,0.12484738733586367,0.11946803284808993,0.9623333333333334,0.966,1e-05
249,0.12618519898444466,0.11952193034812808,0.961625,0.965375,1e-05
250,0.12545080362532957,0.11971251666545868,0.9613611111111111,0.964,1e-05
251,0.1252411139093432,0.11951271491125226,0.9620555555555556,0.965375,1e-05
252,0.12564608624095816,0.11949643585830927,0.9617222222222223,0.965,1e-05
253,0.1256308057221384,0.11952435737475753,0.9619444444444445,0.964875,1e-05
254,0.12551599416094394,0.11959243007004261,0.9617777777777777,0.96375,1e-05
255,0.12525582699962026,0.1195433558896184,0.9616666666666667,0.965125,1e-05
256,0.1255123036984705,0.11943970900028944,0.9617361111111111,0.965875,1e-05
257,0.12501564850868593,0.11956793162971735,0.9625277777777778,0.964625,1e-05
258,0.12495459257550603,0.11967416759580374,0.9621111111111111,0.963875,1e-05
259,0.12528120599965006,0.11954248882830143,0.9619861111111111,0.965,1e-05
260,0.1258697309473374,0.11957553867250681,0.9620833333333333,0.964375,1e-05
261,0.12554776047887428,0.1195679446682334,0.9620555555555556,0.964875,1e-05
262,0.1254058217573547,0.11949062719941139,0.9623472222222222,0.966,1e-05
263,0.12493496456350568,0.11954989470541477,0.9618055555555556,0.965,1e-05
264,0.12551849015837876,0.1194730312563479,0.9616527777777778,0.966375,1e-05
265,0.12498235214190627,0.1194952973164618,0.9623055555555555,0.965625,1e-05
266,0.12579364385158087,0.11954484460875392,0.9617638888888889,0.964875,1e-05
267,0.12497700723036992,0.11951031209900975,0.96225,0.965875,1e-05
268,0.1241262146663814,0.11945015750825405,0.9625972222222222,0.966,1e-05
269,0.12579954618697267,0.11947137117385864,0.9621805555555556,0.96525,1e-05
270,0.12515087582528273,0.11957350932061672,0.962125,0.963875,1e-05
271,0.12557148404062113,0.1194569650106132,0.9613333333333334,0.965625,1e-05
272,0.12511606965061825,0.11944819195196033,0.9621944444444445,0.966,1e-05
273,0.12509438632383652,0.1196454749442637,0.9623194444444444,0.964,1e-05
274,0.12487160445556547,0.11944764573127031,0.9620694444444444,0.96575,1e-05
275,0.12476825429586492,0.11945918668061495,0.9622638888888889,0.9655,1e-05
276,0.12624122649034217,0.11964185116812587,0.9617361111111111,0.96375,1e-05
277,0.12484191063639326,0.11973088001832366,0.9623888888888888,0.963875,1e-05
278,0.1246060876251855,0.11963901109993458,0.9630416666666667,0.964,1e-05
279,0.12569971882190628,0.11961036687716842,0.9624027777777778,0.96375,1e-05
280,0.12581941576055905,0.11954492516815662,0.9616111111111111,0.964875,1e-05
281,0.12520840558261473,0.11963354935869575,0.9621666666666666,0.963875,1e-05
282,0.12582760797830078,0.11954958550632,0.9615972222222222,0.965,1e-05
283,0.12534437672653587,0.11950407456606627,0.9625833333333333,0.965,1e-05
284,0.12584160493279858,0.11955392872914672,0.9619444444444445,0.965,1e-05
285,0.12536759254378704,0.11952650360763073,0.9624166666666667,0.965,1e-05
286,0.12520571864585575,0.11955163814127445,0.9624305555555556,0.965,1e-05
287,0.12469565851173858,0.11963114608079195,0.9623194444444444,0.963625,1e-05
288,0.12483878212701364,0.11948648607358336,0.9622777777777778,0.965375,1e-05
289,0.12469313265904652,0.11960829282179475,0.9625277777777778,0.963875,1e-05
290,0.12608943324119223,0.11948141595348716,0.9620138888888888,0.965,1e-05
291,0.12576725226735985,0.11944181518629193,0.9616666666666667,0.965625,1e-05
292,0.12535443525516543,0.11948860436677933,0.9615833333333333,0.965375,1e-05
293,0.12539668381875826,0.11947185406461358,0.961625,0.965375,1e-05
294,0.12529712490618336,0.11976479971781373,0.9619722222222222,0.963,1e-05
295,0.12507051691333523,0.11962503613904119,0.9619027777777778,0.964,1e-05
296,0.12519610315878904,0.11942600691691041,0.9622361111111111,0.96625,1e-05
297,0.12547097286312026,0.11953800451010466,0.9619305555555555,0.96475,1e-05
298,0.12500900540295756,0.11942739132791758,0.9625277777777778,0.96575,1e-05
299,0.12528619380604947,0.11954065505415201,0.9625694444444445,0.964,1e-05
300,0.124613567584626,0.11948109185323119,0.9625416666666666,0.9655,1e-05
301,0.1253964738857471,0.11949517531320453,0.9619861111111111,0.965,1e-05
302,0.12477732261851245,0.11947251297533512,0.9622916666666667,0.965,1e-05
303,0.1262985713197643,0.11962164612486959,0.9618055555555556,0.963625,1e-05
304,0.126825539286035,0.11987562151625752,0.9613472222222222,0.9625,1e-05
305,0.12524430693307526,0.11950774630531669,0.9619722222222222,0.965875,1e-05
306,0.12508245654152722,0.1194554721005261,0.9620416666666667,0.966,1e-05
307,0.12584042518034075,0.11953791044652462,0.961625,0.965,1e-05
308,0.12510671212501678,0.11953169945627451,0.9619166666666666,0.964,1e-05
309,0.12502265890289369,0.11945439875125885,0.961625,0.966125,1e-05
310,0.12474224702529543,0.11945147858932614,0.9622638888888889,0.96525,1e-05
311,0.12566260135936058,0.11942129908129573,0.9616388888888889,0.966,1e-05
312,0.12525167062111053,0.11952491337433457,0.9618472222222222,0.96425,1e-05
313,0.1261097018013098,0.11950616911053658,0.962125,0.96525,1e-05
314,0.1254117611008258,0.11961845448240638,0.9620972222222223,0.963875,1e-05
315,0.12467482416075033,0.11977411294355989,0.9624027777777778,0.963375,1e-05
316,0.12573844319470823,0.11958836065605283,0.9619305555555555,0.964,1e-05
317,0.12513240070791906,0.11944034975022078,0.96225,0.965875,1e-05
318,0.12627602054292525,0.11946416040882468,0.9619305555555555,0.966,1e-05
319,0.1256795270007838,0.11962639261037111,0.9613194444444444,0.96375,1e-05
320,0.12488555324596368,0.1195065351203084,0.9625,0.9645,1e-05
321,0.12534482845272307,0.1194633855484426,0.962375,0.965375,1e-05
322,0.1250226949912299,0.11943876976147294,0.9620972222222223,0.965875,1e-05
323,0.12562583868605207,0.11967001436278224,0.9615694444444445,0.964125,1e-05
324,0.12523818546062465,0.1197519632987678,0.9622638888888889,0.9635,1e-05
325,0.12516122659400344,0.11957709025591612,0.9625277777777778,0.963625,1e-05
326,0.12546573971029285,0.11959366081282496,0.962125,0.963875,1e-05
327,0.12550178649264584,0.11949671059846878,0.9617638888888889,0.96475,1e-05
328,0.12604806461697363,0.11944662826135755,0.9616527777777778,0.966125,1e-05
329,0.12525883905893956,0.11954331072047353,0.9615555555555556,0.964625,1e-05
330,0.1257143100760017,0.1194805009290576,0.9619305555555555,0.96525,1e-05
331,0.12559628241809603,0.11942865513265133,0.9619583333333334,0.966,1e-05
332,0.12533728010145218,0.11945239221677184,0.9614583333333333,0.965375,1e-05
333,0.12578219114463665,0.11954665696248412,0.9614583333333333,0.963875,1e-05
334,0.12521077645529016,0.11944155627861619,0.9618888888888889,0.965375,1e-05
335,0.12560947787936375,0.11956331506371498,0.9618472222222222,0.963875,1e-05
336,0.12492202223008946,0.1194265871308744,0.9624166666666667,0.965125,1e-05
337,0.12495690413467837,0.11939657805487514,0.9623611111111111,0.966,1e-05
338,0.12544654802705424,0.11954698199406266,0.9617361111111111,0.963625,1e-05
339,0.1256781749817713,0.11963362107053399,0.9621666666666666,0.963875,1e-05
340,0.12532244802685868,0.11946191219612956,0.96175,0.966,1e-05
341,0.12511789325962164,0.11948327487334609,0.9620694444444444,0.9655,1e-05
342,0.12564506981899007,0.11948703927919269,0.962,0.96525,1e-05
343,0.1252616693929076,0.11943003442138433,0.9620416666666667,0.966375,1e-05
344,0.1250697847316786,0.11954167950898409,0.9623055555555555,0.96525,1e-05
345,0.1251639318296795,0.11952616786584258,0.962125,0.965375,1e-05
346,0.12460795323468653,0.11943042185157537,0.9624166666666667,0.965625,1e-05
347,0.12472629303618815,0.11943164141848683,0.9622916666666667,0.965875,1e-05
348,0.1254217146331739,0.11939681600779295,0.9623472222222222,0.966375,1e-05
349,0.1248114119361603,0.11944422591477633,0.9622916666666667,0.96525,1e-05
350,0.12553675626578276,0.11940916394814849,0.9621666666666666,0.9655,1e-05
351,0.12558642263998993,0.11958045698702335,0.9615972222222222,0.963875,1e-05
352,0.12514626446509233,0.11947435420006514,0.9623611111111111,0.965625,1e-05
353,0.12587959346482216,0.11957278521731496,0.9619583333333334,0.96375,1e-05
354,0.1249713303246676,0.11943037295714021,0.9621388888888889,0.965625,1e-05
355,0.12551603110947152,0.11955845635384321,0.9618055555555556,0.96375,1e-05
356,0.12449739695415828,0.11943330755457282,0.9625694444444445,0.966125,1e-05
357,0.12513811039352926,0.11949685122817755,0.9619166666666666,0.96475,1e-05
358,0.12498974595648993,0.11942679947242141,0.9619861111111111,0.9655,1e-05
359,0.12555389167810418,0.11955360509455204,0.962125,0.963625,1e-05
360,0.12434931361773192,0.11941895540803671,0.9625138888888889,0.965875,1e-05
361,0.1250497186837675,0.11952216504141688,0.9617222222222223,0.964375,1e-05
362,0.12558983247164723,0.11943001113831997,0.962125,0.96625,1e-05
363,0.12505597668843837,0.11938825389370322,0.9620416666666667,0.966,1e-05
