tau,recall,fpr,f1,n_smooth,model,median_latency
0.5477,0.7442,0.0089,0.8501,0,LR,
0.5528,0.7369,0.0088,0.8453,0,LR,
0.5578,0.7294,0.0085,0.8404,0,LR,
0.5628,0.7207,0.0085,0.8346,0,LR,
0.5678,0.7118,0.0083,0.8286,0,LR,
0.5729,0.7031,0.0083,0.8227,0,LR,
0.5779,0.6911,0.0083,0.8144,0,LR,
0.5829,0.6786,0.0081,0.8056,0,LR,
0.5879,0.6633,0.0079,0.7948,0,LR,
0.593,0.6488,0.0077,0.7842,0,LR,
0.598,0.6329,0.0077,0.7725,0,LR,
0.603,0.619,0.0077,0.7619,0,LR,
0.608,0.6063,0.0076,0.7523,0,LR,
0.6131,0.5951,0.0075,0.7436,0,LR,
0.6181,0.5854,0.0073,0.7359,0,LR,
0.6231,0.5774,0.0073,0.7295,0,LR,
0.6281,0.5689,0.0073,0.7227,0,LR,
0.6332,0.5621,0.007,0.7172,0,LR,
0.6382,0.5552,0.0069,0.7116,0,LR,
0.6432,0.5486,0.0067,0.7062,0,LR,
0.6482,0.5419,0.0067,0.7006,0,LR,
0.6533,0.5355,0.0067,0.6953,0,LR,
0.6583,0.5292,0.0067,0.6898,0,LR,
0.6633,0.5234,0.0067,0.6849,0,LR,
0.6683,0.5166,0.0067,0.679,0,LR,
0.6734,0.5102,0.0066,0.6735,0,LR,
0.6784,0.5046,0.0066,0.6685,0,LR,
0.6834,0.4993,0.0064,0.6639,0,LR,
0.6884,0.4938,0.0063,0.6591,0,LR,
0.6935,0.488,0.0061,0.6539,0,LR,
0.6985,0.4827,0.0061,0.6491,0,LR,
0.7035,0.4775,0.0059,0.6444,0,LR,
0.7085,0.4728,0.0056,0.6402,0,LR,
0.7136,0.4681,0.0049,0.6361,0,LR,
0.7186,0.4637,0.0047,0.6321,0,LR,
0.7236,0.4597,0.0046,0.6284,0,LR,
0.7286,0.4543,0.0045,0.6234,0,LR,
0.7337,0.4496,0.0045,0.6189,0,LR,
0.7387,0.4459,0.0045,0.6154,0,LR,
0.7437,0.4401,0.0043,0.6099,0,LR,
0.7487,0.4353,0.0041,0.6052,0,LR,
0.7538,0.43,0.004,0.6001,0,LR,
0.7588,0.4253,0.0035,0.5956,0,LR,
0.7638,0.4207,0.003,0.5913,0,LR,
0.7688,0.4158,0.0029,0.5864,0,LR,
0.7739,0.4117,0.0029,0.5823,0,LR,
0.7789,0.408,0.0029,0.5786,0,LR,
0.7839,0.4041,0.0029,0.5746,0,LR,
0.7889,0.3992,0.0029,0.5698,0,LR,
0.794,0.3961,0.0029,0.5665,0,LR,
0.799,0.3911,0.0029,0.5615,0,LR,
0.804,0.3869,0.0029,0.557,0,LR,
0.809,0.3825,0.0029,0.5525,0,LR,
0.8141,0.3785,0.0029,0.5482,0,LR,
0.8191,0.373,0.0029,0.5425,0,LR,
0.8241,0.3689,0.0029,0.5381,0,LR,
0.8291,0.3652,0.0029,0.5342,0,LR,
0.8342,0.3613,0.0029,0.53,0,LR,
0.8392,0.3568,0.0029,0.5251,0,LR,
0.8442,0.3523,0.0028,0.5203,0,LR,
0.8492,0.3473,0.0028,0.5147,0,LR,
0.8543,0.3423,0.0028,0.5092,0,LR,
0.8593,0.3374,0.0028,0.5038,0,LR,
0.8643,0.3324,0.0028,0.4982,0,LR,
0.8693,0.3277,0.0028,0.4929,0,LR,
0.8744,0.3223,0.0028,0.4867,0,LR,
0.8794,0.3175,0.0028,0.4811,0,LR,
0.8844,0.3118,0.0028,0.4746,0,LR,
0.8894,0.306,0.0028,0.4679,0,LR,
0.8945,0.2999,0.0028,0.4607,0,LR,
0.8995,0.2939,0.0027,0.4536,0,LR,
0.9045,0.2875,0.0027,0.4459,0,LR,
0.9095,0.2814,0.0027,0.4386,0,LR,
0.9146,0.2757,0.0027,0.4316,0,LR,
0.9196,0.2687,0.0027,0.423,0,LR,
0.9246,0.2616,0.0027,0.4141,0,LR,
0.9296,0.2521,0.0027,0.4021,0,LR,
0.9347,0.2382,0.0027,0.3842,0,LR,
0.9397,0.2258,0.0026,0.3679,0,LR,
0.9447,0.212,0.0025,0.3493,0,LR,
0.9497,0.198,0.0025,0.33,0,LR,
0.9548,0.1788,0.0025,0.3029,0,LR,
0.9598,0.1553,0.0025,0.2685,0,LR,
0.9648,0.1334,0.0025,0.235,0,LR,
0.9698,0.1169,0.0025,0.2091,0,LR,
0.9749,0.1038,0.0023,0.1879,0,LR,
0.9799,0.0943,0.0023,0.172,0,LR,
0.9849,0.0809,0.0023,0.1494,0,LR,
0.9899,0.0643,0.0022,0.1206,0,LR,
0.995,0.0428,0.0021,0.082,0,LR,
1.0,0.0,0.0,0.0,0,LR,
