tau,recall,fpr,f1,n_smooth,model,median_latency
0.2513,1.0,0.082,0.9702,5,MLP_v3,0.0
0.2563,1.0,0.082,0.9702,5,MLP_v3,0.0
0.2613,1.0,0.082,0.9702,5,MLP_v3,0.0
0.2663,1.0,0.082,0.9702,5,MLP_v3,0.0
0.2714,1.0,0.082,0.9702,5,MLP_v3,0.0
0.2764,1.0,0.082,0.9702,5,MLP_v3,0.0
0.2814,1.0,0.082,0.9702,5,MLP_v3,0.0
0.2864,1.0,0.082,0.9702,5,MLP_v3,0.0
0.2915,1.0,0.082,0.9702,5,MLP_v3,0.0
0.2965,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3015,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3065,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3116,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3166,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3216,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3266,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3317,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3367,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3417,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3467,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3518,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3568,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3618,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3668,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3719,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3769,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3819,1.0,0.082,0.9702,5,MLP_v3,0.0
0.3869,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.392,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.397,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.402,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.407,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4121,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4171,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4221,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4271,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4322,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4372,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4422,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4472,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4523,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4573,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4623,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4673,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4724,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4774,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4824,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4874,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4925,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.4975,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5025,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5075,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5126,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5176,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5226,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5276,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5327,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5377,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5427,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5477,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5528,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5578,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5628,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5678,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5729,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5779,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5829,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.5879,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.593,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.598,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.603,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.608,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.6131,1.0,0.0819,0.9702,5,MLP_v3,0.0
0.6181,1.0,0.0818,0.9702,5,MLP_v3,0.0
0.6231,1.0,0.0818,0.9702,5,MLP_v3,0.0
0.6281,1.0,0.0818,0.9702,5,MLP_v3,0.0
0.6332,1.0,0.0818,0.9702,5,MLP_v3,0.0
0.6382,1.0,0.0817,0.9703,5,MLP_v3,0.0
0.6432,1.0,0.0817,0.9703,5,MLP_v3,0.0
0.6482,1.0,0.0817,0.9703,5,MLP_v3,0.0
0.6533,1.0,0.0817,0.9703,5,MLP_v3,0.0
0.6583,1.0,0.0817,0.9703,5,MLP_v3,0.0
0.6633,1.0,0.0817,0.9703,5,MLP_v3,0.0
0.6683,1.0,0.0817,0.9703,5,MLP_v3,0.0
0.6734,1.0,0.0817,0.9703,5,MLP_v3,0.0
0.6784,1.0,0.0817,0.9703,5,MLP_v3,0.0
0.6834,1.0,0.0817,0.9703,5,MLP_v3,0.0
0.6884,1.0,0.0817,0.9702,5,MLP_v3,0.0
0.6935,0.9999,0.0817,0.9702,5,MLP_v3,0.0
0.6985,0.9999,0.0817,0.9702,5,MLP_v3,0.0
0.7035,0.9999,0.0817,0.9702,5,MLP_v3,0.0
0.7085,0.9999,0.0817,0.9702,5,MLP_v3,0.0
0.7136,0.9999,0.0817,0.9702,5,MLP_v3,0.0
0.7186,0.9999,0.0817,0.9702,5,MLP_v3,0.0
0.7236,0.9999,0.0817,0.9702,5,MLP_v3,0.0
0.7286,0.9999,0.0817,0.9702,5,MLP_v3,0.0
0.7337,0.9997,0.0817,0.9701,5,MLP_v3,0.0
0.7387,0.9997,0.0817,0.9701,5,MLP_v3,0.0
0.7437,0.9997,0.0817,0.9701,5,MLP_v3,0.0
0.7487,0.9997,0.0817,0.9701,5,MLP_v3,0.0
0.7538,0.9997,0.0817,0.9701,5,MLP_v3,0.0
0.7588,0.9997,0.0817,0.9701,5,MLP_v3,0.0
0.7638,0.9996,0.0817,0.9701,5,MLP_v3,0.0
0.7688,0.9996,0.0817,0.97,5,MLP_v3,0.0
0.7739,0.9994,0.0817,0.97,5,MLP_v3,0.0
0.7789,0.9992,0.0817,0.9699,5,MLP_v3,0.0
0.7839,0.9989,0.0817,0.9697,5,MLP_v3,0.0
0.7889,0.9984,0.0817,0.9695,5,MLP_v3,0.0
0.794,0.9982,0.0817,0.9694,5,MLP_v3,0.0
0.799,0.9974,0.0817,0.969,5,MLP_v3,0.0
0.804,0.9966,0.0817,0.9686,5,MLP_v3,0.0
0.809,0.9959,0.0817,0.9682,5,MLP_v3,0.0
0.8141,0.9947,0.0817,0.9676,5,MLP_v3,0.0
0.8191,0.9934,0.0817,0.967,5,MLP_v3,0.0
0.8241,0.9919,0.0817,0.9662,5,MLP_v3,0.0
0.8291,0.9895,0.0817,0.965,5,MLP_v3,0.0
0.8342,0.9862,0.0817,0.9633,5,MLP_v3,0.0
0.8392,0.9828,0.0815,0.9617,5,MLP_v3,0.0
0.8442,0.9779,0.0815,0.9592,5,MLP_v3,0.0
0.8492,0.9727,0.0814,0.9565,5,MLP_v3,0.0
0.8543,0.9673,0.0814,0.9538,5,MLP_v3,0.0
0.8593,0.9599,0.0814,0.9499,5,MLP_v3,0.0
0.8643,0.9532,0.0813,0.9465,5,MLP_v3,0.0
0.8693,0.9458,0.0813,0.9426,5,MLP_v3,0.0
0.8744,0.9399,0.0813,0.9395,5,MLP_v3,0.0
0.8794,0.9311,0.0813,0.9348,5,MLP_v3,0.0
0.8844,0.9231,0.0813,0.9305,5,MLP_v3,0.0
0.8894,0.9145,0.0813,0.9259,5,MLP_v3,0.0
0.8945,0.9054,0.0813,0.9209,5,MLP_v3,0.0
0.8995,0.8961,0.0811,0.9158,5,MLP_v3,0.0
0.9045,0.8854,0.0809,0.91,5,MLP_v3,0.0
0.9095,0.8746,0.0807,0.9039,5,MLP_v3,0.0
0.9146,0.8629,0.0799,0.8975,5,MLP_v3,0.0
0.9196,0.8477,0.0795,0.8889,5,MLP_v3,0.0
0.9246,0.8263,0.0788,0.8765,5,MLP_v3,0.0
0.9296,0.7933,0.0776,0.857,5,MLP_v3,0.0
0.9347,0.7595,0.0764,0.8361,5,MLP_v3,0.0
0.9397,0.725,0.0751,0.814,5,MLP_v3,0.0
0.9447,0.6963,0.0736,0.7951,5,MLP_v3,0.0
0.9497,0.6696,0.0721,0.777,5,MLP_v3,0.0
0.9548,0.6446,0.0697,0.7598,5,MLP_v3,0.0
0.9598,0.6218,0.0662,0.744,5,MLP_v3,0.0
0.9648,0.5936,0.0625,0.7237,5,MLP_v3,0.0
0.9698,0.5633,0.057,0.7014,5,MLP_v3,0.0
0.9749,0.5192,0.0468,0.6681,5,MLP_v3,0.0
0.9799,0.4651,0.0277,0.626,5,MLP_v3,0.0
0.9849,0.4059,0.014,0.5731,5,MLP_v3,0.0
0.9899,0.3267,0.0039,0.4914,5,MLP_v3,0.0
0.995,0.1603,0.0015,0.276,5,MLP_v3,0.0
1.0,0.0,0.0,0.0,5,MLP_v3,0.0
0.0,1.0,1.0,0.7273,7,MLP_v3,0.0
0.005,1.0,0.0829,0.9699,7,MLP_v3,0.0
0.0101,1.0,0.0829,0.9699,7,MLP_v3,0.0
0.0151,1.0,0.0829,0.9699,7,MLP_v3,0.0
0.0201,1.0,0.0828,0.9699,7,MLP_v3,0.0
0.0251,1.0,0.0828,0.9699,7,MLP_v3,0.0
0.0302,1.0,0.0828,0.9699,7,MLP_v3,0.0
0.0352,1.0,0.0828,0.9699,7,MLP_v3,0.0
0.0402,1.0,0.0828,0.9699,7,MLP_v3,0.0
0.0452,1.0,0.0828,0.9699,7,MLP_v3,0.0
0.0503,1.0,0.0828,0.9699,7,MLP_v3,0.0
0.0553,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.0603,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.0653,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.0704,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.0754,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.0804,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.0854,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.0905,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.0955,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.1005,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.1055,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.1106,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.1156,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.1206,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.1256,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.1307,1.0,0.0827,0.9699,7,MLP_v3,0.0
0.1357,1.0,0.0825,0.97,7,MLP_v3,0.0
0.1407,1.0,0.0825,0.97,7,MLP_v3,0.0
0.1457,1.0,0.0825,0.97,7,MLP_v3,0.0
0.1508,1.0,0.0825,0.97,7,MLP_v3,0.0
0.1558,1.0,0.0825,0.97,7,MLP_v3,0.0
0.1608,1.0,0.0823,0.97,7,MLP_v3,0.0
0.1658,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.1709,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.1759,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.1809,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.1859,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.191,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.196,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.201,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.206,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2111,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2161,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2211,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2261,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2312,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2362,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2412,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2462,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2513,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2563,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2613,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2663,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2714,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2764,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2814,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2864,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2915,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.2965,1.0,0.0821,0.9701,7,MLP_v3,0.0
0.3015,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3065,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3116,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3166,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3216,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3266,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3317,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3367,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3417,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3467,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3518,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3568,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3618,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3668,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3719,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3769,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3819,1.0,0.082,0.9702,7,MLP_v3,0.0
0.3869,1.0,0.082,0.9702,7,MLP_v3,0.0
0.392,1.0,0.082,0.9702,7,MLP_v3,0.0
0.397,1.0,0.082,0.9702,7,MLP_v3,0.0
0.402,1.0,0.082,0.9702,7,MLP_v3,0.0
0.407,1.0,0.082,0.9702,7,MLP_v3,0.0
0.4121,1.0,0.082,0.9702,7,MLP_v3,0.0
0.4171,1.0,0.082,0.9702,7,MLP_v3,0.0
0.4221,1.0,0.082,0.9702,7,MLP_v3,0.0
0.4271,1.0,0.082,0.9702,7,MLP_v3,0.0
0.4322,1.0,0.082,0.9702,7,MLP_v3,0.0
0.4372,1.0,0.082,0.9702,7,MLP_v3,0.0
0.4422,1.0,0.082,0.9702,7,MLP_v3,0.0
0.4472,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.4523,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.4573,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.4623,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.4673,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.4724,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.4774,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.4824,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.4874,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.4925,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.4975,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5025,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5075,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5126,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5176,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5226,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5276,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5327,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5377,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5427,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5477,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5528,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5578,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5628,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5678,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5729,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5779,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5829,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.5879,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.593,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.598,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.603,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.608,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6131,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6181,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6231,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6281,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6332,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6382,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6432,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6482,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6533,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6583,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6633,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6683,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6734,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6784,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6834,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6884,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6935,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.6985,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.7035,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.7085,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.7136,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.7186,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.7236,1.0,0.0819,0.9702,7,MLP_v3,0.0
0.7286,1.0,0.0818,0.9702,7,MLP_v3,0.0
0.7337,1.0,0.0818,0.9702,7,MLP_v3,0.0
0.7387,1.0,0.0818,0.9702,7,MLP_v3,0.0
0.7437,1.0,0.0817,0.9702,7,MLP_v3,0.0
0.7487,1.0,0.0817,0.9702,7,MLP_v3,0.0
0.7538,1.0,0.0817,0.9702,7,MLP_v3,0.0
0.7588,1.0,0.0817,0.9702,7,MLP_v3,0.0
0.7638,0.9999,0.0817,0.9702,7,MLP_v3,0.0
0.7688,0.9998,0.0817,0.9701,7,MLP_v3,0.0
0.7739,0.9997,0.0817,0.9701,7,MLP_v3,0.0
0.7789,0.9997,0.0817,0.9701,7,MLP_v3,0.0
0.7839,0.9997,0.0817,0.9701,7,MLP_v3,0.0
0.7889,0.9996,0.0817,0.97,7,MLP_v3,0.0
0.794,0.9995,0.0817,0.97,7,MLP_v3,0.0
0.799,0.9994,0.0817,0.97,7,MLP_v3,0.0
0.804,0.9994,0.0817,0.97,7,MLP_v3,0.0
0.809,0.999,0.0817,0.9698,7,MLP_v3,0.0
0.8141,0.999,0.0817,0.9697,7,MLP_v3,0.0
0.8191,0.9983,0.0817,0.9694,7,MLP_v3,0.0
0.8241,0.9967,0.0817,0.9686,7,MLP_v3,0.0
0.8291,0.995,0.0817,0.9678,7,MLP_v3,0.0
0.8342,0.9919,0.0817,0.9662,7,MLP_v3,0.0
0.8392,0.9883,0.0817,0.9644,7,MLP_v3,0.0
0.8442,0.9842,0.0817,0.9623,7,MLP_v3,0.0
0.8492,0.9789,0.0817,0.9596,7,MLP_v3,0.0
0.8543,0.9733,0.0817,0.9567,7,MLP_v3,0.0
0.8593,0.9668,0.0817,0.9534,7,MLP_v3,0.0
0.8643,0.9601,0.0817,0.95,7,MLP_v3,0.0
0.8693,0.9538,0.0817,0.9467,7,MLP_v3,0.0
0.8744,0.946,0.0816,0.9426,7,MLP_v3,0.0
0.8794,0.9395,0.0815,0.9392,7,MLP_v3,0.0
0.8844,0.9313,0.0814,0.9349,7,MLP_v3,0.0
0.8894,0.922,0.0813,0.9299,7,MLP_v3,0.0
0.8945,0.9111,0.0813,0.924,7,MLP_v3,0.0
0.8995,0.8999,0.0813,0.9178,7,MLP_v3,0.0
0.9045,0.8898,0.0808,0.9124,7,MLP_v3,0.0
0.9095,0.878,0.0807,0.9058,7,MLP_v3,0.0
0.9146,0.8622,0.0803,0.897,7,MLP_v3,0.0
0.9196,0.8474,0.0801,0.8885,7,MLP_v3,0.0
0.9246,0.8263,0.0793,0.8764,7,MLP_v3,0.0
0.9296,0.7929,0.0785,0.8564,7,MLP_v3,0.0
0.9347,0.7581,0.0773,0.8349,7,MLP_v3,0.0
0.9397,0.7226,0.0755,0.8123,7,MLP_v3,0.0
0.9447,0.6914,0.0736,0.7917,7,MLP_v3,0.0
0.9497,0.6623,0.0717,0.7719,7,MLP_v3,0.0
0.9548,0.6345,0.0699,0.7523,7,MLP_v3,0.0
0.9598,0.6099,0.0665,0.7349,7,MLP_v3,0.0
0.9648,0.5829,0.0624,0.7153,7,MLP_v3,0.0
0.9698,0.5496,0.0563,0.6905,7,MLP_v3,0.0
0.9749,0.5059,0.0453,0.6571,7,MLP_v3,0.0
0.9799,0.4518,0.0265,0.6141,7,MLP_v3,0.0
0.9849,0.393,0.0127,0.5604,7,MLP_v3,0.0
0.9899,0.3114,0.0032,0.474,7,MLP_v3,0.0
0.995,0.1501,0.0013,0.2608,7,MLP_v3,0.0
1.0,0.0,0.0,0.0,7,MLP_v3,0.0
0.0,1.0,1.0,0.7273,0,LR,
0.005,1.0,1.0,0.7273,0,LR,
0.0101,1.0,1.0,0.7273,0,LR,
0.0151,1.0,1.0,0.7273,0,LR,
0.0201,1.0,1.0,0.7273,0,LR,
0.0251,1.0,1.0,0.7273,0,LR,
0.0302,1.0,1.0,0.7273,0,LR,
0.0352,1.0,0.9999,0.7273,0,LR,
0.0402,1.0,0.9999,0.7273,0,LR,
0.0452,1.0,0.9998,0.7273,0,LR,
0.0503,1.0,0.9997,0.7273,0,LR,
0.0553,1.0,0.9993,0.7274,0,LR,
0.0603,1.0,0.9992,0.7274,0,LR,
0.0653,1.0,0.9988,0.7275,0,LR,
0.0704,0.9998,0.9986,0.7275,0,LR,
0.0754,0.9998,0.9982,0.7275,0,LR,
0.0804,0.9998,0.9981,0.7275,0,LR,
0.0854,0.9998,0.9977,0.7276,0,LR,
0.0905,0.9997,0.9972,0.7277,0,LR,
0.0955,0.9997,0.9964,0.7278,0,LR,
0.1005,0.9997,0.9959,0.7279,0,LR,
0.1055,0.9996,0.9953,0.728,0,LR,
0.1106,0.9993,0.9945,0.7281,0,LR,
0.1156,0.9992,0.9937,0.7282,0,LR,
0.1206,0.9991,0.9925,0.7284,0,LR,
0.1256,0.9991,0.9911,0.7286,0,LR,
0.1307,0.9991,0.9891,0.729,0,LR,
0.1357,0.999,0.9835,0.7301,0,LR,
0.1407,0.9988,0.9009,0.7469,0,LR,
0.1457,0.9987,0.8783,0.7516,0,LR,
0.1508,0.9986,0.7334,0.7836,0,LR,
0.1558,0.9984,0.6411,0.8054,0,LR,
0.1608,0.9982,0.5644,0.8245,0,LR,
0.1658,0.9981,0.4018,0.8681,0,LR,
0.1709,0.998,0.3614,0.8797,0,LR,
0.1759,0.9979,0.2791,0.9042,0,LR,
0.1809,0.9977,0.241,0.916,0,LR,
0.1859,0.9977,0.2201,0.9226,0,LR,
0.191,0.9976,0.2021,0.9284,0,LR,
0.196,0.9975,0.1857,0.9337,0,LR,
0.201,0.9973,0.1688,0.9391,0,LR,
0.206,0.9971,0.1521,0.9446,0,LR,
0.2111,0.9967,0.1396,0.9486,0,LR,
0.2161,0.996,0.1257,0.953,0,LR,
0.2211,0.995,0.1116,0.9573,0,LR,
0.2261,0.9932,0.1026,0.9595,0,LR,
0.2312,0.9917,0.0941,0.9617,0,LR,
0.2362,0.9893,0.0853,0.9636,0,LR,
0.2412,0.9859,0.0793,0.9641,0,LR,
0.2462,0.9809,0.0715,0.9643,0,LR,
0.2513,0.9765,0.0662,0.9639,0,LR,
0.2563,0.972,0.0603,0.9637,0,LR,
0.2613,0.9673,0.0552,0.9631,0,LR,
0.2663,0.9617,0.0511,0.9617,0,LR,
0.2714,0.9563,0.0475,0.9601,0,LR,
0.2764,0.9501,0.0449,0.9579,0,LR,
0.2814,0.9449,0.0418,0.9563,0,LR,
0.2864,0.9397,0.0389,0.9546,0,LR,
0.2915,0.9338,0.0373,0.952,0,LR,
0.2965,0.9293,0.0354,0.9503,0,LR,
0.3015,0.9249,0.0336,0.9486,0,LR,
0.3065,0.9203,0.0323,0.9466,0,LR,
0.3116,0.9155,0.0311,0.9444,0,LR,
0.3166,0.9114,0.0304,0.9424,0,LR,
0.3216,0.9078,0.0292,0.9409,0,LR,
0.3266,0.9031,0.0281,0.9387,0,LR,
0.3317,0.8991,0.0267,0.937,0,LR,
0.3367,0.8943,0.0261,0.9345,0,LR,
0.3417,0.8898,0.0252,0.9324,0,LR,
0.3467,0.887,0.0241,0.9312,0,LR,
0.3518,0.883,0.0236,0.9291,0,LR,
0.3568,0.8791,0.023,0.9271,0,LR,
0.3618,0.8761,0.0223,0.9257,0,LR,
0.3668,0.8728,0.0216,0.9241,0,LR,
0.3719,0.8695,0.0207,0.9225,0,LR,
0.3769,0.8662,0.0203,0.9208,0,LR,
0.3819,0.8628,0.0197,0.919,0,LR,
0.3869,0.8595,0.0194,0.9172,0,LR,
0.392,0.8567,0.0187,0.9159,0,LR,
0.397,0.8544,0.0185,0.9146,0,LR,
0.402,0.8516,0.0179,0.9132,0,LR,
0.407,0.8488,0.0175,0.9118,0,LR,
0.4121,0.8456,0.0171,0.91,0,LR,
0.4171,0.8423,0.0168,0.9082,0,LR,
0.4221,0.839,0.0165,0.9064,0,LR,
0.4271,0.8365,0.0157,0.9052,0,LR,
0.4322,0.8337,0.0142,0.904,0,LR,
0.4372,0.831,0.0131,0.9028,0,LR,
0.4422,0.8289,0.0128,0.9017,0,LR,
0.4472,0.8263,0.0124,0.9003,0,LR,
0.4523,0.8236,0.0118,0.8989,0,LR,
0.4573,0.8204,0.0114,0.8971,0,LR,
0.4623,0.8174,0.0111,0.8954,0,LR,
0.4673,0.815,0.0108,0.8941,0,LR,
0.4724,0.8118,0.0106,0.8922,0,LR,
0.4774,0.8094,0.0105,0.8908,0,LR,
0.4824,0.8065,0.0104,0.889,0,LR,
0.4874,0.8028,0.0102,0.8869,0,LR,
0.4925,0.8,0.0101,0.8852,0,LR,
0.4975,0.7964,0.0101,0.883,0,LR,
0.5025,0.7926,0.0098,0.8807,0,LR,
0.5075,0.7882,0.0097,0.878,0,LR,
0.5126,0.7839,0.0097,0.8753,0,LR,
0.5176,0.7787,0.0096,0.8721,0,LR,
0.5226,0.7738,0.0094,0.869,0,LR,
0.5276,0.7684,0.0093,0.8656,0,LR,
0.5327,0.763,0.0093,0.8622,0,LR,
0.5377,0.7571,0.0092,0.8584,0,LR,
0.5427,0.7504,0.0089,0.8542,0,LR,
