Sample     Label        p(atk)   Status     Verdict
10984      ?            0.7036   ATTACK     [??] No label
10985      attack       0.7034   ATTACK     [TP] Correct
10986      ?            0.7033   ATTACK     [??] No label
10987      attack       0.7034   ATTACK     [TP] Correct
10989      attack       0.5673   ATTACK     [TP] Correct
10990      ?            0.5646   ATTACK     [??] No label
10991      attack       0.5669   ATTACK     [TP] Correct
10992      ?            0.5658   ATTACK     [??] No label
10993      attack       0.5662   ATTACK     [TP] Correct
10994      ?            0.5647   ATTACK     [??] No label
10995      attack       0.5670   ATTACK     [TP] Correct
10996      ?            0.5633   ATTACK     [??] No label
10997      attack       0.5668   ATTACK     [TP] Correct
10998      ?            0.7301   ATTACK     [??] No label
10999      attack       0.6972   ATTACK     [TP] Correct
11000      ?            0.6959   ATTACK     [??] No label
11001      attack       0.6966   ATTACK     [TP] Correct
11002      ?            0.6945   ATTACK     [??] No label
11003      attack       0.6955   ATTACK     [TP] Correct
11004      ?            0.6940   ATTACK     [??] No label
11005      attack       0.6942   ATTACK     [TP] Correct
11006      ?            0.6978   ATTACK     [??] No label
11007      attack       0.6961   ATTACK     [TP] Correct
11008      ?            0.5209   ATTACK     [??] No label
11009      attack       0.5878   ATTACK     [TP] Correct
11010      ?            0.5914   ATTACK     [??] No label
11011      attack       0.5880   ATTACK     [TP] Correct
11012      ?            0.5922   ATTACK     [??] No label
11013      attack       0.5884   ATTACK     [TP] Correct
11014      ?            0.5923   ATTACK     [??] No label
11015      attack       0.5887   ATTACK     [TP] Correct
11016      ?            0.5828   ATTACK     [??] No label
11017      attack       0.5883   ATTACK     [TP] Correct
11018      ?            0.7302   ATTACK     [??] No label
11019      attack       0.7002   ATTACK     [TP] Correct
11020      ?            0.6968   ATTACK     [??] No label
11021      attack       0.6985   ATTACK     [TP] Correct
11022      ?            0.6962   ATTACK     [??] No label
11023      attack       0.6974   ATTACK     [TP] Correct
11024      ?            0.6951   ATTACK     [??] No label
11025      attack       0.6963   ATTACK     [TP] Correct
11026      ?            0.6997   ATTACK     [??] No label
11027      attack       0.6980   ATTACK     [TP] Correct
11028      ?            0.6999   ATTACK     [??] No label
11029      attack       0.6986   ATTACK     [TP] Correct
11030      ?            0.7020   ATTACK     [??] No label
11031      attack       0.7006   ATTACK     [TP] Correct
11032      ?            0.7041   ATTACK     [??] No label
11033      attack       0.7024   ATTACK     [TP] Correct
11034      ?            0.7053   ATTACK     [??] No label
11035      attack       0.7042   ATTACK     [TP] Correct
11036      ?            0.7040   ATTACK     [??] No label
11037      attack       0.7041   ATTACK     [TP] Correct
11038      ?            0.7051   ATTACK     [??] No label
11039      attack       0.7047   ATTACK     [TP] Correct
11040      ?            0.7049   ATTACK     [??] No label
11041      attack       0.7048   ATTACK     [TP] Correct
11042      ?            0.7044   ATTACK     [??] No label
11043      attack       0.7041   ATTACK     [TP] Correct
11044      ?            0.7045   ATTACK     [??] No label
11045      attack       0.7046   ATTACK     [TP] Correct
11046      ?            0.7060   ATTACK     [??] No label
11047      attack       0.7054   ATTACK     [TP] Correct
11048      ?            0.7030   ATTACK     [??] No label
11049      attack       0.7043   ATTACK     [TP] Correct
11050      ?            0.7053   ATTACK     [??] No label
11051      attack       0.7048   ATTACK     [TP] Correct
11052      ?            0.7052   ATTACK     [??] No label
11053      attack       0.7051   ATTACK     [TP] Correct
11054      ?            0.7057   ATTACK     [??] No label
11055      attack       0.7054   ATTACK     [TP] Correct
11056      ?            0.7050   ATTACK     [??] No label
11057      attack       0.7047   ATTACK     [TP] Correct
11058      ?            0.7066   ATTACK     [??] No label
11059      attack       0.7060   ATTACK     [TP] Correct
11060      ?            0.7066   ATTACK     [??] No label
11061      attack       0.7064   ATTACK     [TP] Correct
11062      ?            0.7056   ATTACK     [??] No label
11063      attack       0.7061   ATTACK     [TP] Correct
11064      ?            0.7064   ATTACK     [??] No label
11065      attack       0.7062   ATTACK     [TP] Correct
11066      ?            0.7057   ATTACK     [??] No label
11067      attack       0.7059   ATTACK     [TP] Correct
11068      ?            0.7041   ATTACK     [??] No label
11069      attack       0.7050   ATTACK     [TP] Correct
11070      ?            0.7054   ATTACK     [??] No label
11071      attack       0.7049   ATTACK     [TP] Correct
11072      ?            0.7044   ATTACK     [??] No label
11073      attack       0.7048   ATTACK     [TP] Correct
11074      ?            0.7049   ATTACK     [??] No label
11075      attack       0.7049   ATTACK     [TP] Correct
11076      ?            0.7048   ATTACK     [??] No label
11077      attack       0.7050   ATTACK     [TP] Correct
11078      ?            0.7067   ATTACK     [??] No label
11079      attack       0.7058   ATTACK     [TP] Correct
11080      ?            0.7042   ATTACK     [??] No label
11081      attack       0.7047   ATTACK     [TP] Correct
11082      ?            0.7041   ATTACK     [??] No label
11083      attack       0.7045   ATTACK     [TP] Correct
11084      ?            0.7043   ATTACK     [??] No label
11085      attack       0.7043   ATTACK     [TP] Correct
11086      ?            0.7038   ATTACK     [??] No label
11087      attack       0.7042   ATTACK     [TP] Correct
11088      ?            0.7028   ATTACK     [??] No label
11089      attack       0.7035   ATTACK     [TP] Correct
11090      ?            0.7051   ATTACK     [??] No label
11091      attack       0.7044   ATTACK     [TP] Correct
11092      ?            0.7048   ATTACK     [??] No label
11093      attack       0.6716   ATTACK     [TP] Correct
11100      ?            0.0000   BENIGN     [??] No label
11112      ?            0.7592   ATTACK     [??] No label
11113      attack       0.6892   ATTACK     [TP] Correct
11114      ?            0.6948   ATTACK     [??] No label
11115      attack       0.6921   ATTACK     [TP] Correct
11116      ?            0.6991   ATTACK     [??] No label
11117      attack       0.6958   ATTACK     [TP] Correct
11118      ?            0.6980   ATTACK     [??] No label
11119      attack       0.6970   ATTACK     [TP] Correct
11120      ?            0.7005   ATTACK     [??] No label
11121      attack       0.6986   ATTACK     [TP] Correct
11122      ?            0.7030   ATTACK     [??] No label
11123      attack       0.7013   ATTACK     [TP] Correct
11124      ?            0.7008   ATTACK     [??] No label
11125      attack       0.7011   ATTACK     [TP] Correct
11126      ?            0.7004   ATTACK     [??] No label
11127      attack       0.7008   ATTACK     [TP] Correct
11128      ?            0.7016   ATTACK     [??] No label
11129      attack       0.7013   ATTACK     [TP] Correct
11130      ?            0.7012   ATTACK     [??] No label
11131      attack       0.7010   ATTACK     [TP] Correct
11132      ?            0.7013   ATTACK     [??] No label
11133      attack       0.7013   ATTACK     [TP] Correct
11134      ?            0.7027   ATTACK     [??] No label
11135      attack       0.7019   ATTACK     [TP] Correct
11136      ?            0.7021   ATTACK     [??] No label
11137      attack       0.7022   ATTACK     [TP] Correct
11138      ?            0.7031   ATTACK     [??] No label
11139      attack       0.7027   ATTACK     [TP] Correct
11140      ?            0.7025   ATTACK     [??] No label
11141      attack       0.7026   ATTACK     [TP] Correct
11142      ?            0.7021   ATTACK     [??] No label
11143      attack       0.7023   ATTACK     [TP] Correct
11144      ?            0.7022   ATTACK     [??] No label
11145      attack       0.7018   ATTACK     [TP] Correct
11146      ?            0.7017   ATTACK     [??] No label
11147      attack       0.7020   ATTACK     [TP] Correct
11148      ?            0.7018   ATTACK     [??] No label
11149      attack       0.7019   ATTACK     [TP] Correct
11150      ?            0.4598   BENIGN     [??] No label
11151      attack       0.5472   ATTACK     [TP] Correct
11152      ?            0.5596   ATTACK     [??] No label
11153      attack       0.5394   ATTACK     [TP] Correct
11154      ?            0.5543   ATTACK     [??] No label
11155      attack       0.5335   ATTACK     [TP] Correct
11156      ?            0.5511   ATTACK     [??] No label
11157      attack       0.5305   ATTACK     [TP] Correct
11158      ?            0.5511   ATTACK     [??] No label
11159      attack       0.5301   ATTACK     [TP] Correct
11160      ?            0.7932   ATTACK     [??] No label
11161      attack       0.8077   ATTACK     [TP] Correct
11162      ?            0.8066   ATTACK     [??] No label
11163      attack       0.8071   ATTACK     [TP] Correct
11164      ?            0.8068   ATTACK     [??] No label
11165      attack       0.8079   ATTACK     [TP] Correct
11166      ?            0.8080   ATTACK     [??] No label
11167      attack       0.8080   ATTACK     [TP] Correct
11168      ?            0.8081   ATTACK     [??] No label
11169      attack       0.8082   ATTACK     [TP] Correct
11170      ?            0.8082   ATTACK     [??] No label
11171      attack       0.8083   ATTACK     [TP] Correct
11172      ?            0.8082   ATTACK     [??] No label
11173      attack       0.8070   ATTACK     [TP] Correct
11174      ?            0.8075   ATTACK     [??] No label
11175      attack       0.8084   ATTACK     [TP] Correct
11176      ?            0.8076   ATTACK     [??] No label
11177      attack       0.8078   ATTACK     [TP] Correct
11178      ?            0.8076   ATTACK     [??] No label
11179      attack       0.8085   ATTACK     [TP] Correct
11180      ?            0.8080   ATTACK     [??] No label
11181      attack       0.8084   ATTACK     [TP] Correct
11182      ?            0.8084   ATTACK     [??] No label
11183      attack       0.8080   ATTACK     [TP] Correct
11184      ?            0.8077   ATTACK     [??] No label
11185      attack       0.8076   ATTACK     [TP] Correct
11186      ?            0.8081   ATTACK     [??] No label
11187      attack       0.8073   ATTACK     [TP] Correct
11188      ?            0.8076   ATTACK     [??] No label
11189      attack       0.8085   ATTACK     [TP] Correct
11190      ?            0.8083   ATTACK     [??] No label
11191      attack       0.8081   ATTACK     [TP] Correct
11192      ?            0.8081   ATTACK     [??] No label
11193      attack       0.8089   ATTACK     [TP] Correct
11194      ?            0.8089   ATTACK     [??] No label
11195      attack       0.8089   ATTACK     [TP] Correct
11196      ?            0.8088   ATTACK     [??] No label
11197      attack       0.8076   ATTACK     [TP] Correct
11198      ?            0.8075   ATTACK     [??] No label
11199      attack       0.8075   ATTACK     [TP] Correct
11200      ?            0.8073   ATTACK     [??] No label
11201      attack       0.8073   ATTACK     [TP] Correct
11202      ?            0.8075   ATTACK     [??] No label
11203      attack       0.8082   ATTACK     [TP] Correct
11204      ?            0.8078   ATTACK     [??] No label
11205      attack       0.8079   ATTACK     [TP] Correct
11206      ?            0.8081   ATTACK     [??] No label
11207      attack       0.8086   ATTACK     [TP] Correct
11208      ?            0.8086   ATTACK     [??] No label
11209      attack       0.8087   ATTACK     [TP] Correct
11210      ?            0.8089   ATTACK     [??] No label
11211      attack       0.8071   ATTACK     [TP] Correct
11212      ?            0.8071   ATTACK     [??] No label
11213      attack       0.8074   ATTACK     [TP] Correct
11214      ?            0.8075   ATTACK     [??] No label
11215      attack       0.8072   ATTACK     [TP] Correct
11216      ?            0.8071   ATTACK     [??] No label
11217      attack       0.8079   ATTACK     [TP] Correct
11218      ?            0.8078   ATTACK     [??] No label
11219      attack       0.8077   ATTACK     [TP] Correct
11220      ?            0.8078   ATTACK     [??] No label
11221      attack       0.8084   ATTACK     [TP] Correct
11222      ?            0.8085   ATTACK     [??] No label
11223      attack       0.8085   ATTACK     [TP] Correct
11224      ?            0.8082   ATTACK     [??] No label
11225      attack       0.8065   ATTACK     [TP] Correct
11226      ?            0.8072   ATTACK     [??] No label
11227      attack       0.8078   ATTACK     [TP] Correct
11228      ?            0.8072   ATTACK     [??] No label
11229      attack       0.8071   ATTACK     [TP] Correct
11230      ?            0.8072   ATTACK     [??] No label
11231      attack       0.8077   ATTACK     [TP] Correct
11232      ?            0.8076   ATTACK     [??] No label
11233      attack       0.8077   ATTACK     [TP] Correct
11234      ?            0.8079   ATTACK     [??] No label
11235      attack       0.8083   ATTACK     [TP] Correct
11236      ?            0.8076   ATTACK     [??] No label
11237      attack       0.8076   ATTACK     [TP] Correct
11238      ?            0.8079   ATTACK     [??] No label
11239      attack       0.8067   ATTACK     [TP] Correct
11240      ?            0.8071   ATTACK     [??] No label
11241      attack       0.8080   ATTACK     [TP] Correct
11242      ?            0.8074   ATTACK     [??] No label
11243      attack       0.8074   ATTACK     [TP] Correct
11244      ?            0.8073   ATTACK     [??] No label
11245      attack       0.8080   ATTACK     [TP] Correct
11246      ?            0.8083   ATTACK     [??] No label
11247      attack       0.8082   ATTACK     [TP] Correct
11248      ?            0.8083   ATTACK     [??] No label
11249      attack       0.7461   ATTACK     [TP] Correct
11250      ?            0.7570   ATTACK     [??] No label
11251      attack       0.7383   ATTACK     [TP] Correct
11252      ?            0.7492   ATTACK     [??] No label
11253      attack       0.7358   ATTACK     [TP] Correct
11254      ?            0.7472   ATTACK     [??] No label
11255      attack       0.7396   ATTACK     [TP] Correct
11256      ?            0.7377   ATTACK     [??] No label
11257      attack       0.7433   ATTACK     [TP] Correct
11258      ?            0.7430   ATTACK     [??] No label
11259      attack       0.7577   ATTACK     [TP] Correct
11260      ?            0.7435   ATTACK     [??] No label
11261      attack       0.7595   ATTACK     [TP] Correct
11262      ?            0.7464   ATTACK     [??] No label
11263      attack       0.7637   ATTACK     [TP] Correct
11264      ?            0.7546   ATTACK     [??] No label
11265      attack       0.7728   ATTACK     [TP] Correct
11266      ?            0.7941   ATTACK     [??] No label
11267      attack       0.8019   ATTACK     [TP] Correct
11268      ?            0.8073   ATTACK     [??] No label
11269      attack       0.8087   ATTACK     [TP] Correct
11270      ?            0.8085   ATTACK     [??] No label
11271      attack       0.8086   ATTACK     [TP] Correct
11272      ?            0.8085   ATTACK     [??] No label
11273      attack       0.8066   ATTACK     [TP] Correct
11274      ?            0.8065   ATTACK     [??] No label
11275      attack       0.8076   ATTACK     [TP] Correct
11276      ?            0.8069   ATTACK     [??] No label
11277      attack       0.8070   ATTACK     [TP] Correct
11278      ?            0.8068   ATTACK     [??] No label
11279      attack       0.8074   ATTACK     [TP] Correct
11280      ?            0.8073   ATTACK     [??] No label
11281      attack       0.8076   ATTACK     [TP] Correct
11282      ?            0.8075   ATTACK     [??] No label
11283      attack       0.8081   ATTACK     [TP] Correct
11284      ?            0.8081   ATTACK     [??] No label
11285      attack       0.8077   ATTACK     [TP] Correct
11286      ?            0.8081   ATTACK     [??] No label
11287      attack       0.8072   ATTACK     [TP] Correct
11288      ?            0.8075   ATTACK     [??] No label
11289      attack       0.8084   ATTACK     [TP] Correct
11290      ?            0.8082   ATTACK     [??] No label
11291      attack       0.8081   ATTACK     [TP] Correct
11292      ?            0.8084   ATTACK     [??] No label
11293      attack       0.8087   ATTACK     [TP] Correct
11294      ?            0.8085   ATTACK     [??] No label
11295      attack       0.8088   ATTACK     [TP] Correct
11296      ?            0.8089   ATTACK     [??] No label
11297      attack       0.8079   ATTACK     [TP] Correct
11298      ?            0.7960   ATTACK     [??] No label
11299      attack       0.7839   ATTACK     [TP] Correct
11300      ?            0.6991   ATTACK     [??] No label
11301      attack       0.7158   ATTACK     [TP] Correct
11302      ?            0.6947   ATTACK     [??] No label
11303      attack       0.7053   ATTACK     [TP] Correct
11304      ?            0.6859   ATTACK     [??] No label
11305      attack       0.6994   ATTACK     [TP] Correct
11306      ?            0.6839   ATTACK     [??] No label
11307      attack       0.6976   ATTACK     [TP] Correct
11308      ?            0.6869   ATTACK     [??] No label
11309      attack       0.6915   ATTACK     [TP] Correct
11310      ?            0.7021   ATTACK     [??] No label
11311      attack       0.6976   ATTACK     [TP] Correct
11312      ?            0.6945   ATTACK     [??] No label
11313      attack       0.6962   ATTACK     [TP] Correct
11314      ?            0.6959   ATTACK     [??] No label
11315      attack       0.6960   ATTACK     [TP] Correct
11316      ?            0.6949   ATTACK     [??] No label
11317      attack       0.6956   ATTACK     [TP] Correct
11318      ?            0.6949   ATTACK     [??] No label
11319      attack       0.6953   ATTACK     [TP] Correct
11320      ?            0.5374   ATTACK     [??] No label
11321      attack       0.5994   ATTACK     [TP] Correct
11322      ?            0.6023   ATTACK     [??] No label
11323      attack       0.5999   ATTACK     [TP] Correct
11324      ?            0.6015   ATTACK     [??] No label
11325      attack       0.5996   ATTACK     [TP] Correct
11326      ?            0.6020   ATTACK     [??] No label
11327      attack       0.5992   ATTACK     [TP] Correct
11328      ?            0.6042   ATTACK     [??] No label
11329      attack       0.6006   ATTACK     [TP] Correct
11330      ?            0.7292   ATTACK     [??] No label
11331      attack       0.7015   ATTACK     [TP] Correct
11332      ?            0.7007   ATTACK     [??] No label
11333      attack       0.7010   ATTACK     [TP] Correct
11334      ?            0.7010   ATTACK     [??] No label
11335      attack       0.7011   ATTACK     [TP] Correct
11336      ?            0.6988   ATTACK     [??] No label
11337      attack       0.6998   ATTACK     [TP] Correct
11338      ?            0.6980   ATTACK     [??] No label
11339      attack       0.6984   ATTACK     [TP] Correct
11340      ?            0.7009   ATTACK     [??] No label
11341      attack       0.6999   ATTACK     [TP] Correct
11342      ?            0.7027   ATTACK     [??] No label
11343      attack       0.7015   ATTACK     [TP] Correct
11344      ?            0.7022   ATTACK     [??] No label
11345      attack       0.7020   ATTACK     [TP] Correct
11346      ?            0.7051   ATTACK     [??] No label
11347      attack       0.7037   ATTACK     [TP] Correct
11348      ?            0.7062   ATTACK     [??] No label
11349      attack       0.7050   ATTACK     [TP] Correct
11350      ?            0.7047   ATTACK     [??] No label
11351      attack       0.7049   ATTACK     [TP] Correct
11352      ?            0.7062   ATTACK     [??] No label
11353      attack       0.7053   ATTACK     [TP] Correct
11354      ?            0.7071   ATTACK     [??] No label
11355      attack       0.7065   ATTACK     [TP] Correct
11356      ?            0.7079   ATTACK     [??] No label
11357      attack       0.7073   ATTACK     [TP] Correct
11358      ?            0.7073   ATTACK     [??] No label
11359      attack       0.7074   ATTACK     [TP] Correct
11360      ?            0.7069   ATTACK     [??] No label
11361      attack       0.7071   ATTACK     [TP] Correct
11362      ?            0.7064   ATTACK     [??] No label
11363      attack       0.7064   ATTACK     [TP] Correct
11364      ?            0.7043   ATTACK     [??] No label
11365      attack       0.7054   ATTACK     [TP] Correct
11366      ?            0.7064   ATTACK     [??] No label
11367      attack       0.7059   ATTACK     [TP] Correct
11368      ?            0.7050   ATTACK     [??] No label
11369      attack       0.7055   ATTACK     [TP] Correct
11370      ?            0.7067   ATTACK     [??] No label
11371      attack       0.7061   ATTACK     [TP] Correct
11372      ?            0.7056   ATTACK     [??] No label
11373      attack       0.7059   ATTACK     [TP] Correct
11374      ?            0.7082   ATTACK     [??] No label
11375      attack       0.7071   ATTACK     [TP] Correct
11376      ?            0.7057   ATTACK     [??] No label
11377      attack       0.7059   ATTACK     [TP] Correct
11378      ?            0.7052   ATTACK     [??] No label
11379      attack       0.7058   ATTACK     [TP] Correct
11380      ?            0.7052   ATTACK     [??] No label
11381      attack       0.7055   ATTACK     [TP] Correct
11382      ?            0.7054   ATTACK     [??] No label
11383      attack       0.7056   ATTACK     [TP] Correct
11384      ?            0.7038   ATTACK     [??] No label
11385      attack       0.7046   ATTACK     [TP] Correct
11386      ?            0.7049   ATTACK     [??] No label
11387      attack       0.7048   ATTACK     [TP] Correct
11388      ?            0.7040   ATTACK     [??] No label
11389      attack       0.7043   ATTACK     [TP] Correct
11390      ?            0.7046   ATTACK     [??] No label
11391      attack       0.7040   ATTACK     [TP] Correct
11392      ?            0.7043   ATTACK     [??] No label
11393      attack       0.7044   ATTACK     [TP] Correct
11394      ?            0.7057   ATTACK     [??] No label
11395      attack       0.7051   ATTACK     [TP] Correct
11396      ?            0.7047   ATTACK     [??] No label
11397      attack       0.7050   ATTACK     [TP] Correct
11398      ?            0.7067   ATTACK     [??] No label
11399      attack       0.7060   ATTACK     [TP] Correct
11400      ?            0.7061   ATTACK     [??] No label
11401      attack       0.7059   ATTACK     [TP] Correct
11402      ?            0.7069   ATTACK     [??] No label
11403      attack       0.7065   ATTACK     [TP] Correct
11404      ?            0.7044   ATTACK     [??] No label
11405      attack       0.6727   ATTACK     [TP] Correct
11422      ?            0.5373   ATTACK     [??] No label
11424      ?            0.7432   ATTACK     [??] No label
11425      attack       0.6940   ATTACK     [TP] Correct
11426      ?            0.6938   ATTACK     [??] No label
11427      attack       0.6939   ATTACK     [TP] Correct
11428      ?            0.6962   ATTACK     [??] No label
11429      attack       0.6951   ATTACK     [TP] Correct
11430      ?            0.6966   ATTACK     [??] No label
11431      attack       0.6958   ATTACK     [TP] Correct
11432      ?            0.6993   ATTACK     [??] No label
11433      attack       0.6974   ATTACK     [TP] Correct
11434      ?            0.7020   ATTACK     [??] No label
11435      attack       0.7000   ATTACK     [TP] Correct
11436      ?            0.7041   ATTACK     [??] No label
11437      attack       0.7022   ATTACK     [TP] Correct
11438      ?            0.7018   ATTACK     [??] No label
11439      attack       0.7022   ATTACK     [TP] Correct
11440      ?            0.7034   ATTACK     [??] No label
11441      attack       0.7028   ATTACK     [TP] Correct
11442      ?            0.7028   ATTACK     [??] No label
11443      attack       0.7029   ATTACK     [TP] Correct
11444      ?            0.7015   ATTACK     [??] No label
11445      attack       0.7021   ATTACK     [TP] Correct
11446      ?            0.7020   ATTACK     [??] No label
11447      attack       0.7016   ATTACK     [TP] Correct
11448      ?            0.7012   ATTACK     [??] No label
11449      attack       0.7016   ATTACK     [TP] Correct
11450      ?            0.7006   ATTACK     [??] No label
11451      attack       0.7011   ATTACK     [TP] Correct
11452      ?            0.7015   ATTACK     [??] No label
11453      attack       0.7015   ATTACK     [TP] Correct
11454      ?            0.7031   ATTACK     [??] No label
11455      attack       0.7023   ATTACK     [TP] Correct
11456      ?            0.7020   ATTACK     [??] No label
11457      attack       0.7022   ATTACK     [TP] Correct
11458      ?            0.7010   ATTACK     [??] No label
11459      attack       0.7015   ATTACK     [TP] Correct
11460      ?            0.7024   ATTACK     [??] No label
11461      attack       0.7014   ATTACK     [TP] Correct
11462      ?            0.7009   ATTACK     [??] No label
11463      attack       0.7014   ATTACK     [TP] Correct
11464      ?            0.6166   ATTACK     [??] No label
11465      attack       0.6580   ATTACK     [TP] Correct
11466      ?            0.6420   ATTACK     [??] No label
11467      attack       0.6550   ATTACK     [TP] Correct
11468      ?            0.6356   ATTACK     [??] No label
11469      attack       0.6509   ATTACK     [TP] Correct
11470      ?            0.6297   ATTACK     [??] No label
11471      attack       0.6470   ATTACK     [TP] Correct
11472      ?            0.6301   ATTACK     [??] No label
11473      attack       0.6455   ATTACK     [TP] Correct
11474      ?            0.6928   ATTACK     [??] No label
11475      attack       0.6767   ATTACK     [TP] Correct
11476      ?            0.6760   ATTACK     [??] No label
11477      attack       0.6763   ATTACK     [TP] Correct
11478      ?            0.6851   ATTACK     [??] No label
11479      attack       0.6807   ATTACK     [TP] Correct
11480      ?            0.6865   ATTACK     [??] No label
11481      attack       0.6837   ATTACK     [TP] Correct
11482      ?            0.6869   ATTACK     [??] No label
11483      attack       0.6853   ATTACK     [TP] Correct
11484      ?            0.6833   ATTACK     [??] No label
11485      attack       0.6842   ATTACK     [TP] Correct
11486      ?            0.6865   ATTACK     [??] No label
11487      attack       0.6853   ATTACK     [TP] Correct
11488      ?            0.6744   ATTACK     [??] No label
11489      attack       0.6800   ATTACK     [TP] Correct
11490      ?            0.6794   ATTACK     [??] No label
11491      attack       0.6797   ATTACK     [TP] Correct
11492      ?            0.6768   ATTACK     [??] No label
11493      attack       0.6787   ATTACK     [TP] Correct
11494      ?            0.6810   ATTACK     [??] No label
11495      attack       0.6797   ATTACK     [TP] Correct
11496      ?            0.6716   ATTACK     [??] No label
11497      attack       0.6762   ATTACK     [TP] Correct
11498      ?            0.6809   ATTACK     [??] No label
11499      attack       0.6781   ATTACK     [TP] Correct
11500      ?            0.6762   ATTACK     [??] No label
11501      attack       0.6773   ATTACK     [TP] Correct
11502      ?            0.6801   ATTACK     [??] No label
11503      attack       0.6786   ATTACK     [TP] Correct
11504      ?            0.6743   ATTACK     [??] No label
11505      attack       0.6767   ATTACK     [TP] Correct
11506      ?            0.6801   ATTACK     [??] No label
11507      attack       0.6785   ATTACK     [TP] Correct
11508      ?            0.6819   ATTACK     [??] No label
11509      attack       0.6800   ATTACK     [TP] Correct
11510      ?            0.6810   ATTACK     [??] No label
11511      attack       0.6805   ATTACK     [TP] Correct
11512      ?            0.6814   ATTACK     [??] No label
11513      attack       0.6805   ATTACK     [TP] Correct
11514      ?            0.6745   ATTACK     [??] No label
11515      attack       0.6775   ATTACK     [TP] Correct
11516      ?            0.6810   ATTACK     [??] No label
11517      attack       0.6793   ATTACK     [TP] Correct
11518      ?            0.6724   ATTACK     [??] No label
11519      attack       0.6762   ATTACK     [TP] Correct
11520      ?            0.6780   ATTACK     [??] No label
11521      attack       0.6771   ATTACK     [TP] Correct
11522      ?            0.6667   ATTACK     [??] No label
11523      attack       0.6723   ATTACK     [TP] Correct
11524      ?            0.6809   ATTACK     [??] No label
11525      attack       0.6764   ATTACK     [TP] Correct
11526      ?            0.6725   ATTACK     [??] No label
11527      attack       0.6742   ATTACK     [TP] Correct
11528      ?            0.6764   ATTACK     [??] No label
11529      attack       0.6752   ATTACK     [TP] Correct
11530      ?            0.6749   ATTACK     [??] No label
11531      attack       0.6755   ATTACK     [TP] Correct
11532      ?            0.6817   ATTACK     [??] No label
11533      attack       0.6786   ATTACK     [TP] Correct
11534      ?            0.6803   ATTACK     [??] No label
11535      attack       0.6794   ATTACK     [TP] Correct
11536      ?            0.6803   ATTACK     [??] No label
11537      attack       0.6798   ATTACK     [TP] Correct
11538      ?            0.6807   ATTACK     [??] No label
11539      attack       0.6802   ATTACK     [TP] Correct
11540      ?            0.6754   ATTACK     [??] No label
11541      attack       0.6776   ATTACK     [TP] Correct
11542      ?            0.6783   ATTACK     [??] No label
11543      attack       0.6778   ATTACK     [TP] Correct
11544      ?            0.6735   ATTACK     [??] No label
11545      attack       0.6763   ATTACK     [TP] Correct
11546      ?            0.6722   ATTACK     [??] No label
11547      attack       0.6744   ATTACK     [TP] Correct
11548      ?            0.6757   ATTACK     [??] No label
11549      attack       0.6751   ATTACK     [TP] Correct
11550      ?            0.6802   ATTACK     [??] No label
11551      attack       0.6772   ATTACK     [TP] Correct
11552      ?            0.6789   ATTACK     [??] No label
11553      attack       0.6781   ATTACK     [TP] Correct
11554      ?            0.6820   ATTACK     [??] No label
11555      attack       0.6796   ATTACK     [TP] Correct
11556      ?            0.6804   ATTACK     [??] No label
11557      attack       0.6800   ATTACK     [TP] Correct
11558      ?            0.6755   ATTACK     [??] No label
11559      attack       0.6781   ATTACK     [TP] Correct
11560      ?            0.6764   ATTACK     [??] No label
11561      attack       0.6345   ATTACK     [TP] Correct
11562      ?            0.6510   ATTACK     [??] No label
11563      attack       0.6138   ATTACK     [TP] Correct
11564      ?            0.6302   ATTACK     [??] No label
11565      attack       0.5963   ATTACK     [TP] Correct
11566      ?            0.6192   ATTACK     [??] No label
11567      attack       0.5865   ATTACK     [TP] Correct
11568      ?            0.6103   ATTACK     [??] No label
11569      attack       0.6023   ATTACK     [TP] Correct
11570      ?            0.5679   ATTACK     [??] No label
11571      attack       0.6138   ATTACK     [TP] Correct
11572      ?            0.5963   ATTACK     [??] No label
11573      attack       0.6303   ATTACK     [TP] Correct
11574      ?            0.6063   ATTACK     [??] No label
11575      attack       0.6481   ATTACK     [TP] Correct
11576      ?            0.6244   ATTACK     [??] No label
11577      attack       0.6689   ATTACK     [TP] Correct
11578      ?            0.6497   ATTACK     [??] No label
11579      attack       0.6625   ATTACK     [TP] Correct
11580      ?            0.6876   ATTACK     [??] No label
11581      attack       0.6763   ATTACK     [TP] Correct
11582      ?            0.6653   ATTACK     [??] No label
11583      attack       0.6712   ATTACK     [TP] Correct
11584      ?            0.6661   ATTACK     [??] No label
11585      attack       0.6691   ATTACK     [TP] Correct
11586      ?            0.6698   ATTACK     [??] No label
11587      attack       0.6694   ATTACK     [TP] Correct
11588      ?            0.6648   ATTACK     [??] No label
11589      attack       0.6676   ATTACK     [TP] Correct
11590      ?            0.6701   ATTACK     [??] No label
11591      attack       0.6683   ATTACK     [TP] Correct
11592      ?            0.6727   ATTACK     [??] No label
11593      attack       0.6704   ATTACK     [TP] Correct
11594      ?            0.6770   ATTACK     [??] No label
11595      attack       0.6736   ATTACK     [TP] Correct
11596      ?            0.6729   ATTACK     [??] No label
11597      attack       0.6733   ATTACK     [TP] Correct
11598      ?            0.6766   ATTACK     [??] No label
11599      attack       0.6750   ATTACK     [TP] Correct
11600      ?            0.6706   ATTACK     [??] No label
