Metric,Train_Mean,Val_Mean,Diff_%,Cohen_d
IPC,1.4700722500706327,1.577209675725442,7.287902050369401,0.3084308738567712
MPKI,11.448892964885873,0.6903354878173632,-93.97028612343007,-0.5438600146463927
L2_PRESSURE,0.018570678673121628,0.010186562518647095,-45.14706383137913,-0.2948421986586981
BRANCH_MISS_RATE,0.0007960914852370028,0.0004701641814293073,-40.940935790899,-0.46764069040576395
