tau,recall,fpr,f1,n_smooth,model,median_latency
0.4824,0.9907,0.0817,0.9656,5,MLP_v3,0.0
0.4874,0.9902,0.0817,0.9654,5,MLP_v3,0.0
0.4925,0.99,0.0817,0.9652,5,MLP_v3,0.0
0.4975,0.9899,0.0817,0.9652,5,MLP_v3,0.0
0.5025,0.9897,0.0817,0.9651,5,MLP_v3,0.0
0.5075,0.9896,0.0817,0.965,5,MLP_v3,0.0
0.5126,0.9893,0.0817,0.9649,5,MLP_v3,0.0
0.5176,0.9892,0.0817,0.9649,5,MLP_v3,0.0
0.5226,0.9891,0.0817,0.9648,5,MLP_v3,0.0
0.5276,0.9889,0.0817,0.9647,5,MLP_v3,0.0
0.5327,0.9888,0.0817,0.9646,5,MLP_v3,0.0
0.5377,0.9888,0.0817,0.9646,5,MLP_v3,0.0
0.5427,0.9885,0.0817,0.9645,5,MLP_v3,0.0
0.5477,0.9884,0.0817,0.9644,5,MLP_v3,0.0
0.5528,0.9882,0.0817,0.9643,5,MLP_v3,0.0
0.5578,0.9879,0.0817,0.9642,5,MLP_v3,0.0
0.5628,0.9879,0.0817,0.9642,5,MLP_v3,0.0
0.5678,0.9875,0.0817,0.964,5,MLP_v3,0.0
0.5729,0.9875,0.0817,0.964,5,MLP_v3,0.0
0.5779,0.9874,0.0817,0.9639,5,MLP_v3,0.0
0.5829,0.9872,0.0817,0.9638,5,MLP_v3,0.0
0.5879,0.9869,0.0817,0.9637,5,MLP_v3,0.0
0.593,0.9868,0.0817,0.9636,5,MLP_v3,0.0
0.598,0.9865,0.0817,0.9635,5,MLP_v3,0.0
0.603,0.9862,0.0816,0.9634,5,MLP_v3,0.0
0.608,0.986,0.0816,0.9633,5,MLP_v3,0.0
0.6131,0.9857,0.0816,0.9631,5,MLP_v3,0.0
0.6181,0.9853,0.0816,0.9629,5,MLP_v3,0.0
0.6231,0.985,0.0816,0.9628,5,MLP_v3,0.0
0.6281,0.9847,0.0816,0.9626,5,MLP_v3,0.0
0.6332,0.9843,0.0816,0.9624,5,MLP_v3,0.0
0.6382,0.9839,0.0816,0.9622,5,MLP_v3,0.0
0.6432,0.9836,0.0816,0.962,5,MLP_v3,0.0
0.6482,0.9831,0.0816,0.9618,5,MLP_v3,0.0
0.6533,0.9828,0.0816,0.9616,5,MLP_v3,0.0
0.6583,0.9826,0.0816,0.9615,5,MLP_v3,0.0
0.6633,0.982,0.0816,0.9612,5,MLP_v3,0.0
0.6683,0.9817,0.0816,0.9611,5,MLP_v3,0.0
0.6734,0.9816,0.0816,0.961,5,MLP_v3,0.0
0.6784,0.9814,0.0816,0.9609,5,MLP_v3,0.0
0.6834,0.9812,0.0816,0.9608,5,MLP_v3,0.0
0.6884,0.9809,0.0816,0.9607,5,MLP_v3,0.0
0.6935,0.9805,0.0816,0.9605,5,MLP_v3,0.0
0.6985,0.9798,0.0816,0.9601,5,MLP_v3,0.0
0.7035,0.9791,0.0816,0.9598,5,MLP_v3,0.0
0.7085,0.9784,0.0816,0.9594,5,MLP_v3,0.0
0.7136,0.9775,0.0816,0.9589,5,MLP_v3,0.0
0.7186,0.9764,0.0815,0.9584,5,MLP_v3,0.0
0.7236,0.9752,0.0815,0.9578,5,MLP_v3,0.0
0.7286,0.9738,0.0815,0.9571,5,MLP_v3,0.0
0.7337,0.972,0.0815,0.9562,5,MLP_v3,0.0
0.7387,0.9699,0.0815,0.9551,5,MLP_v3,0.0
0.7437,0.9669,0.0813,0.9536,5,MLP_v3,0.0
0.7487,0.9641,0.0813,0.9522,5,MLP_v3,0.0
0.7538,0.961,0.0813,0.9506,5,MLP_v3,0.0
0.7588,0.9575,0.0811,0.9488,5,MLP_v3,0.0
0.7638,0.9533,0.0811,0.9466,5,MLP_v3,0.0
0.7688,0.9494,0.081,0.9446,5,MLP_v3,0.0
0.7739,0.9445,0.0809,0.942,5,MLP_v3,0.0
0.7789,0.9384,0.0807,0.9389,5,MLP_v3,0.0
0.7839,0.9328,0.0801,0.9361,5,MLP_v3,0.0
0.7889,0.926,0.0797,0.9326,5,MLP_v3,0.0
0.794,0.9196,0.0789,0.9295,5,MLP_v3,0.0
0.799,0.9129,0.0785,0.9259,5,MLP_v3,0.0
0.804,0.9063,0.0772,0.9228,5,MLP_v3,0.0
0.809,0.8999,0.0764,0.9196,5,MLP_v3,0.0
0.8141,0.8935,0.0755,0.9164,5,MLP_v3,0.0
0.8191,0.8878,0.0738,0.9138,5,MLP_v3,0.0
0.8241,0.8824,0.0724,0.9113,5,MLP_v3,0.0
0.8291,0.8766,0.0708,0.9085,5,MLP_v3,0.0
0.8342,0.8689,0.0686,0.9049,5,MLP_v3,0.0
0.8392,0.8619,0.0664,0.9017,5,MLP_v3,0.0
0.8442,0.8542,0.0637,0.8982,5,MLP_v3,0.0
0.8492,0.8472,0.06,0.8955,5,MLP_v3,0.0
0.8543,0.8389,0.0549,0.8924,5,MLP_v3,0.0
0.8593,0.8306,0.05,0.8892,5,MLP_v3,0.0
0.8643,0.8225,0.0431,0.8869,5,MLP_v3,0.0
0.8693,0.8131,0.036,0.8837,5,MLP_v3,0.0
0.8744,0.8023,0.0307,0.8791,5,MLP_v3,0.0
0.8794,0.7911,0.0291,0.8727,5,MLP_v3,0.0
0.8844,0.7777,0.0269,0.8651,5,MLP_v3,0.0
0.8894,0.763,0.0235,0.857,5,MLP_v3,0.0
0.8945,0.7456,0.0199,0.847,5,MLP_v3,0.0
0.8995,0.73,0.0141,0.8388,5,MLP_v3,0.0
0.9045,0.7147,0.0073,0.831,5,MLP_v3,0.0
0.9095,0.7024,0.0021,0.8244,5,MLP_v3,0.0
0.9146,0.689,0.0013,0.8154,5,MLP_v3,0.0
0.9196,0.6778,0.0013,0.8075,5,MLP_v3,0.0
0.9246,0.6664,0.0013,0.7993,5,MLP_v3,0.0
0.9296,0.6547,0.0013,0.7908,5,MLP_v3,0.0
0.9347,0.641,0.0013,0.7808,5,MLP_v3,0.0
0.9397,0.6277,0.0013,0.7708,5,MLP_v3,0.0
0.9447,0.6127,0.0013,0.7594,5,MLP_v3,0.0
0.9497,0.5858,0.0013,0.7384,5,MLP_v3,0.0
0.9548,0.5555,0.0013,0.7138,5,MLP_v3,0.0
0.9598,0.5212,0.0013,0.6848,5,MLP_v3,0.0
0.9648,0.4878,0.0013,0.6552,5,MLP_v3,0.0
0.9698,0.4572,0.0013,0.627,5,MLP_v3,0.0
0.9749,0.4223,0.0013,0.5934,5,MLP_v3,0.0
0.9799,0.3877,0.0013,0.5584,5,MLP_v3,0.0
0.9849,0.3558,0.0013,0.5245,5,MLP_v3,0.0
0.9899,0.3098,0.0013,0.4726,5,MLP_v3,0.0
0.995,0.1823,0.0013,0.3081,5,MLP_v3,0.0
1.0,0.0,0.0,0.0,5,MLP_v3,0.0
0.0,1.0,1.0,0.7273,7,MLP_v3,0.0
0.005,1.0,0.0826,0.97,7,MLP_v3,0.0
0.0101,1.0,0.0826,0.97,7,MLP_v3,0.0
0.0151,1.0,0.0826,0.97,7,MLP_v3,0.0
0.0201,1.0,0.0826,0.9699,7,MLP_v3,0.0
0.0251,0.9999,0.0821,0.9701,7,MLP_v3,0.0
0.0302,0.9999,0.0821,0.97,7,MLP_v3,0.0
0.0352,0.9997,0.0821,0.97,7,MLP_v3,0.0
0.0402,0.9997,0.0821,0.97,7,MLP_v3,0.0
0.0452,0.9997,0.0821,0.97,7,MLP_v3,0.0
0.0503,0.9997,0.0821,0.97,7,MLP_v3,0.0
0.0553,0.9997,0.0821,0.97,7,MLP_v3,0.0
0.0603,0.9997,0.0821,0.97,7,MLP_v3,0.0
0.0653,0.9997,0.0821,0.97,7,MLP_v3,0.0
0.0704,0.9997,0.0821,0.97,7,MLP_v3,0.0
0.0754,0.9997,0.0821,0.9699,7,MLP_v3,0.0
0.0804,0.9996,0.0821,0.9699,7,MLP_v3,0.0
0.0854,0.9996,0.0821,0.9699,7,MLP_v3,0.0
0.0905,0.9994,0.0821,0.9698,7,MLP_v3,0.0
0.0955,0.9994,0.0821,0.9698,7,MLP_v3,0.0
0.1005,0.9994,0.0821,0.9698,7,MLP_v3,0.0
0.1055,0.9994,0.0821,0.9698,7,MLP_v3,0.0
0.1106,0.9993,0.0821,0.9698,7,MLP_v3,0.0
0.1156,0.9992,0.0821,0.9697,7,MLP_v3,0.0
0.1206,0.9992,0.0821,0.9697,7,MLP_v3,0.0
0.1256,0.9992,0.0821,0.9697,7,MLP_v3,0.0
0.1307,0.9991,0.0821,0.9697,7,MLP_v3,0.0
0.1357,0.9991,0.0821,0.9697,7,MLP_v3,0.0
0.1407,0.9991,0.082,0.9697,7,MLP_v3,0.0
0.1457,0.999,0.082,0.9697,7,MLP_v3,0.0
0.1508,0.9989,0.082,0.9696,7,MLP_v3,0.0
0.1558,0.9988,0.082,0.9695,7,MLP_v3,0.0
0.1608,0.9987,0.082,0.9695,7,MLP_v3,0.0
0.1658,0.9985,0.082,0.9694,7,MLP_v3,0.0
0.1709,0.9984,0.082,0.9694,7,MLP_v3,0.0
0.1759,0.9984,0.082,0.9694,7,MLP_v3,0.0
0.1809,0.9983,0.082,0.9693,7,MLP_v3,0.0
0.1859,0.9983,0.082,0.9693,7,MLP_v3,0.0
0.191,0.9982,0.082,0.9693,7,MLP_v3,0.0
0.196,0.9982,0.082,0.9693,7,MLP_v3,0.0
0.201,0.9981,0.082,0.9692,7,MLP_v3,0.0
0.206,0.998,0.082,0.9692,7,MLP_v3,0.0
0.2111,0.998,0.082,0.9691,7,MLP_v3,0.0
0.2161,0.9978,0.082,0.9691,7,MLP_v3,0.0
0.2211,0.9977,0.082,0.969,7,MLP_v3,0.0
0.2261,0.9975,0.082,0.9689,7,MLP_v3,0.0
0.2312,0.9974,0.082,0.9689,7,MLP_v3,0.0
0.2362,0.9973,0.082,0.9688,7,MLP_v3,0.0
0.2412,0.9973,0.082,0.9688,7,MLP_v3,0.0
0.2462,0.9972,0.082,0.9688,7,MLP_v3,0.0
0.2513,0.997,0.082,0.9686,7,MLP_v3,0.0
0.2563,0.9968,0.082,0.9686,7,MLP_v3,0.0
0.2613,0.9967,0.082,0.9685,7,MLP_v3,0.0
0.2663,0.9967,0.082,0.9685,7,MLP_v3,0.0
0.2714,0.9966,0.082,0.9684,7,MLP_v3,0.0
0.2764,0.9964,0.082,0.9684,7,MLP_v3,0.0
0.2814,0.9962,0.082,0.9683,7,MLP_v3,0.0
0.2864,0.9961,0.0819,0.9683,7,MLP_v3,0.0
0.2915,0.996,0.0819,0.9682,7,MLP_v3,0.0
0.2965,0.9959,0.0819,0.9682,7,MLP_v3,0.0
0.3015,0.9959,0.0819,0.9681,7,MLP_v3,0.0
0.3065,0.9957,0.0819,0.968,7,MLP_v3,0.0
0.3116,0.9956,0.0819,0.968,7,MLP_v3,0.0
0.3166,0.9955,0.0819,0.968,7,MLP_v3,0.0
0.3216,0.9952,0.0819,0.9678,7,MLP_v3,0.0
0.3266,0.9951,0.0819,0.9678,7,MLP_v3,0.0
0.3317,0.9951,0.0819,0.9678,7,MLP_v3,0.0
0.3367,0.995,0.0819,0.9677,7,MLP_v3,0.0
0.3417,0.995,0.0819,0.9677,7,MLP_v3,0.0
0.3467,0.9949,0.0819,0.9677,7,MLP_v3,0.0
0.3518,0.9948,0.0819,0.9676,7,MLP_v3,0.0
0.3568,0.9947,0.0819,0.9676,7,MLP_v3,0.0
0.3618,0.9946,0.0819,0.9675,7,MLP_v3,0.0
0.3668,0.9945,0.0819,0.9675,7,MLP_v3,0.0
0.3719,0.9945,0.0819,0.9675,7,MLP_v3,0.0
0.3769,0.9942,0.0819,0.9673,7,MLP_v3,0.0
0.3819,0.994,0.0819,0.9672,7,MLP_v3,0.0
0.3869,0.994,0.0819,0.9672,7,MLP_v3,0.0
0.392,0.994,0.0819,0.9672,7,MLP_v3,0.0
0.397,0.9939,0.0819,0.9672,7,MLP_v3,0.0
0.402,0.9935,0.0819,0.967,7,MLP_v3,0.0
0.407,0.9933,0.0819,0.9669,7,MLP_v3,0.0
0.4121,0.9932,0.0819,0.9668,7,MLP_v3,0.0
0.4171,0.9931,0.0819,0.9668,7,MLP_v3,0.0
0.4221,0.993,0.0819,0.9667,7,MLP_v3,0.0
0.4271,0.9929,0.0819,0.9667,7,MLP_v3,0.0
0.4322,0.9927,0.0818,0.9666,7,MLP_v3,0.0
0.4372,0.9925,0.0818,0.9665,7,MLP_v3,0.0
0.4422,0.9922,0.0818,0.9663,7,MLP_v3,0.0
0.4472,0.9921,0.0818,0.9663,7,MLP_v3,0.0
0.4523,0.992,0.0818,0.9663,7,MLP_v3,0.0
0.4573,0.992,0.0818,0.9663,7,MLP_v3,0.0
0.4623,0.9919,0.0818,0.9662,7,MLP_v3,0.0
0.4673,0.9918,0.0818,0.9661,7,MLP_v3,0.0
0.4724,0.9916,0.0818,0.966,7,MLP_v3,0.0
0.4774,0.9913,0.0818,0.9659,7,MLP_v3,0.0
0.4824,0.9911,0.0818,0.9658,7,MLP_v3,0.0
0.4874,0.991,0.0818,0.9657,7,MLP_v3,0.0
0.4925,0.9909,0.0818,0.9656,7,MLP_v3,0.0
0.4975,0.9908,0.0818,0.9656,7,MLP_v3,0.0
0.5025,0.9906,0.0818,0.9655,7,MLP_v3,0.0
0.5075,0.9903,0.0818,0.9654,7,MLP_v3,0.0
0.5126,0.9901,0.0818,0.9653,7,MLP_v3,0.0
0.5176,0.99,0.0818,0.9652,7,MLP_v3,0.0
0.5226,0.9899,0.0818,0.9652,7,MLP_v3,0.0
0.5276,0.9897,0.0818,0.965,7,MLP_v3,0.0
0.5327,0.9896,0.0818,0.965,7,MLP_v3,0.0
0.5377,0.9895,0.0818,0.965,7,MLP_v3,0.0
0.5427,0.9892,0.0818,0.9648,7,MLP_v3,0.0
0.5477,0.989,0.0818,0.9647,7,MLP_v3,0.0
0.5528,0.9889,0.0818,0.9646,7,MLP_v3,0.0
0.5578,0.9886,0.0818,0.9645,7,MLP_v3,0.0
0.5628,0.9884,0.0818,0.9644,7,MLP_v3,0.0
0.5678,0.9881,0.0817,0.9643,7,MLP_v3,0.0
0.5729,0.9878,0.0817,0.9641,7,MLP_v3,0.0
0.5779,0.9878,0.0817,0.9641,7,MLP_v3,0.0
0.5829,0.9873,0.0817,0.9639,7,MLP_v3,0.0
0.5879,0.9872,0.0817,0.9639,7,MLP_v3,0.0
0.593,0.987,0.0817,0.9637,7,MLP_v3,0.0
0.598,0.9868,0.0817,0.9636,7,MLP_v3,0.0
0.603,0.9865,0.0817,0.9635,7,MLP_v3,0.0
0.608,0.9861,0.0817,0.9633,7,MLP_v3,0.0
0.6131,0.9859,0.0817,0.9631,7,MLP_v3,0.0
0.6181,0.9855,0.0817,0.963,7,MLP_v3,0.0
0.6231,0.9854,0.0817,0.9629,7,MLP_v3,0.0
0.6281,0.985,0.0817,0.9627,7,MLP_v3,0.0
0.6332,0.9844,0.0817,0.9624,7,MLP_v3,0.0
0.6382,0.9841,0.0817,0.9623,7,MLP_v3,0.0
0.6432,0.984,0.0817,0.9622,7,MLP_v3,0.0
0.6482,0.9839,0.0817,0.9621,7,MLP_v3,0.0
0.6533,0.9836,0.0817,0.962,7,MLP_v3,0.0
0.6583,0.983,0.0817,0.9617,7,MLP_v3,0.0
0.6633,0.9828,0.0817,0.9616,7,MLP_v3,0.0
0.6683,0.9826,0.0817,0.9615,7,MLP_v3,0.0
0.6734,0.9823,0.0817,0.9613,7,MLP_v3,0.0
0.6784,0.982,0.0817,0.9612,7,MLP_v3,0.0
0.6834,0.9816,0.0817,0.961,7,MLP_v3,0.0
0.6884,0.9812,0.0817,0.9608,7,MLP_v3,0.0
0.6935,0.9809,0.0817,0.9607,7,MLP_v3,0.0
0.6985,0.9807,0.0817,0.9605,7,MLP_v3,0.0
0.7035,0.98,0.0817,0.9602,7,MLP_v3,0.0
0.7085,0.9794,0.0817,0.9599,7,MLP_v3,0.0
0.7136,0.9787,0.0817,0.9595,7,MLP_v3,0.0
0.7186,0.9777,0.0816,0.959,7,MLP_v3,0.0
0.7236,0.9766,0.0816,0.9585,7,MLP_v3,0.0
0.7286,0.9756,0.0816,0.9579,7,MLP_v3,0.0
0.7337,0.9745,0.0816,0.9574,7,MLP_v3,0.0
0.7387,0.9728,0.0816,0.9565,7,MLP_v3,0.0
0.7437,0.9708,0.0816,0.9555,7,MLP_v3,0.0
0.7487,0.9685,0.0816,0.9543,7,MLP_v3,0.0
0.7538,0.9659,0.0815,0.9531,7,MLP_v3,0.0
0.7588,0.9631,0.0814,0.9516,7,MLP_v3,0.0
0.7638,0.9601,0.0813,0.9501,7,MLP_v3,0.0
0.7688,0.9561,0.0812,0.948,7,MLP_v3,0.0
0.7739,0.9516,0.0812,0.9457,7,MLP_v3,0.0
0.7789,0.9467,0.081,0.9432,7,MLP_v3,0.0
0.7839,0.9422,0.0809,0.9408,7,MLP_v3,0.0
0.7889,0.9361,0.0805,0.9377,7,MLP_v3,0.0
0.794,0.9304,0.0803,0.9347,7,MLP_v3,0.0
0.799,0.9238,0.0797,0.9315,7,MLP_v3,0.0
0.804,0.9183,0.0789,0.9288,7,MLP_v3,0.0
0.809,0.9121,0.0781,0.9257,7,MLP_v3,0.0
0.8141,0.9061,0.0769,0.9228,7,MLP_v3,0.0
0.8191,0.8982,0.0753,0.919,7,MLP_v3,0.0
0.8241,0.8911,0.0736,0.9157,7,MLP_v3,0.0
0.8291,0.8843,0.0721,0.9124,7,MLP_v3,0.0
0.8342,0.8767,0.0699,0.9089,7,MLP_v3,0.0
0.8392,0.8683,0.0673,0.905,7,MLP_v3,0.0
0.8442,0.8606,0.0647,0.9016,7,MLP_v3,0.0
0.8492,0.8521,0.0616,0.8978,7,MLP_v3,0.0
0.8543,0.8431,0.0581,0.8937,7,MLP_v3,0.0
0.8593,0.8337,0.0523,0.8902,7,MLP_v3,0.0
0.8643,0.8239,0.0468,0.8864,7,MLP_v3,0.0
0.8693,0.8137,0.0403,0.8826,7,MLP_v3,0.0
0.8744,0.8016,0.0317,0.8783,7,MLP_v3,0.0
0.8794,0.7894,0.0259,0.8728,7,MLP_v3,0.0
0.8844,0.7752,0.023,0.865,7,MLP_v3,0.0
0.8894,0.7589,0.0184,0.8562,7,MLP_v3,0.0
0.8945,0.7439,0.0127,0.8485,7,MLP_v3,0.0
0.8995,0.7245,0.0061,0.838,7,MLP_v3,0.0
0.9045,0.7092,0.0017,0.8292,7,MLP_v3,0.0
0.9095,0.6938,0.0012,0.8188,7,MLP_v3,0.0
0.9146,0.681,0.0012,0.8098,7,MLP_v3,0.0
0.9196,0.6684,0.0012,0.8008,7,MLP_v3,0.0
0.9246,0.6556,0.0012,0.7915,7,MLP_v3,0.0
0.9296,0.6424,0.0012,0.7818,7,MLP_v3,0.0
0.9347,0.6283,0.0012,0.7713,7,MLP_v3,0.0
0.9397,0.6135,0.0012,0.76,7,MLP_v3,0.0
0.9447,0.597,0.0012,0.7473,7,MLP_v3,0.0
0.9497,0.5737,0.0012,0.7287,7,MLP_v3,0.0
0.9548,0.5428,0.0012,0.7032,7,MLP_v3,0.0
0.9598,0.5103,0.0012,0.6754,7,MLP_v3,0.0
0.9648,0.4731,0.0012,0.6419,7,MLP_v3,0.0
0.9698,0.4365,0.0012,0.6073,7,MLP_v3,0.0
0.9749,0.4002,0.0012,0.5713,7,MLP_v3,0.0
0.9799,0.3644,0.0012,0.5337,7,MLP_v3,0.0
0.9849,0.333,0.0012,0.4992,7,MLP_v3,0.0
0.9899,0.2905,0.0012,0.45,7,MLP_v3,0.0
0.995,0.1694,0.0012,0.2894,7,MLP_v3,0.0
1.0,0.0,0.0,0.0,7,MLP_v3,0.0
0.0,1.0,1.0,0.7273,0,LR,
0.005,0.9707,0.9997,0.7136,0,LR,
0.0101,0.966,0.9992,0.7115,0,LR,
0.0151,0.9635,0.9986,0.7104,0,LR,
0.0201,0.9619,0.9974,0.7099,0,LR,
0.0251,0.9607,0.9968,0.7094,0,LR,
0.0302,0.9597,0.9962,0.7091,0,LR,
0.0352,0.9587,0.9956,0.7087,0,LR,
0.0402,0.9568,0.9946,0.708,0,LR,
0.0452,0.9555,0.9931,0.7077,0,LR,
0.0503,0.9546,0.9913,0.7076,0,LR,
0.0553,0.9532,0.9885,0.7075,0,LR,
0.0603,0.952,0.9854,0.7076,0,LR,
0.0653,0.9511,0.9829,0.7076,0,LR,
0.0704,0.9505,0.98,0.7079,0,LR,
0.0754,0.9495,0.9775,0.7079,0,LR,
0.0804,0.9491,0.9748,0.7082,0,LR,
0.0854,0.9483,0.9726,0.7083,0,LR,
0.0905,0.9475,0.9705,0.7083,0,LR,
0.0955,0.9466,0.9685,0.7083,0,LR,
0.1005,0.9453,0.9657,0.7082,0,LR,
0.1055,0.9445,0.9629,0.7084,0,LR,
0.1106,0.944,0.9597,0.7088,0,LR,
0.1156,0.9431,0.9551,0.7092,0,LR,
0.1206,0.9422,0.9519,0.7094,0,LR,
0.1256,0.9412,0.9481,0.7097,0,LR,
0.1307,0.9402,0.9455,0.7098,0,LR,
0.1357,0.9393,0.9427,0.7099,0,LR,
0.1407,0.9382,0.9385,0.7102,0,LR,
0.1457,0.9371,0.9339,0.7106,0,LR,
0.1508,0.9366,0.9295,0.7112,0,LR,
0.1558,0.9355,0.9255,0.7115,0,LR,
0.1608,0.9347,0.9194,0.7124,0,LR,
0.1658,0.9343,0.9118,0.7137,0,LR,
0.1709,0.9334,0.9017,0.7153,0,LR,
0.1759,0.9325,0.8894,0.7174,0,LR,
0.1809,0.9317,0.8741,0.7202,0,LR,
0.1859,0.9307,0.8557,0.7236,0,LR,
0.191,0.9296,0.8269,0.7292,0,LR,
0.196,0.9285,0.7798,0.7389,0,LR,
0.201,0.9276,0.7225,0.7513,0,LR,
0.206,0.9264,0.679,0.7607,0,LR,
0.2111,0.9255,0.6311,0.7717,0,LR,
0.2161,0.9238,0.4537,0.816,0,LR,
0.2211,0.9224,0.1649,0.9016,0,LR,
0.2261,0.9199,0.0163,0.9522,0,LR,
0.2312,0.9182,0.0103,0.9535,0,LR,
0.2362,0.9157,0.0099,0.9523,0,LR,
0.2412,0.9139,0.0098,0.9514,0,LR,
0.2462,0.9114,0.0087,0.9504,0,LR,
0.2513,0.909,0.0073,0.9496,0,LR,
0.2563,0.9073,0.0066,0.949,0,LR,
0.2613,0.905,0.0063,0.9477,0,LR,
0.2663,0.9009,0.0063,0.9455,0,LR,
0.2714,0.898,0.0061,0.944,0,LR,
0.2764,0.8938,0.0059,0.9417,0,LR,
0.2814,0.8904,0.0058,0.9399,0,LR,
0.2864,0.8873,0.0057,0.9381,0,LR,
0.2915,0.8838,0.0057,0.9362,0,LR,
0.2965,0.881,0.0056,0.9347,0,LR,
0.3015,0.877,0.0055,0.9324,0,LR,
0.3065,0.873,0.0055,0.9301,0,LR,
0.3116,0.8689,0.0054,0.9278,0,LR,
0.3166,0.8651,0.0054,0.9257,0,LR,
0.3216,0.8614,0.0053,0.9236,0,LR,
0.3266,0.8577,0.0053,0.9214,0,LR,
0.3317,0.8538,0.0053,0.9192,0,LR,
0.3367,0.8497,0.0053,0.9167,0,LR,
0.3417,0.8459,0.0053,0.9145,0,LR,
0.3467,0.8416,0.0053,0.912,0,LR,
0.3518,0.8378,0.0053,0.9098,0,LR,
0.3568,0.834,0.0052,0.9076,0,LR,
0.3618,0.8303,0.0052,0.9054,0,LR,
0.3668,0.8263,0.0051,0.903,0,LR,
0.3719,0.8227,0.0051,0.9009,0,LR,
0.3769,0.8194,0.0051,0.8988,0,LR,
0.3819,0.8158,0.0051,0.8967,0,LR,
0.3869,0.8124,0.0051,0.8946,0,LR,
0.392,0.8089,0.0051,0.8925,0,LR,
0.397,0.8052,0.0051,0.8902,0,LR,
0.402,0.8017,0.0051,0.8881,0,LR,
0.407,0.7968,0.0051,0.885,0,LR,
0.4121,0.7926,0.0051,0.8824,0,LR,
0.4171,0.7885,0.005,0.8799,0,LR,
0.4221,0.7832,0.0049,0.8766,0,LR,
0.4271,0.7798,0.0049,0.8744,0,LR,
0.4322,0.776,0.0049,0.8721,0,LR,
0.4372,0.7726,0.0049,0.8699,0,LR,
0.4422,0.7699,0.0049,0.8682,0,LR,
0.4472,0.7663,0.0048,0.8659,0,LR,
0.4523,0.7625,0.0048,0.8635,0,LR,
0.4573,0.7584,0.0048,0.8609,0,LR,
0.4623,0.7541,0.0048,0.8581,0,LR,
0.4673,0.7501,0.0048,0.8554,0,LR,
0.4724,0.7452,0.0048,0.8523,0,LR,
0.4774,0.7412,0.0048,0.8496,0,LR,
0.4824,0.7369,0.0047,0.8468,0,LR,
0.4874,0.7311,0.0047,0.8429,0,LR,
0.4925,0.7258,0.0047,0.8394,0,LR,
0.4975,0.7197,0.0047,0.8353,0,LR,
0.5025,0.7146,0.0047,0.8318,0,LR,
0.5075,0.7078,0.0047,0.8272,0,LR,
0.5126,0.7004,0.0046,0.8221,0,LR,
0.5176,0.6925,0.0046,0.8167,0,LR,
0.5226,0.6848,0.0046,0.8113,0,LR,
0.5276,0.6765,0.0046,0.8054,0,LR,
0.5327,0.667,0.0046,0.7986,0,LR,
0.5377,0.6552,0.0046,0.7901,0,LR,
0.5427,0.6436,0.0045,0.7816,0,LR,
0.5477,0.6309,0.0045,0.7721,0,LR,
0.5528,0.619,0.0045,0.7631,0,LR,
0.5578,0.6067,0.0045,0.7536,0,LR,
0.5628,0.5946,0.0044,0.7442,0,LR,
0.5678,0.5841,0.0044,0.7359,0,LR,
0.5729,0.5748,0.0044,0.7285,0,LR,
0.5779,0.5664,0.0043,0.7217,0,LR,
0.5829,0.5573,0.0043,0.7143,0,LR,
0.5879,0.5488,0.0043,0.7072,0,LR,
0.593,0.5396,0.0043,0.6995,0,LR,
0.598,0.5327,0.0043,0.6937,0,LR,
0.603,0.5245,0.0043,0.6867,0,LR,
0.608,0.5179,0.0042,0.681,0,LR,
0.6131,0.5122,0.0042,0.6761,0,LR,
0.6181,0.5059,0.0041,0.6705,0,LR,
0.6231,0.5006,0.0037,0.6659,0,LR,
0.6281,0.4958,0.0031,0.6619,0,LR,
0.6332,0.4906,0.0026,0.6574,0,LR,
0.6382,0.4865,0.0024,0.6538,0,LR,
0.6432,0.4813,0.0023,0.649,0,LR,
0.6482,0.4758,0.0023,0.644,0,LR,
0.6533,0.4706,0.0023,0.6393,0,LR,
0.6583,0.4662,0.0023,0.6352,0,LR,
0.6633,0.4609,0.0023,0.6302,0,LR,
0.6683,0.456,0.0023,0.6256,0,LR,
0.6734,0.4517,0.0023,0.6216,0,LR,
0.6784,0.447,0.0023,0.6171,0,LR,
0.6834,0.4425,0.0023,0.6128,0,LR,
0.6884,0.4384,0.0023,0.6088,0,LR,
0.6935,0.4338,0.0023,0.6043,0,LR,
0.6985,0.4286,0.0023,0.5994,0,LR,
0.7035,0.4239,0.0022,0.5947,0,LR,
0.7085,0.4192,0.0022,0.5901,0,LR,
0.7136,0.4149,0.0022,0.5858,0,LR,
0.7186,0.4114,0.0022,0.5823,0,LR,
0.7236,0.4071,0.0022,0.578,0,LR,
0.7286,0.4026,0.0022,0.5734,0,LR,
0.7337,0.3979,0.0022,0.5686,0,LR,
0.7387,0.3932,0.0022,0.5638,0,LR,
0.7437,0.3889,0.0021,0.5594,0,LR,
0.7487,0.3838,0.0021,0.5541,0,LR,
0.7538,0.3795,0.0021,0.5495,0,LR,
0.7588,0.3754,0.0021,0.5452,0,LR,
0.7638,0.3709,0.0021,0.5404,0,LR,
0.7688,0.367,0.0021,0.5364,0,LR,
0.7739,0.3628,0.0021,0.5318,0,LR,
0.7789,0.3595,0.0021,0.5283,0,LR,
0.7839,0.3552,0.0021,0.5236,0,LR,
0.7889,0.3517,0.0021,0.5198,0,LR,
0.794,0.3476,0.0021,0.5152,0,LR,
