Recall,FPR,Precision,F1,Accuracy,TP,TN,FP,FN,Samples,File
0.5133186461045464,0.4963347040944037,0.038593004170995766,0.07178869531118705,0.5040259818007663,2563,64791,63848,2430,133632,data_detector3.txt
0.492765682059816,0.49065623973790123,0.1423078976878304,0.220838814596907,0.5069932361577181,10660,66695,64248,10973,152576,data_detector4.txt
