tau,recall,fpr,f1,n_smooth,model
0.4372,1.0,0.0845,0.9693,5,MLP_v2
0.4422,1.0,0.0845,0.9693,5,MLP_v2
0.4472,1.0,0.0845,0.9693,5,MLP_v2
0.4523,1.0,0.0845,0.9693,5,MLP_v2
0.4573,1.0,0.0845,0.9693,5,MLP_v2
0.4623,1.0,0.0845,0.9693,5,MLP_v2
0.4673,1.0,0.0845,0.9693,5,MLP_v2
0.4724,1.0,0.0845,0.9693,5,MLP_v2
0.4774,1.0,0.0845,0.9693,5,MLP_v2
0.4824,1.0,0.0845,0.9693,5,MLP_v2
0.4874,1.0,0.0845,0.9693,5,MLP_v2
0.4925,1.0,0.0845,0.9693,5,MLP_v2
0.4975,1.0,0.0845,0.9693,5,MLP_v2
0.5025,1.0,0.0845,0.9693,5,MLP_v2
0.5075,1.0,0.0845,0.9693,5,MLP_v2
0.5126,1.0,0.0845,0.9693,5,MLP_v2
0.5176,1.0,0.0845,0.9693,5,MLP_v2
0.5226,1.0,0.0845,0.9693,5,MLP_v2
0.5276,1.0,0.0845,0.9693,5,MLP_v2
0.5327,1.0,0.0845,0.9693,5,MLP_v2
0.5377,1.0,0.0845,0.9693,5,MLP_v2
0.5427,1.0,0.0845,0.9693,5,MLP_v2
0.5477,1.0,0.0845,0.9693,5,MLP_v2
0.5528,1.0,0.0845,0.9693,5,MLP_v2
0.5578,1.0,0.0845,0.9693,5,MLP_v2
0.5628,1.0,0.0845,0.9693,5,MLP_v2
0.5678,0.9999,0.0845,0.9692,5,MLP_v2
0.5729,0.9998,0.0845,0.9692,5,MLP_v2
0.5779,0.9998,0.0845,0.9692,5,MLP_v2
0.5829,0.9996,0.0845,0.9691,5,MLP_v2
0.5879,0.9996,0.0845,0.9691,5,MLP_v2
0.593,0.9994,0.0845,0.969,5,MLP_v2
0.598,0.9994,0.0844,0.969,5,MLP_v2
0.603,0.9994,0.0842,0.9691,5,MLP_v2
0.608,0.9994,0.0841,0.9691,5,MLP_v2
0.6131,0.9994,0.0841,0.9691,5,MLP_v2
0.6181,0.9994,0.0841,0.9691,5,MLP_v2
0.6231,0.9994,0.0841,0.9691,5,MLP_v2
0.6281,0.9994,0.0841,0.9691,5,MLP_v2
0.6332,0.9992,0.0841,0.969,5,MLP_v2
0.6382,0.9992,0.0841,0.969,5,MLP_v2
0.6432,0.9992,0.0841,0.969,5,MLP_v2
0.6482,0.9992,0.0841,0.969,5,MLP_v2
0.6533,0.999,0.0841,0.9689,5,MLP_v2
0.6583,0.999,0.0841,0.9689,5,MLP_v2
0.6633,0.999,0.0841,0.9689,5,MLP_v2
0.6683,0.999,0.0841,0.9689,5,MLP_v2
0.6734,0.999,0.0841,0.9689,5,MLP_v2
0.6784,0.9989,0.0841,0.9689,5,MLP_v2
0.6834,0.9989,0.0841,0.9688,5,MLP_v2
0.6884,0.9988,0.0841,0.9688,5,MLP_v2
0.6935,0.9987,0.0841,0.9688,5,MLP_v2
0.6985,0.9985,0.0841,0.9687,5,MLP_v2
0.7035,0.9981,0.0841,0.9685,5,MLP_v2
0.7085,0.998,0.0841,0.9684,5,MLP_v2
0.7136,0.9974,0.0841,0.9681,5,MLP_v2
0.7186,0.997,0.0841,0.9679,5,MLP_v2
0.7236,0.9966,0.0841,0.9677,5,MLP_v2
0.7286,0.996,0.0841,0.9674,5,MLP_v2
0.7337,0.9952,0.0841,0.967,5,MLP_v2
0.7387,0.9943,0.0841,0.9666,5,MLP_v2
0.7437,0.9936,0.0841,0.9662,5,MLP_v2
0.7487,0.9929,0.0841,0.9658,5,MLP_v2
0.7538,0.9923,0.0841,0.9656,5,MLP_v2
0.7588,0.9916,0.0841,0.9652,5,MLP_v2
0.7638,0.9909,0.0841,0.9648,5,MLP_v2
0.7688,0.9906,0.0841,0.9647,5,MLP_v2
0.7739,0.9902,0.0841,0.9645,5,MLP_v2
0.7789,0.9898,0.0841,0.9643,5,MLP_v2
0.7839,0.989,0.0841,0.9639,5,MLP_v2
0.7889,0.988,0.0841,0.9634,5,MLP_v2
0.794,0.9874,0.0841,0.9631,5,MLP_v2
0.799,0.9868,0.084,0.9628,5,MLP_v2
0.804,0.9859,0.084,0.9624,5,MLP_v2
0.809,0.9853,0.084,0.9621,5,MLP_v2
0.8141,0.9847,0.084,0.9617,5,MLP_v2
0.8191,0.9842,0.084,0.9615,5,MLP_v2
0.8241,0.9828,0.084,0.9608,5,MLP_v2
0.8291,0.9817,0.084,0.9602,5,MLP_v2
0.8342,0.9805,0.084,0.9596,5,MLP_v2
0.8392,0.9782,0.084,0.9585,5,MLP_v2
0.8442,0.9759,0.084,0.9573,5,MLP_v2
0.8492,0.9732,0.084,0.9559,5,MLP_v2
0.8543,0.9696,0.084,0.954,5,MLP_v2
0.8593,0.9651,0.084,0.9517,5,MLP_v2
0.8643,0.9603,0.0837,0.9493,5,MLP_v2
0.8693,0.9558,0.0836,0.947,5,MLP_v2
0.8744,0.9501,0.0833,0.9442,5,MLP_v2
0.8794,0.9439,0.0833,0.9409,5,MLP_v2
0.8844,0.9383,0.0829,0.938,5,MLP_v2
0.8894,0.931,0.0825,0.9343,5,MLP_v2
0.8945,0.9215,0.0815,0.9296,5,MLP_v2
0.8995,0.9134,0.0795,0.9259,5,MLP_v2
0.9045,0.9053,0.0762,0.9226,5,MLP_v2
0.9095,0.895,0.0704,0.919,5,MLP_v2
0.9146,0.884,0.0603,0.9164,5,MLP_v2
0.9196,0.8569,0.0472,0.9057,5,MLP_v2
0.9246,0.8112,0.0337,0.8834,5,MLP_v2
0.9296,0.7712,0.0205,0.8633,5,MLP_v2
0.9347,0.7373,0.0143,0.8436,5,MLP_v2
0.9397,0.7088,0.0097,0.8261,5,MLP_v2
0.9447,0.689,0.0062,0.8136,5,MLP_v2
0.9497,0.6702,0.0032,0.8014,5,MLP_v2
0.9548,0.6526,0.0009,0.7895,5,MLP_v2
0.9598,0.6347,0.0009,0.7762,5,MLP_v2
0.9648,0.6143,0.0007,0.7608,5,MLP_v2
0.9698,0.5829,0.0007,0.7362,5,MLP_v2
0.9749,0.5524,0.0007,0.7114,5,MLP_v2
0.9799,0.5099,0.0007,0.6752,5,MLP_v2
0.9849,0.1645,0.0007,0.2824,5,MLP_v2
0.9899,0.1321,0.0007,0.2332,5,MLP_v2
0.995,0.0965,0.0005,0.176,5,MLP_v2
1.0,0.0,0.0,0.0,5,MLP_v2
0.0,1.0,1.0,0.7273,7,MLP_v2
0.005,1.0,0.0858,0.9688,7,MLP_v2
0.0101,1.0,0.0857,0.9689,7,MLP_v2
0.0151,1.0,0.0857,0.9689,7,MLP_v2
0.0201,1.0,0.0857,0.9689,7,MLP_v2
0.0251,1.0,0.0857,0.9689,7,MLP_v2
0.0302,1.0,0.0857,0.9689,7,MLP_v2
0.0352,1.0,0.0857,0.9689,7,MLP_v2
0.0402,1.0,0.0856,0.9689,7,MLP_v2
0.0452,1.0,0.0856,0.9689,7,MLP_v2
0.0503,1.0,0.0856,0.9689,7,MLP_v2
0.0553,1.0,0.0856,0.9689,7,MLP_v2
0.0603,1.0,0.0856,0.9689,7,MLP_v2
0.0653,1.0,0.0856,0.9689,7,MLP_v2
0.0704,1.0,0.0856,0.9689,7,MLP_v2
0.0754,1.0,0.0856,0.9689,7,MLP_v2
0.0804,1.0,0.0856,0.9689,7,MLP_v2
0.0854,1.0,0.0856,0.9689,7,MLP_v2
0.0905,1.0,0.0855,0.9689,7,MLP_v2
0.0955,1.0,0.0855,0.9689,7,MLP_v2
0.1005,1.0,0.0855,0.9689,7,MLP_v2
0.1055,1.0,0.0855,0.9689,7,MLP_v2
0.1106,1.0,0.0855,0.9689,7,MLP_v2
0.1156,1.0,0.0855,0.9689,7,MLP_v2
0.1206,1.0,0.0855,0.9689,7,MLP_v2
0.1256,1.0,0.0855,0.9689,7,MLP_v2
0.1307,1.0,0.0855,0.9689,7,MLP_v2
0.1357,1.0,0.0855,0.9689,7,MLP_v2
0.1407,1.0,0.0855,0.9689,7,MLP_v2
0.1457,1.0,0.0855,0.9689,7,MLP_v2
0.1508,1.0,0.0853,0.969,7,MLP_v2
0.1558,1.0,0.0853,0.969,7,MLP_v2
0.1608,1.0,0.0853,0.969,7,MLP_v2
0.1658,1.0,0.0853,0.969,7,MLP_v2
0.1709,1.0,0.0853,0.969,7,MLP_v2
0.1759,1.0,0.0853,0.969,7,MLP_v2
0.1809,1.0,0.0853,0.969,7,MLP_v2
0.1859,1.0,0.0853,0.969,7,MLP_v2
0.191,1.0,0.0853,0.969,7,MLP_v2
0.196,1.0,0.0849,0.9691,7,MLP_v2
0.201,1.0,0.0849,0.9691,7,MLP_v2
0.206,1.0,0.0849,0.9691,7,MLP_v2
0.2111,1.0,0.0849,0.9691,7,MLP_v2
0.2161,1.0,0.0849,0.9691,7,MLP_v2
0.2211,1.0,0.0849,0.9691,7,MLP_v2
0.2261,1.0,0.0849,0.9691,7,MLP_v2
0.2312,1.0,0.0849,0.9691,7,MLP_v2
0.2362,1.0,0.0849,0.9691,7,MLP_v2
0.2412,1.0,0.0849,0.9691,7,MLP_v2
0.2462,1.0,0.0849,0.9691,7,MLP_v2
0.2513,1.0,0.0849,0.9691,7,MLP_v2
0.2563,1.0,0.0849,0.9691,7,MLP_v2
0.2613,1.0,0.0849,0.9691,7,MLP_v2
0.2663,1.0,0.0849,0.9691,7,MLP_v2
0.2714,1.0,0.0849,0.9691,7,MLP_v2
0.2764,1.0,0.0849,0.9691,7,MLP_v2
0.2814,1.0,0.0849,0.9691,7,MLP_v2
0.2864,1.0,0.0849,0.9691,7,MLP_v2
0.2915,1.0,0.0848,0.9692,7,MLP_v2
0.2965,1.0,0.0848,0.9692,7,MLP_v2
0.3015,1.0,0.0848,0.9692,7,MLP_v2
0.3065,1.0,0.0848,0.9692,7,MLP_v2
0.3116,1.0,0.0848,0.9692,7,MLP_v2
0.3166,1.0,0.0848,0.9692,7,MLP_v2
0.3216,1.0,0.0848,0.9692,7,MLP_v2
0.3266,1.0,0.0848,0.9692,7,MLP_v2
0.3317,1.0,0.0848,0.9692,7,MLP_v2
0.3367,1.0,0.0848,0.9692,7,MLP_v2
0.3417,1.0,0.0848,0.9692,7,MLP_v2
0.3467,1.0,0.0848,0.9692,7,MLP_v2
0.3518,1.0,0.0848,0.9692,7,MLP_v2
0.3568,1.0,0.0848,0.9692,7,MLP_v2
0.3618,1.0,0.0848,0.9692,7,MLP_v2
0.3668,1.0,0.0848,0.9692,7,MLP_v2
0.3719,1.0,0.0848,0.9692,7,MLP_v2
0.3769,1.0,0.0848,0.9692,7,MLP_v2
0.3819,1.0,0.0848,0.9692,7,MLP_v2
0.3869,1.0,0.0848,0.9692,7,MLP_v2
0.392,1.0,0.0848,0.9692,7,MLP_v2
0.397,1.0,0.0848,0.9692,7,MLP_v2
0.402,1.0,0.0848,0.9692,7,MLP_v2
0.407,1.0,0.0848,0.9692,7,MLP_v2
0.4121,1.0,0.0848,0.9692,7,MLP_v2
0.4171,1.0,0.0848,0.9692,7,MLP_v2
0.4221,1.0,0.0848,0.9692,7,MLP_v2
0.4271,1.0,0.0847,0.9692,7,MLP_v2
0.4322,1.0,0.0846,0.9693,7,MLP_v2
0.4372,1.0,0.0845,0.9693,7,MLP_v2
0.4422,1.0,0.0845,0.9693,7,MLP_v2
0.4472,1.0,0.0845,0.9693,7,MLP_v2
0.4523,1.0,0.0845,0.9693,7,MLP_v2
0.4573,1.0,0.0845,0.9693,7,MLP_v2
0.4623,1.0,0.0845,0.9693,7,MLP_v2
0.4673,1.0,0.0845,0.9693,7,MLP_v2
0.4724,1.0,0.0845,0.9693,7,MLP_v2
0.4774,1.0,0.0845,0.9693,7,MLP_v2
0.4824,1.0,0.0845,0.9693,7,MLP_v2
0.4874,1.0,0.0845,0.9693,7,MLP_v2
0.4925,1.0,0.0845,0.9693,7,MLP_v2
0.4975,1.0,0.0845,0.9693,7,MLP_v2
0.5025,1.0,0.0845,0.9693,7,MLP_v2
0.5075,1.0,0.0845,0.9693,7,MLP_v2
0.5126,1.0,0.0845,0.9693,7,MLP_v2
0.5176,1.0,0.0845,0.9693,7,MLP_v2
0.5226,1.0,0.0845,0.9693,7,MLP_v2
0.5276,1.0,0.0845,0.9693,7,MLP_v2
0.5327,1.0,0.0845,0.9693,7,MLP_v2
0.5377,1.0,0.0845,0.9693,7,MLP_v2
0.5427,1.0,0.0845,0.9693,7,MLP_v2
0.5477,1.0,0.0845,0.9693,7,MLP_v2
0.5528,1.0,0.0845,0.9693,7,MLP_v2
0.5578,1.0,0.0845,0.9693,7,MLP_v2
0.5628,1.0,0.0845,0.9693,7,MLP_v2
0.5678,1.0,0.0845,0.9693,7,MLP_v2
0.5729,1.0,0.0843,0.9693,7,MLP_v2
0.5779,1.0,0.0843,0.9694,7,MLP_v2
0.5829,1.0,0.0843,0.9694,7,MLP_v2
0.5879,1.0,0.0843,0.9694,7,MLP_v2
0.593,1.0,0.0843,0.9694,7,MLP_v2
0.598,1.0,0.0843,0.9694,7,MLP_v2
0.603,1.0,0.0843,0.9694,7,MLP_v2
0.608,1.0,0.0843,0.9694,7,MLP_v2
0.6131,0.9997,0.0843,0.9692,7,MLP_v2
0.6181,0.9996,0.0843,0.9692,7,MLP_v2
0.6231,0.9996,0.0843,0.9692,7,MLP_v2
0.6281,0.9996,0.0843,0.9692,7,MLP_v2
0.6332,0.9994,0.0843,0.9691,7,MLP_v2
0.6382,0.9994,0.0843,0.9691,7,MLP_v2
0.6432,0.9994,0.0843,0.9691,7,MLP_v2
0.6482,0.9994,0.0843,0.9691,7,MLP_v2
0.6533,0.9992,0.0843,0.969,7,MLP_v2
0.6583,0.9992,0.0843,0.969,7,MLP_v2
0.6633,0.9992,0.0843,0.969,7,MLP_v2
0.6683,0.9992,0.0843,0.969,7,MLP_v2
0.6734,0.9992,0.0843,0.969,7,MLP_v2
0.6784,0.999,0.0843,0.9689,7,MLP_v2
0.6834,0.999,0.0843,0.9689,7,MLP_v2
0.6884,0.999,0.0843,0.9689,7,MLP_v2
0.6935,0.999,0.0843,0.9689,7,MLP_v2
0.6985,0.999,0.0843,0.9689,7,MLP_v2
0.7035,0.999,0.0843,0.9689,7,MLP_v2
0.7085,0.999,0.0843,0.9689,7,MLP_v2
0.7136,0.999,0.0841,0.9689,7,MLP_v2
0.7186,0.9988,0.0841,0.9688,7,MLP_v2
0.7236,0.9988,0.0841,0.9688,7,MLP_v2
0.7286,0.9988,0.0841,0.9688,7,MLP_v2
0.7337,0.9986,0.0841,0.9687,7,MLP_v2
0.7387,0.9986,0.0841,0.9687,7,MLP_v2
0.7437,0.9984,0.0841,0.9686,7,MLP_v2
0.7487,0.9984,0.0841,0.9686,7,MLP_v2
0.7538,0.9982,0.0841,0.9685,7,MLP_v2
0.7588,0.998,0.0841,0.9684,7,MLP_v2
0.7638,0.9977,0.0841,0.9683,7,MLP_v2
0.7688,0.9975,0.0841,0.9682,7,MLP_v2
0.7739,0.997,0.0841,0.9679,7,MLP_v2
0.7789,0.9966,0.0841,0.9677,7,MLP_v2
0.7839,0.9959,0.0841,0.9674,7,MLP_v2
0.7889,0.9952,0.0841,0.967,7,MLP_v2
0.794,0.9942,0.0841,0.9665,7,MLP_v2
0.799,0.9934,0.0841,0.9661,7,MLP_v2
0.804,0.9922,0.0841,0.9655,7,MLP_v2
0.809,0.9909,0.0841,0.9649,7,MLP_v2
0.8141,0.9893,0.0841,0.9641,7,MLP_v2
0.8191,0.9879,0.0841,0.9633,7,MLP_v2
0.8241,0.9862,0.0841,0.9625,7,MLP_v2
0.8291,0.9846,0.0841,0.9617,7,MLP_v2
0.8342,0.9829,0.0841,0.9608,7,MLP_v2
0.8392,0.9808,0.0841,0.9597,7,MLP_v2
0.8442,0.9787,0.0841,0.9587,7,MLP_v2
0.8492,0.9758,0.0841,0.9572,7,MLP_v2
0.8543,0.9726,0.0841,0.9555,7,MLP_v2
0.8593,0.9689,0.084,0.9537,7,MLP_v2
0.8643,0.9637,0.084,0.951,7,MLP_v2
0.8693,0.9594,0.0839,0.9488,7,MLP_v2
0.8744,0.9531,0.0837,0.9456,7,MLP_v2
0.8794,0.9465,0.0835,0.9422,7,MLP_v2
0.8844,0.9397,0.0831,0.9388,7,MLP_v2
0.8894,0.9311,0.0826,0.9343,7,MLP_v2
0.8945,0.9233,0.082,0.9304,7,MLP_v2
0.8995,0.9138,0.0806,0.9257,7,MLP_v2
0.9045,0.9041,0.0769,0.9217,7,MLP_v2
0.9095,0.8933,0.0717,0.9176,7,MLP_v2
0.9146,0.8817,0.0605,0.915,7,MLP_v2
0.9196,0.854,0.0463,0.9043,7,MLP_v2
0.9246,0.8082,0.0326,0.882,7,MLP_v2
0.9296,0.768,0.0198,0.8615,7,MLP_v2
0.9347,0.7345,0.0143,0.8417,7,MLP_v2
0.9397,0.7063,0.0095,0.8244,7,MLP_v2
0.9447,0.6826,0.0058,0.8093,7,MLP_v2
0.9497,0.6612,0.003,0.795,7,MLP_v2
0.9548,0.642,0.0007,0.7817,7,MLP_v2
0.9598,0.6206,0.0007,0.7656,7,MLP_v2
0.9648,0.6024,0.0007,0.7516,7,MLP_v2
0.9698,0.5783,0.0007,0.7326,7,MLP_v2
0.9749,0.5244,0.0006,0.6878,7,MLP_v2
0.9799,0.4798,0.0006,0.6483,7,MLP_v2
0.9849,0.1539,0.0005,0.2667,7,MLP_v2
0.9899,0.1234,0.0005,0.2196,7,MLP_v2
0.995,0.0903,0.0005,0.1657,7,MLP_v2
1.0,0.0,0.0,0.0,7,MLP_v2
0.0,1.0,1.0,0.7273,0,LogisticRegression
0.005,1.0,1.0,0.7273,0,LogisticRegression
0.0101,1.0,1.0,0.7273,0,LogisticRegression
0.0151,1.0,1.0,0.7273,0,LogisticRegression
0.0201,1.0,1.0,0.7273,0,LogisticRegression
0.0251,1.0,1.0,0.7273,0,LogisticRegression
0.0302,1.0,1.0,0.7273,0,LogisticRegression
0.0352,1.0,1.0,0.7273,0,LogisticRegression
0.0402,1.0,1.0,0.7273,0,LogisticRegression
0.0452,1.0,1.0,0.7273,0,LogisticRegression
0.0503,1.0,1.0,0.7273,0,LogisticRegression
0.0553,1.0,1.0,0.7273,0,LogisticRegression
0.0603,1.0,1.0,0.7273,0,LogisticRegression
0.0653,1.0,1.0,0.7273,0,LogisticRegression
0.0704,1.0,1.0,0.7273,0,LogisticRegression
0.0754,1.0,1.0,0.7273,0,LogisticRegression
0.0804,1.0,1.0,0.7273,0,LogisticRegression
0.0854,1.0,1.0,0.7273,0,LogisticRegression
0.0905,1.0,1.0,0.7273,0,LogisticRegression
0.0955,1.0,1.0,0.7273,0,LogisticRegression
0.1005,1.0,1.0,0.7273,0,LogisticRegression
0.1055,1.0,1.0,0.7273,0,LogisticRegression
0.1106,1.0,1.0,0.7273,0,LogisticRegression
0.1156,1.0,1.0,0.7273,0,LogisticRegression
0.1206,1.0,1.0,0.7273,0,LogisticRegression
0.1256,1.0,1.0,0.7273,0,LogisticRegression
0.1307,1.0,1.0,0.7273,0,LogisticRegression
0.1357,1.0,1.0,0.7273,0,LogisticRegression
0.1407,1.0,1.0,0.7273,0,LogisticRegression
0.1457,1.0,1.0,0.7273,0,LogisticRegression
0.1508,1.0,1.0,0.7273,0,LogisticRegression
0.1558,1.0,1.0,0.7273,0,LogisticRegression
0.1608,1.0,1.0,0.7273,0,LogisticRegression
0.1658,1.0,1.0,0.7273,0,LogisticRegression
0.1709,1.0,1.0,0.7273,0,LogisticRegression
0.1759,1.0,1.0,0.7273,0,LogisticRegression
0.1809,1.0,1.0,0.7273,0,LogisticRegression
0.1859,1.0,1.0,0.7273,0,LogisticRegression
0.191,1.0,1.0,0.7273,0,LogisticRegression
0.196,1.0,1.0,0.7273,0,LogisticRegression
0.201,1.0,1.0,0.7273,0,LogisticRegression
0.206,1.0,1.0,0.7273,0,LogisticRegression
0.2111,1.0,1.0,0.7273,0,LogisticRegression
0.2161,1.0,1.0,0.7273,0,LogisticRegression
0.2211,1.0,1.0,0.7273,0,LogisticRegression
0.2261,1.0,1.0,0.7273,0,LogisticRegression
0.2312,1.0,1.0,0.7273,0,LogisticRegression
0.2362,1.0,1.0,0.7273,0,LogisticRegression
0.2412,1.0,1.0,0.7273,0,LogisticRegression
0.2462,1.0,1.0,0.7273,0,LogisticRegression
0.2513,1.0,1.0,0.7273,0,LogisticRegression
0.2563,1.0,1.0,0.7273,0,LogisticRegression
0.2613,1.0,1.0,0.7273,0,LogisticRegression
0.2663,1.0,1.0,0.7273,0,LogisticRegression
0.2714,1.0,1.0,0.7273,0,LogisticRegression
0.2764,1.0,1.0,0.7273,0,LogisticRegression
0.2814,1.0,1.0,0.7273,0,LogisticRegression
0.2864,1.0,1.0,0.7273,0,LogisticRegression
0.2915,1.0,1.0,0.7273,0,LogisticRegression
0.2965,1.0,1.0,0.7273,0,LogisticRegression
0.3015,1.0,0.9999,0.7273,0,LogisticRegression
0.3065,1.0,0.9998,0.7273,0,LogisticRegression
0.3116,1.0,0.9997,0.7273,0,LogisticRegression
0.3166,1.0,0.9997,0.7273,0,LogisticRegression
0.3216,1.0,0.9997,0.7273,0,LogisticRegression
0.3266,1.0,0.9995,0.7274,0,LogisticRegression
0.3317,1.0,0.9995,0.7274,0,LogisticRegression
0.3367,1.0,0.9995,0.7274,0,LogisticRegression
0.3417,1.0,0.9995,0.7274,0,LogisticRegression
0.3467,1.0,0.9995,0.7274,0,LogisticRegression
0.3518,1.0,0.9995,0.7274,0,LogisticRegression
0.3568,1.0,0.9994,0.7274,0,LogisticRegression
0.3618,1.0,0.9994,0.7274,0,LogisticRegression
0.3668,1.0,0.9994,0.7274,0,LogisticRegression
0.3719,1.0,0.9994,0.7274,0,LogisticRegression
0.3769,1.0,0.9994,0.7274,0,LogisticRegression
0.3819,1.0,0.9993,0.7274,0,LogisticRegression
0.3869,1.0,0.9993,0.7274,0,LogisticRegression
0.392,1.0,0.9992,0.7274,0,LogisticRegression
0.397,0.9999,0.9991,0.7274,0,LogisticRegression
0.402,0.9999,0.9991,0.7274,0,LogisticRegression
0.407,0.9999,0.9991,0.7274,0,LogisticRegression
0.4121,0.9999,0.9991,0.7274,0,LogisticRegression
0.4171,0.9998,0.9991,0.7273,0,LogisticRegression
0.4221,0.9994,0.9991,0.7272,0,LogisticRegression
0.4271,0.9991,0.9991,0.7271,0,LogisticRegression
0.4322,0.9982,0.999,0.7266,0,LogisticRegression
0.4372,0.9973,0.999,0.7262,0,LogisticRegression
0.4422,0.9959,0.9989,0.7256,0,LogisticRegression
0.4472,0.9934,0.9987,0.7245,0,LogisticRegression
0.4523,0.9899,0.998,0.723,0,LogisticRegression
0.4573,0.9856,0.9969,0.7212,0,LogisticRegression
0.4623,0.9808,0.9955,0.7192,0,LogisticRegression
0.4673,0.9735,0.9938,0.7161,0,LogisticRegression
0.4724,0.965,0.9919,0.7125,0,LogisticRegression
0.4774,0.9529,0.9905,0.707,0,LogisticRegression
0.4824,0.9308,0.9881,0.6967,0,LogisticRegression
0.4874,0.8855,0.9821,0.6754,0,LogisticRegression
0.4925,0.7947,0.9738,0.6295,0,LogisticRegression
0.4975,0.5746,0.8311,0.5228,0,LogisticRegression
0.5025,0.2962,0.0813,0.4365,0,LogisticRegression
0.5075,0.1789,0.0505,0.294,0,LogisticRegression
0.5126,0.1162,0.0239,0.2049,0,LogisticRegression
0.5176,0.0837,0.0091,0.1534,0,LogisticRegression
0.5226,0.0626,0.0041,0.1175,0,LogisticRegression
0.5276,0.0497,0.0019,0.0946,0,LogisticRegression
0.5327,0.0398,0.0012,0.0765,0,LogisticRegression
0.5377,0.0314,0.001,0.0607,0,LogisticRegression
0.5427,0.0233,0.0009,0.0456,0,LogisticRegression
0.5477,0.0182,0.0008,0.0357,0,LogisticRegression
0.5528,0.0146,0.0007,0.0289,0,LogisticRegression
0.5578,0.0129,0.0007,0.0255,0,LogisticRegression
0.5628,0.0112,0.0007,0.0221,0,LogisticRegression
0.5678,0.01,0.0005,0.0198,0,LogisticRegression
0.5729,0.0091,0.0005,0.018,0,LogisticRegression
0.5779,0.0089,0.0004,0.0175,0,LogisticRegression
0.5829,0.0081,0.0003,0.0162,0,LogisticRegression
0.5879,0.008,0.0003,0.0158,0,LogisticRegression
0.593,0.0078,0.0001,0.0155,0,LogisticRegression
0.598,0.0075,0.0001,0.0149,0,LogisticRegression
0.603,0.0073,0.0,0.0146,0,LogisticRegression
0.608,0.0071,0.0,0.0141,0,LogisticRegression
0.6131,0.0069,0.0,0.0136,0,LogisticRegression
0.6181,0.0066,0.0,0.0132,0,LogisticRegression
0.6231,0.0065,0.0,0.0128,0,LogisticRegression
0.6281,0.0062,0.0,0.0123,0,LogisticRegression
0.6332,0.006,0.0,0.0118,0,LogisticRegression
0.6382,0.0057,0.0,0.0114,0,LogisticRegression
0.6432,0.0056,0.0,0.0112,0,LogisticRegression
0.6482,0.0054,0.0,0.0108,0,LogisticRegression
0.6533,0.0053,0.0,0.0104,0,LogisticRegression
0.6583,0.005,0.0,0.01,0,LogisticRegression
0.6633,0.0049,0.0,0.0097,0,LogisticRegression
0.6683,0.0046,0.0,0.0093,0,LogisticRegression
0.6734,0.0044,0.0,0.0089,0,LogisticRegression
0.6784,0.0043,0.0,0.0085,0,LogisticRegression
0.6834,0.0042,0.0,0.0083,0,LogisticRegression
0.6884,0.0039,0.0,0.0077,0,LogisticRegression
0.6935,0.0037,0.0,0.0074,0,LogisticRegression
0.6985,0.0035,0.0,0.007,0,LogisticRegression
0.7035,0.0034,0.0,0.0068,0,LogisticRegression
0.7085,0.0033,0.0,0.0066,0,LogisticRegression
0.7136,0.003,0.0,0.006,0,LogisticRegression
0.7186,0.0029,0.0,0.0058,0,LogisticRegression
0.7236,0.0027,0.0,0.0054,0,LogisticRegression
0.7286,0.0026,0.0,0.0052,0,LogisticRegression
0.7337,0.0024,0.0,0.0048,0,LogisticRegression
0.7387,0.0023,0.0,0.0046,0,LogisticRegression
0.7437,0.0021,0.0,0.0041,0,LogisticRegression
0.7487,0.0019,0.0,0.0039,0,LogisticRegression
0.7538,0.0018,0.0,0.0035,0,LogisticRegression
0.7588,0.0016,0.0,0.0032,0,LogisticRegression
0.7638,0.0014,0.0,0.0028,0,LogisticRegression
0.7688,0.0014,0.0,0.0028,0,LogisticRegression
0.7739,0.0012,0.0,0.0024,0,LogisticRegression
0.7789,0.0011,0.0,0.0022,0,LogisticRegression
0.7839,0.0009,0.0,0.0018,0,LogisticRegression
0.7889,0.0007,0.0,0.0014,0,LogisticRegression
0.794,0.0006,0.0,0.0012,0,LogisticRegression
0.799,0.0004,0.0,0.0008,0,LogisticRegression
0.804,0.0003,0.0,0.0006,0,LogisticRegression
0.809,0.0001,0.0,0.0003,0,LogisticRegression
0.8141,0.0,0.0,0.0,0,LogisticRegression
0.8191,0.0,0.0,0.0,0,LogisticRegression
0.8241,0.0,0.0,0.0,0,LogisticRegression
0.8291,0.0,0.0,0.0,0,LogisticRegression
0.8342,0.0,0.0,0.0,0,LogisticRegression
0.8392,0.0,0.0,0.0,0,LogisticRegression
0.8442,0.0,0.0,0.0,0,LogisticRegression
0.8492,0.0,0.0,0.0,0,LogisticRegression
0.8543,0.0,0.0,0.0,0,LogisticRegression
0.8593,0.0,0.0,0.0,0,LogisticRegression
0.8643,0.0,0.0,0.0,0,LogisticRegression
0.8693,0.0,0.0,0.0,0,LogisticRegression
0.8744,0.0,0.0,0.0,0,LogisticRegression
0.8794,0.0,0.0,0.0,0,LogisticRegression
0.8844,0.0,0.0,0.0,0,LogisticRegression
0.8894,0.0,0.0,0.0,0,LogisticRegression
0.8945,0.0,0.0,0.0,0,LogisticRegression
0.8995,0.0,0.0,0.0,0,LogisticRegression
0.9045,0.0,0.0,0.0,0,LogisticRegression
