CORE_ID,TIMESTAMP,CPU_CYCLES,INSTRUCTIONS,CACHE_MISSES,BRANCH_MISSES,L2_CACHE_ACCESS,LABEL,DET_STATUS,DET_PROB,BENCH_ID
1,18:55:39:555,328432,226971,377,228,1693,0,0,0,2
2,18:55:39:555,330071,226220,343,238,1711,0,0,0,2
3,18:55:39:555,330109,229626,487,183,1688,0,0,0,0
1,18:55:39:755,120003917,164918399,95394,79126,1311197,0,0,0,2
2,18:55:39:755,120004911,180481062,94740,87277,1177942,0,0,0,2
3,18:55:39:755,120004811,265870444,214,60,1649,0,0,0,0
1,18:55:39:956,120003474,165889382,90893,92045,1268316,0,0,0,2
2,18:55:39:956,120003944,202315036,251280,79992,1502674,0,0,0,5
3,18:55:39:956,120002823,265876418,45,16,1293,0,0,0,0
1,18:55:40:156,120003401,198747042,412313,87345,2006749,0,0,0,2
2,18:55:40:156,120003887,193434227,332375,87968,1795985,0,0,0,2
3,18:55:40:156,120003020,265875368,30,8,1273,0,0,0,0
1,18:55:40:357,120003449,177734009,85343,91402,1166692,0,0,0,5
2,18:55:40:357,120003328,198292301,2446,93158,778132,0,0,0,5
3,18:55:40:357,330510,228455,347,231,1722,0,0,0,0
1,18:55:40:557,120003874,216570178,249099,95568,1401224,0,0,0,7
2,18:55:40:557,120003966,184230873,1054,92782,866009,0,0,0,5
3,18:55:40:557,120004993,21056898,211605,38881,785843,0,0,0,0
1,18:55:40:758,120003551,183901057,924,89318,884651,0,0,0,2
2,18:55:40:758,120003498,197329112,83898,89477,1040990,0,0,0,5
3,18:55:40:758,120004166,16806677,83682,12552,359064,0,0,0,0
1,18:55:40:958,120003181,179020161,248956,78706,1666076,0,0,0,2
2,18:55:40:958,120003484,183704518,867,89413,885275,0,0,0,5
3,18:55:40:958,120003792,18261895,133474,47021,537992,0,0,0,0
1,18:55:41:158,120003447,198906378,248050,84117,1526755,0,0,0,5
2,18:55:41:158,120003395,190211692,330942,87153,1821981,0,0,0,2
