Sample     Label        p(atk)   Status     Verdict
35612      ?            0.6917   ATTACK     [??] No label
35613      attack       0.6916   ATTACK     [TP] Correct
35614      ?            0.6915   ATTACK     [??] No label
35615      attack       0.6896   ATTACK     [TP] Correct
35616      ?            0.6897   ATTACK     [??] No label
35617      attack       0.6873   ATTACK     [TP] Correct
35618      ?            0.6877   ATTACK     [??] No label
35619      attack       0.6878   ATTACK     [TP] Correct
35620      ?            0.6880   ATTACK     [??] No label
35621      attack       0.6874   ATTACK     [TP] Correct
35622      ?            0.6877   ATTACK     [??] No label
35623      attack       0.6877   ATTACK     [TP] Correct
35624      ?            0.6879   ATTACK     [??] No label
35625      attack       0.6872   ATTACK     [TP] Correct
35626      ?            0.6881   ATTACK     [??] No label
35627      attack       0.6905   ATTACK     [TP] Correct
35628      ?            0.6903   ATTACK     [??] No label
35629      attack       0.6889   ATTACK     [TP] Correct
35630      ?            0.6895   ATTACK     [??] No label
35631      attack       0.6892   ATTACK     [TP] Correct
35633      attack       0.5338   ATTACK     [TP] Correct
35640      ?            0.6409   ATTACK     [??] No label
35642      ?            0.8559   ATTACK     [??] No label
35650      ?            0.1442   BENIGN     [??] No label
35662      ?            0.8696   ATTACK     [??] No label
35666      ?            0.5319   ATTACK     [??] No label
35670      ?            0.5545   ATTACK     [??] No label
35676      ?            0.5368   ATTACK     [??] No label
35696      ?            0.8792   ATTACK     [??] No label
35697      attack       0.6044   ATTACK     [TP] Correct
35698      ?            0.6796   ATTACK     [??] No label
35699      attack       0.6009   ATTACK     [TP] Correct
35700      ?            0.8170   ATTACK     [??] No label
35701      attack       0.6403   ATTACK     [TP] Correct
35702      ?            0.6848   ATTACK     [??] No label
35703      attack       0.6380   ATTACK     [TP] Correct
35704      ?            0.7899   ATTACK     [??] No label
35705      attack       0.6826   ATTACK     [TP] Correct
35706      ?            0.5857   ATTACK     [??] No label
35707      attack       0.6604   ATTACK     [TP] Correct
35709      attack       0.5270   ATTACK     [TP] Correct
35710      ?            0.5258   ATTACK     [??] No label
35711      attack       0.5338   ATTACK     [TP] Correct
35712      ?            0.5098   ATTACK     [??] No label
35713      attack       0.5349   ATTACK     [TP] Correct
35714      ?            0.5299   ATTACK     [??] No label
35715      attack       0.5052   ATTACK     [TP] Correct
35716      ?            0.8323   ATTACK     [??] No label
35717      attack       0.6102   ATTACK     [TP] Correct
35718      ?            0.5108   ATTACK     [??] No label
35719      attack       0.5747   ATTACK     [TP] Correct
35721      attack       0.5265   ATTACK     [TP] Correct
35722      ?            0.6246   ATTACK     [??] No label
35723      attack       0.5532   ATTACK     [TP] Correct
35724      ?            0.5861   ATTACK     [??] No label
35725      attack       0.5558   ATTACK     [TP] Correct
35750      ?            0.5668   ATTACK     [??] No label
35752      ?            0.7469   ATTACK     [??] No label
35753      attack       0.6716   ATTACK     [TP] Correct
35754      ?            0.6715   ATTACK     [??] No label
35755      attack       0.6720   ATTACK     [TP] Correct
35756      ?            0.6722   ATTACK     [??] No label
35757      attack       0.6728   ATTACK     [TP] Correct
35758      ?            0.6739   ATTACK     [??] No label
35759      attack       0.6758   ATTACK     [TP] Correct
35760      ?            0.6769   ATTACK     [??] No label
35761      attack       0.6799   ATTACK     [TP] Correct
35762      ?            0.6797   ATTACK     [??] No label
35763      attack       0.6795   ATTACK     [TP] Correct
35764      ?            0.6789   ATTACK     [??] No label
35765      attack       0.6772   ATTACK     [TP] Correct
35766      ?            0.6769   ATTACK     [??] No label
35767      attack       0.6753   ATTACK     [TP] Correct
35768      ?            0.6746   ATTACK     [??] No label
35769      attack       0.6713   ATTACK     [TP] Correct
35770      ?            0.6711   ATTACK     [??] No label
35771      attack       0.6681   ATTACK     [TP] Correct
35772      ?            0.6679   ATTACK     [??] No label
35773      attack       0.6652   ATTACK     [TP] Correct
35774      ?            0.6651   ATTACK     [??] No label
35775      attack       0.6640   ATTACK     [TP] Correct
35776      ?            0.6637   ATTACK     [??] No label
35777      attack       0.6641   ATTACK     [TP] Correct
35778      ?            0.6634   ATTACK     [??] No label
35779      attack       0.6635   ATTACK     [TP] Correct
35780      ?            0.6634   ATTACK     [??] No label
35781      attack       0.6627   ATTACK     [TP] Correct
35782      ?            0.6632   ATTACK     [??] No label
35783      attack       0.6630   ATTACK     [TP] Correct
35784      ?            0.6634   ATTACK     [??] No label
35785      attack       0.6627   ATTACK     [TP] Correct
35786      ?            0.6629   ATTACK     [??] No label
35787      attack       0.6627   ATTACK     [TP] Correct
35788      ?            0.6624   ATTACK     [??] No label
35789      attack       0.6612   ATTACK     [TP] Correct
35790      ?            0.6605   ATTACK     [??] No label
35791      attack       0.6596   ATTACK     [TP] Correct
35792      ?            0.5119   ATTACK     [??] No label
35793      attack       0.6070   ATTACK     [TP] Correct
35794      ?            0.6069   ATTACK     [??] No label
35795      attack       0.6090   ATTACK     [TP] Correct
35796      ?            0.6092   ATTACK     [??] No label
35797      attack       0.6092   ATTACK     [TP] Correct
35798      ?            0.6116   ATTACK     [??] No label
35799      attack       0.6156   ATTACK     [TP] Correct
35800      ?            0.6175   ATTACK     [??] No label
35801      attack       0.6200   ATTACK     [TP] Correct
35802      ?            0.7300   ATTACK     [??] No label
35803      attack       0.6693   ATTACK     [TP] Correct
35804      ?            0.6699   ATTACK     [??] No label
35805      attack       0.6660   ATTACK     [TP] Correct
35806      ?            0.6664   ATTACK     [??] No label
35807      attack       0.6638   ATTACK     [TP] Correct
35808      ?            0.6632   ATTACK     [??] No label
35809      attack       0.6591   ATTACK     [TP] Correct
35810      ?            0.6588   ATTACK     [??] No label
35811      attack       0.6567   ATTACK     [TP] Correct
35812      ?            0.6558   ATTACK     [??] No label
35813      attack       0.6546   ATTACK     [TP] Correct
35814      ?            0.6539   ATTACK     [??] No label
35815      attack       0.6553   ATTACK     [TP] Correct
35816      ?            0.6541   ATTACK     [??] No label
35817      attack       0.6557   ATTACK     [TP] Correct
35818      ?            0.6544   ATTACK     [??] No label
35819      attack       0.6567   ATTACK     [TP] Correct
35820      ?            0.6553   ATTACK     [??] No label
35821      attack       0.6541   ATTACK     [TP] Correct
35822      ?            0.6548   ATTACK     [??] No label
35823      attack       0.6554   ATTACK     [TP] Correct
35824      ?            0.6555   ATTACK     [??] No label
35825      attack       0.6544   ATTACK     [TP] Correct
35826      ?            0.6555   ATTACK     [??] No label
35827      attack       0.6550   ATTACK     [TP] Correct
35828      ?            0.6560   ATTACK     [??] No label
35829      attack       0.6548   ATTACK     [TP] Correct
35830      ?            0.6552   ATTACK     [??] No label
35831      attack       0.6558   ATTACK     [TP] Correct
35832      ?            0.6553   ATTACK     [??] No label
35833      attack       0.6542   ATTACK     [TP] Correct
35834      ?            0.6546   ATTACK     [??] No label
35835      attack       0.6555   ATTACK     [TP] Correct
35836      ?            0.6552   ATTACK     [??] No label
35837      attack       0.6547   ATTACK     [TP] Correct
35838      ?            0.6545   ATTACK     [??] No label
35839      attack       0.6539   ATTACK     [TP] Correct
35840      ?            0.6546   ATTACK     [??] No label
35841      attack       0.6548   ATTACK     [TP] Correct
35842      ?            0.6552   ATTACK     [??] No label
35843      attack       0.6555   ATTACK     [TP] Correct
35844      ?            0.6553   ATTACK     [??] No label
35845      attack       0.6556   ATTACK     [TP] Correct
35846      ?            0.6555   ATTACK     [??] No label
35847      attack       0.6553   ATTACK     [TP] Correct
35848      ?            0.6560   ATTACK     [??] No label
35849      attack       0.6556   ATTACK     [TP] Correct
35850      ?            0.6561   ATTACK     [??] No label
35851      attack       0.6551   ATTACK     [TP] Correct
35852      ?            0.6557   ATTACK     [??] No label
35853      attack       0.6554   ATTACK     [TP] Correct
35854      ?            0.6560   ATTACK     [??] No label
35855      attack       0.6552   ATTACK     [TP] Correct
35856      ?            0.6557   ATTACK     [??] No label
35857      attack       0.6547   ATTACK     [TP] Correct
35858      ?            0.6549   ATTACK     [??] No label
35859      attack       0.6549   ATTACK     [TP] Correct
35860      ?            0.6547   ATTACK     [??] No label
35861      attack       0.6554   ATTACK     [TP] Correct
35862      ?            0.6546   ATTACK     [??] No label
35863      attack       0.6542   ATTACK     [TP] Correct
35864      ?            0.6538   ATTACK     [??] No label
35865      attack       0.6540   ATTACK     [TP] Correct
35866      ?            0.6538   ATTACK     [??] No label
35867      attack       0.6551   ATTACK     [TP] Correct
35868      ?            0.6546   ATTACK     [??] No label
35869      attack       0.6553   ATTACK     [TP] Correct
35870      ?            0.6547   ATTACK     [??] No label
35871      attack       0.6546   ATTACK     [TP] Correct
35872      ?            0.6548   ATTACK     [??] No label
35873      attack       0.6547   ATTACK     [TP] Correct
35874      ?            0.6550   ATTACK     [??] No label
35875      attack       0.6549   ATTACK     [TP] Correct
35876      ?            0.6548   ATTACK     [??] No label
35877      attack       0.6544   ATTACK     [TP] Correct
35878      ?            0.6539   ATTACK     [??] No label
35879      attack       0.6535   ATTACK     [TP] Correct
35880      ?            0.6537   ATTACK     [??] No label
35881      attack       0.6549   ATTACK     [TP] Correct
35882      ?            0.6544   ATTACK     [??] No label
35883      attack       0.6556   ATTACK     [TP] Correct
35884      ?            0.6549   ATTACK     [??] No label
35885      attack       0.6566   ATTACK     [TP] Correct
35886      ?            0.6560   ATTACK     [??] No label
35887      attack       0.6566   ATTACK     [TP] Correct
35888      ?            0.6571   ATTACK     [??] No label
35889      attack       0.6482   ATTACK     [TP] Correct
35891      attack       0.5582   ATTACK     [TP] Correct
35900      ?            0.0000   BENIGN     [??] No label
35904      ?            0.5733   ATTACK     [??] No label
35906      ?            0.6565   ATTACK     [??] No label
35907      attack       0.5736   ATTACK     [TP] Correct
35908      ?            0.7284   ATTACK     [??] No label
35909      attack       0.6695   ATTACK     [TP] Correct
35910      ?            0.6684   ATTACK     [??] No label
35911      attack       0.6637   ATTACK     [TP] Correct
35912      ?            0.6638   ATTACK     [??] No label
35913      attack       0.6612   ATTACK     [TP] Correct
35914      ?            0.6615   ATTACK     [??] No label
35915      attack       0.6576   ATTACK     [TP] Correct
35916      ?            0.6586   ATTACK     [??] No label
35917      attack       0.6581   ATTACK     [TP] Correct
35918      ?            0.6582   ATTACK     [??] No label
35919      attack       0.6573   ATTACK     [TP] Correct
35920      ?            0.6571   ATTACK     [??] No label
35921      attack       0.6586   ATTACK     [TP] Correct
35922      ?            0.6576   ATTACK     [??] No label
35923      attack       0.6585   ATTACK     [TP] Correct
35924      ?            0.6580   ATTACK     [??] No label
35925      attack       0.6612   ATTACK     [TP] Correct
35926      ?            0.6598   ATTACK     [??] No label
35927      attack       0.6589   ATTACK     [TP] Correct
35928      ?            0.6587   ATTACK     [??] No label
35929      attack       0.6593   ATTACK     [TP] Correct
35930      ?            0.6586   ATTACK     [??] No label
35931      attack       0.6586   ATTACK     [TP] Correct
35932      ?            0.6580   ATTACK     [??] No label
35933      attack       0.6578   ATTACK     [TP] Correct
35934      ?            0.6574   ATTACK     [??] No label
35935      attack       0.6560   ATTACK     [TP] Correct
35936      ?            0.6564   ATTACK     [??] No label
35937      attack       0.6580   ATTACK     [TP] Correct
35938      ?            0.6574   ATTACK     [??] No label
35939      attack       0.6565   ATTACK     [TP] Correct
35940      ?            0.6018   ATTACK     [??] No label
35941      attack       0.6611   ATTACK     [TP] Correct
35942      ?            0.6630   ATTACK     [??] No label
35943      attack       0.6669   ATTACK     [TP] Correct
35944      ?            0.6688   ATTACK     [??] No label
35945      attack       0.6737   ATTACK     [TP] Correct
35946      ?            0.6752   ATTACK     [??] No label
35947      attack       0.6775   ATTACK     [TP] Correct
35948      ?            0.6807   ATTACK     [??] No label
35949      attack       0.6859   ATTACK     [TP] Correct
35950      ?            0.7194   ATTACK     [??] No label
35951      attack       0.6823   ATTACK     [TP] Correct
35952      ?            0.6812   ATTACK     [??] No label
35953      attack       0.6802   ATTACK     [TP] Correct
35954      ?            0.6785   ATTACK     [??] No label
35955      attack       0.6754   ATTACK     [TP] Correct
35956      ?            0.6743   ATTACK     [??] No label
35957      attack       0.6735   ATTACK     [TP] Correct
35958      ?            0.6716   ATTACK     [??] No label
35959      attack       0.6673   ATTACK     [TP] Correct
35960      ?            0.6244   ATTACK     [??] No label
35961      attack       0.6745   ATTACK     [TP] Correct
35962      ?            0.6750   ATTACK     [??] No label
35963      attack       0.6753   ATTACK     [TP] Correct
35964      ?            0.6773   ATTACK     [??] No label
35965      attack       0.6798   ATTACK     [TP] Correct
35966      ?            0.6807   ATTACK     [??] No label
35967      attack       0.6816   ATTACK     [TP] Correct
35968      ?            0.6822   ATTACK     [??] No label
35969      attack       0.6830   ATTACK     [TP] Correct
35970      ?            0.7117   ATTACK     [??] No label
35971      attack       0.6736   ATTACK     [TP] Correct
35972      ?            0.6726   ATTACK     [??] No label
35973      attack       0.6698   ATTACK     [TP] Correct
35974      ?            0.6688   ATTACK     [??] No label
35975      attack       0.6651   ATTACK     [TP] Correct
35976      ?            0.6642   ATTACK     [??] No label
35977      attack       0.6606   ATTACK     [TP] Correct
35978      ?            0.6608   ATTACK     [??] No label
35979      attack       0.6605   ATTACK     [TP] Correct
35980      ?            0.6605   ATTACK     [??] No label
35981      attack       0.6594   ATTACK     [TP] Correct
35982      ?            0.6592   ATTACK     [??] No label
35983      attack       0.6589   ATTACK     [TP] Correct
35984      ?            0.6591   ATTACK     [??] No label
35985      attack       0.6602   ATTACK     [TP] Correct
35986      ?            0.6599   ATTACK     [??] No label
35987      attack       0.6611   ATTACK     [TP] Correct
35988      ?            0.6600   ATTACK     [??] No label
35989      attack       0.6599   ATTACK     [TP] Correct
35990      ?            0.6591   ATTACK     [??] No label
35991      attack       0.6594   ATTACK     [TP] Correct
35992      ?            0.6592   ATTACK     [??] No label
35993      attack       0.6592   ATTACK     [TP] Correct
35994      ?            0.6590   ATTACK     [??] No label
35995      attack       0.6572   ATTACK     [TP] Correct
35996      ?            0.6577   ATTACK     [??] No label
35997      attack       0.6579   ATTACK     [TP] Correct
35998      ?            0.6576   ATTACK     [??] No label
35999      attack       0.6559   ATTACK     [TP] Correct
36000      ?            0.6563   ATTACK     [??] No label
36001      attack       0.6541   ATTACK     [TP] Correct
36002      ?            0.6550   ATTACK     [??] No label
36003      attack       0.6546   ATTACK     [TP] Correct
36004      ?            0.6551   ATTACK     [??] No label
36005      attack       0.6551   ATTACK     [TP] Correct
36006      ?            0.6555   ATTACK     [??] No label
36007      attack       0.6544   ATTACK     [TP] Correct
36008      ?            0.6552   ATTACK     [??] No label
36009      attack       0.6542   ATTACK     [TP] Correct
36010      ?            0.6544   ATTACK     [??] No label
36011      attack       0.6543   ATTACK     [TP] Correct
36012      ?            0.6539   ATTACK     [??] No label
36013      attack       0.6539   ATTACK     [TP] Correct
36014      ?            0.6534   ATTACK     [??] No label
36015      attack       0.6519   ATTACK     [TP] Correct
36016      ?            0.6519   ATTACK     [??] No label
36017      attack       0.6524   ATTACK     [TP] Correct
36018      ?            0.6530   ATTACK     [??] No label
36019      attack       0.6576   ATTACK     [TP] Correct
36020      ?            0.6568   ATTACK     [??] No label
36021      attack       0.6583   ATTACK     [TP] Correct
36022      ?            0.6580   ATTACK     [??] No label
36023      attack       0.6601   ATTACK     [TP] Correct
36024      ?            0.6598   ATTACK     [??] No label
36025      attack       0.6627   ATTACK     [TP] Correct
36026      ?            0.6625   ATTACK     [??] No label
36027      attack       0.6632   ATTACK     [TP] Correct
36028      ?            0.6624   ATTACK     [??] No label
36029      attack       0.6588   ATTACK     [TP] Correct
36030      ?            0.6593   ATTACK     [??] No label
36031      attack       0.6586   ATTACK     [TP] Correct
36032      ?            0.6588   ATTACK     [??] No label
36033      attack       0.6567   ATTACK     [TP] Correct
36034      ?            0.6571   ATTACK     [??] No label
36035      attack       0.6537   ATTACK     [TP] Correct
36036      ?            0.6544   ATTACK     [??] No label
36037      attack       0.6550   ATTACK     [TP] Correct
36038      ?            0.6553   ATTACK     [??] No label
36039      attack       0.6549   ATTACK     [TP] Correct
36040      ?            0.6555   ATTACK     [??] No label
36041      attack       0.6546   ATTACK     [TP] Correct
36042      ?            0.6553   ATTACK     [??] No label
36043      attack       0.6544   ATTACK     [TP] Correct
36044      ?            0.6549   ATTACK     [??] No label
36045      attack       0.6470   ATTACK     [TP] Correct
36047      attack       0.5589   ATTACK     [TP] Correct
36050      ?            0.0000   BENIGN     [??] No label
36062      ?            0.5414   ATTACK     [??] No label
36064      ?            0.7532   ATTACK     [??] No label
36065      attack       0.6736   ATTACK     [TP] Correct
36066      ?            0.6730   ATTACK     [??] No label
36067      attack       0.6683   ATTACK     [TP] Correct
36068      ?            0.6682   ATTACK     [??] No label
36069      attack       0.6647   ATTACK     [TP] Correct
36070      ?            0.6648   ATTACK     [??] No label
36071      attack       0.6631   ATTACK     [TP] Correct
36072      ?            0.6630   ATTACK     [??] No label
36073      attack       0.6627   ATTACK     [TP] Correct
36074      ?            0.6619   ATTACK     [??] No label
36075      attack       0.6606   ATTACK     [TP] Correct
36076      ?            0.6602   ATTACK     [??] No label
36077      attack       0.6612   ATTACK     [TP] Correct
36078      ?            0.6605   ATTACK     [??] No label
36079      attack       0.6602   ATTACK     [TP] Correct
36080      ?            0.6599   ATTACK     [??] No label
36081      attack       0.6599   ATTACK     [TP] Correct
36082      ?            0.6595   ATTACK     [??] No label
36083      attack       0.6581   ATTACK     [TP] Correct
36084      ?            0.6585   ATTACK     [??] No label
36085      attack       0.6567   ATTACK     [TP] Correct
36086      ?            0.6579   ATTACK     [??] No label
36087      attack       0.6576   ATTACK     [TP] Correct
36088      ?            0.6583   ATTACK     [??] No label
36089      attack       0.6579   ATTACK     [TP] Correct
36090      ?            0.6579   ATTACK     [??] No label
36091      attack       0.6563   ATTACK     [TP] Correct
36092      ?            0.6568   ATTACK     [??] No label
36093      attack       0.6582   ATTACK     [TP] Correct
36094      ?            0.6575   ATTACK     [??] No label
36095      attack       0.6580   ATTACK     [TP] Correct
36096      ?            0.6571   ATTACK     [??] No label
36097      attack       0.6571   ATTACK     [TP] Correct
36098      ?            0.6567   ATTACK     [??] No label
36099      attack       0.6572   ATTACK     [TP] Correct
36100      ?            0.6571   ATTACK     [??] No label
36101      attack       0.6599   ATTACK     [TP] Correct
36102      ?            0.6592   ATTACK     [??] No label
36103      attack       0.6603   ATTACK     [TP] Correct
36104      ?            0.6602   ATTACK     [??] No label
36105      attack       0.6733   ATTACK     [TP] Correct
36106      ?            0.6504   ATTACK     [??] No label
36107      attack       0.6337   ATTACK     [TP] Correct
36108      ?            0.6161   ATTACK     [??] No label
36109      attack       0.5982   ATTACK     [TP] Correct
36110      ?            0.5858   ATTACK     [??] No label
36111      attack       0.5664   ATTACK     [TP] Correct
36112      ?            0.5579   ATTACK     [??] No label
36113      attack       0.5374   ATTACK     [TP] Correct
36114      ?            0.5411   ATTACK     [??] No label
36115      attack       0.5050   ATTACK     [TP] Correct
36116      ?            0.5049   ATTACK     [??] No label
36117      attack       0.5038   ATTACK     [TP] Correct
36118      ?            0.5038   ATTACK     [??] No label
36119      attack       0.5028   ATTACK     [TP] Correct
36120      ?            0.5031   ATTACK     [??] No label
36121      attack       0.5016   ATTACK     [TP] Correct
36122      ?            0.5021   ATTACK     [??] No label
36123      attack       0.5014   ATTACK     [TP] Correct
36124      ?            0.5017   ATTACK     [??] No label
36125      attack       0.5020   ATTACK     [TP] Correct
36126      ?            0.5020   ATTACK     [??] No label
36127      attack       0.5017   ATTACK     [TP] Correct
36128      ?            0.5018   ATTACK     [??] No label
36129      attack       0.5012   ATTACK     [TP] Correct
36130      ?            0.5015   ATTACK     [??] No label
36131      attack       0.5005   ATTACK     [TP] Correct
36132      ?            0.5011   ATTACK     [??] No label
36133      attack       0.5017   ATTACK     [TP] Correct
36134      ?            0.5014   ATTACK     [??] No label
36135      attack       0.5002   ATTACK     [TP] Correct
36136      ?            0.5008   ATTACK     [??] No label
36137      attack       0.5006   ATTACK     [TP] Correct
36138      ?            0.5007   ATTACK     [??] No label
36150      ?            0.4979   BENIGN     [??] No label
36200      ?            0.4969   BENIGN     [??] No label
36201      attack       0.5419   ATTACK     [TP] Correct
36203      attack       0.5384   ATTACK     [TP] Correct
36205      attack       0.5691   ATTACK     [TP] Correct
36207      attack       0.6414   ATTACK     [TP] Correct
36208      ?            0.5776   ATTACK     [??] No label
36209      attack       0.5804   ATTACK     [TP] Correct
36210      ?            0.5725   ATTACK     [??] No label
36212      ?            0.5141   ATTACK     [??] No label
36218      ?            0.5159   ATTACK     [??] No label
36219      attack       0.5147   ATTACK     [TP] Correct
36220      ?            0.5131   ATTACK     [??] No label
36221      attack       0.5002   ATTACK     [TP] Correct
36222      ?            0.5000   ATTACK     [??] No label
36250      ?            0.4991   BENIGN     [??] No label
36252      ?            0.5010   ATTACK     [??] No label
36253      attack       0.5220   ATTACK     [TP] Correct
36254      ?            0.5282   ATTACK     [??] No label
36255      attack       0.5492   ATTACK     [TP] Correct
36256      ?            0.5594   ATTACK     [??] No label
36257      attack       0.5805   ATTACK     [TP] Correct
36258      ?            0.5966   ATTACK     [??] No label
36259      attack       0.6186   ATTACK     [TP] Correct
36260      ?            0.6423   ATTACK     [??] No label
36261      attack       0.6636   ATTACK     [TP] Correct
36262      ?            0.6701   ATTACK     [??] No label
36263      attack       0.6726   ATTACK     [TP] Correct
36264      ?            0.6731   ATTACK     [??] No label
36265      attack       0.6737   ATTACK     [TP] Correct
36266      ?            0.6729   ATTACK     [??] No label
36267      attack       0.6703   ATTACK     [TP] Correct
36268      ?            0.6680   ATTACK     [??] No label
36269      attack       0.6622   ATTACK     [TP] Correct
36270      ?            0.6232   ATTACK     [??] No label
36271      attack       0.6733   ATTACK     [TP] Correct
36272      ?            0.6712   ATTACK     [??] No label
36273      attack       0.6680   ATTACK     [TP] Correct
36274      ?            0.6670   ATTACK     [??] No label
36275      attack       0.6662   ATTACK     [TP] Correct
36276      ?            0.6675   ATTACK     [??] No label
36277      attack       0.6707   ATTACK     [TP] Correct
36278      ?            0.6740   ATTACK     [??] No label
36279      attack       0.6801   ATTACK     [TP] Correct
36280      ?            0.7074   ATTACK     [??] No label
36281      attack       0.6697   ATTACK     [TP] Correct
36282      ?            0.6709   ATTACK     [??] No label
36283      attack       0.6742   ATTACK     [TP] Correct
36284      ?            0.6746   ATTACK     [??] No label
36285      attack       0.6758   ATTACK     [TP] Correct
36286      ?            0.6754   ATTACK     [??] No label
36287      attack       0.6742   ATTACK     [TP] Correct
36288      ?            0.6732   ATTACK     [??] No label
36289      attack       0.6695   ATTACK     [TP] Correct
36290      ?            0.6690   ATTACK     [??] No label
36291      attack       0.6670   ATTACK     [TP] Correct
36292      ?            0.6660   ATTACK     [??] No label
36293      attack       0.6622   ATTACK     [TP] Correct
36294      ?            0.6617   ATTACK     [??] No label
36295      attack       0.6589   ATTACK     [TP] Correct
36296      ?            0.6589   ATTACK     [??] No label
36297      attack       0.6570   ATTACK     [TP] Correct
36298      ?            0.6571   ATTACK     [??] No label
36299      attack       0.6551   ATTACK     [TP] Correct
36300      ?            0.6552   ATTACK     [??] No label
36301      attack       0.6518   ATTACK     [TP] Correct
36302      ?            0.6527   ATTACK     [??] No label
36303      attack       0.6523   ATTACK     [TP] Correct
36304      ?            0.6529   ATTACK     [??] No label
36305      attack       0.6524   ATTACK     [TP] Correct
36306      ?            0.6524   ATTACK     [??] No label
36307      attack       0.6509   ATTACK     [TP] Correct
36308      ?            0.6512   ATTACK     [??] No label
36309      attack       0.6504   ATTACK     [TP] Correct
36310      ?            0.6504   ATTACK     [??] No label
36311      attack       0.6490   ATTACK     [TP] Correct
36312      ?            0.6490   ATTACK     [??] No label
36313      attack       0.6466   ATTACK     [TP] Correct
36314      ?            0.6473   ATTACK     [??] No label
36315      attack       0.6455   ATTACK     [TP] Correct
36316      ?            0.6464   ATTACK     [??] No label
36317      attack       0.6461   ATTACK     [TP] Correct
36318      ?            0.6466   ATTACK     [??] No label
36319      attack       0.6471   ATTACK     [TP] Correct
36320      ?            0.6473   ATTACK     [??] No label
36321      attack       0.6491   ATTACK     [TP] Correct
36322      ?            0.6491   ATTACK     [??] No label
36323      attack       0.6518   ATTACK     [TP] Correct
36324      ?            0.6512   ATTACK     [??] No label
36325      attack       0.6528   ATTACK     [TP] Correct
36326      ?            0.6517   ATTACK     [??] No label
36327      attack       0.6528   ATTACK     [TP] Correct
36328      ?            0.6518   ATTACK     [??] No label
36329      attack       0.6519   ATTACK     [TP] Correct
36330      ?            0.6512   ATTACK     [??] No label
36331      attack       0.6497   ATTACK     [TP] Correct
36332      ?            0.6495   ATTACK     [??] No label
36333      attack       0.6484   ATTACK     [TP] Correct
36334      ?            0.6484   ATTACK     [??] No label
36335      attack       0.6484   ATTACK     [TP] Correct
36336      ?            0.6482   ATTACK     [??] No label
36337      attack       0.6489   ATTACK     [TP] Correct
36338      ?            0.6489   ATTACK     [??] No label
36339      attack       0.6510   ATTACK     [TP] Correct
36340      ?            0.6507   ATTACK     [??] No label
36341      attack       0.6528   ATTACK     [TP] Correct
36342      ?            0.6525   ATTACK     [??] No label
36343      attack       0.6551   ATTACK     [TP] Correct
36344      ?            0.6547   ATTACK     [??] No label
36345      attack       0.6556   ATTACK     [TP] Correct
36346      ?            0.6554   ATTACK     [??] No label
36347      attack       0.6563   ATTACK     [TP] Correct
36348      ?            0.6559   ATTACK     [??] No label
36349      attack       0.6560   ATTACK     [TP] Correct
36350      ?            0.6556   ATTACK     [??] No label
36351      attack       0.6557   ATTACK     [TP] Correct
36352      ?            0.6551   ATTACK     [??] No label
36353      attack       0.6539   ATTACK     [TP] Correct
36354      ?            0.6537   ATTACK     [??] No label
36355      attack       0.6532   ATTACK     [TP] Correct
36356      ?            0.6534   ATTACK     [??] No label
36357      attack       0.6460   ATTACK     [TP] Correct
36359      attack       0.5445   ATTACK     [TP] Correct
36374      ?            0.7662   ATTACK     [??] No label
36375      attack       0.6738   ATTACK     [TP] Correct
36376      ?            0.7137   ATTACK     [??] No label
36377      attack       0.6709   ATTACK     [TP] Correct
36378      ?            0.6698   ATTACK     [??] No label
36379      attack       0.6679   ATTACK     [TP] Correct
36380      ?            0.6670   ATTACK     [??] No label
36381      attack       0.6650   ATTACK     [TP] Correct
36382      ?            0.6643   ATTACK     [??] No label
36383      attack       0.6617   ATTACK     [TP] Correct
36384      ?            0.6615   ATTACK     [??] No label
36385      attack       0.6610   ATTACK     [TP] Correct
36386      ?            0.6607   ATTACK     [??] No label
36387      attack       0.6599   ATTACK     [TP] Correct
36388      ?            0.6595   ATTACK     [??] No label
36389      attack       0.6594   ATTACK     [TP] Correct
36390      ?            0.6586   ATTACK     [??] No label
36391      attack       0.6567   ATTACK     [TP] Correct
36392      ?            0.6569   ATTACK     [??] No label
36393      attack       0.6563   ATTACK     [TP] Correct
36394      ?            0.6570   ATTACK     [??] No label
36395      attack       0.6579   ATTACK     [TP] Correct
36396      ?            0.6580   ATTACK     [??] No label
36397      attack       0.6572   ATTACK     [TP] Correct
36398      ?            0.6576   ATTACK     [??] No label
36399      attack       0.6574   ATTACK     [TP] Correct
36400      ?            0.6581   ATTACK     [??] No label
36401      attack       0.6573   ATTACK     [TP] Correct
36402      ?            0.6581   ATTACK     [??] No label
36403      attack       0.6578   ATTACK     [TP] Correct
36404      ?            0.6582   ATTACK     [??] No label
36405      attack       0.6565   ATTACK     [TP] Correct
36406      ?            0.6574   ATTACK     [??] No label
36407      attack       0.6566   ATTACK     [TP] Correct
36408      ?            0.6574   ATTACK     [??] No label
36409      attack       0.6565   ATTACK     [TP] Correct
36410      ?            0.6566   ATTACK     [??] No label
36411      attack       0.6558   ATTACK     [TP] Correct
36412      ?            0.6554   ATTACK     [??] No label
36413      attack       0.6551   ATTACK     [TP] Correct
36414      ?            0.6539   ATTACK     [??] No label
36415      attack       0.6524   ATTACK     [TP] Correct
36416      ?            0.6403   ATTACK     [??] No label
