Sample     Label        p(atk)   Status     Verdict
7412       ?            0.7034   ATTACK     [??] No label
7413       attack       0.6961   ATTACK     [TP] Correct
7414       ?            0.7106   ATTACK     [??] No label
7415       attack       0.7039   ATTACK     [TP] Correct
7416       ?            0.7905   ATTACK     [??] No label
7417       attack       0.8096   ATTACK     [TP] Correct
7418       ?            0.8083   ATTACK     [??] No label
7419       attack       0.8090   ATTACK     [TP] Correct
7420       ?            0.8087   ATTACK     [??] No label
7421       attack       0.8095   ATTACK     [TP] Correct
7422       ?            0.8093   ATTACK     [??] No label
7423       attack       0.8095   ATTACK     [TP] Correct
7424       ?            0.8094   ATTACK     [??] No label
7425       attack       0.8093   ATTACK     [TP] Correct
7426       ?            0.8087   ATTACK     [??] No label
7427       attack       0.8087   ATTACK     [TP] Correct
7428       ?            0.8090   ATTACK     [??] No label
7429       attack       0.8086   ATTACK     [TP] Correct
7430       ?            0.8089   ATTACK     [??] No label
7431       attack       0.8096   ATTACK     [TP] Correct
7432       ?            0.8092   ATTACK     [??] No label
7433       attack       0.8094   ATTACK     [TP] Correct
7434       ?            0.8094   ATTACK     [??] No label
7435       attack       0.8100   ATTACK     [TP] Correct
7436       ?            0.8100   ATTACK     [??] No label
7437       attack       0.8101   ATTACK     [TP] Correct
7438       ?            0.8103   ATTACK     [??] No label
7439       attack       0.8089   ATTACK     [TP] Correct
7440       ?            0.8090   ATTACK     [??] No label
7441       attack       0.8087   ATTACK     [TP] Correct
7442       ?            0.8087   ATTACK     [??] No label
7443       attack       0.8086   ATTACK     [TP] Correct
7444       ?            0.8088   ATTACK     [??] No label
7445       attack       0.8094   ATTACK     [TP] Correct
7446       ?            0.8091   ATTACK     [??] No label
7447       attack       0.8092   ATTACK     [TP] Correct
7448       ?            0.8090   ATTACK     [??] No label
7449       attack       0.8098   ATTACK     [TP] Correct
7450       ?            0.8094   ATTACK     [??] No label
7451       attack       0.8099   ATTACK     [TP] Correct
7452       ?            0.8100   ATTACK     [??] No label
7453       attack       0.8083   ATTACK     [TP] Correct
7454       ?            0.8082   ATTACK     [??] No label
7455       attack       0.8083   ATTACK     [TP] Correct
7456       ?            0.8082   ATTACK     [??] No label
7457       attack       0.8082   ATTACK     [TP] Correct
7458       ?            0.8083   ATTACK     [??] No label
7459       attack       0.8088   ATTACK     [TP] Correct
7460       ?            0.8088   ATTACK     [??] No label
7461       attack       0.8086   ATTACK     [TP] Correct
7462       ?            0.8085   ATTACK     [??] No label
7463       attack       0.8091   ATTACK     [TP] Correct
7464       ?            0.8093   ATTACK     [??] No label
7465       attack       0.8094   ATTACK     [TP] Correct
7466       ?            0.8094   ATTACK     [??] No label
7467       attack       0.8079   ATTACK     [TP] Correct
7468       ?            0.8083   ATTACK     [??] No label
7469       attack       0.8087   ATTACK     [TP] Correct
7470       ?            0.8081   ATTACK     [??] No label
7471       attack       0.8082   ATTACK     [TP] Correct
7472       ?            0.8085   ATTACK     [??] No label
7473       attack       0.8089   ATTACK     [TP] Correct
7474       ?            0.8088   ATTACK     [??] No label
7475       attack       0.8088   ATTACK     [TP] Correct
7476       ?            0.8088   ATTACK     [??] No label
7477       attack       0.8093   ATTACK     [TP] Correct
7478       ?            0.8089   ATTACK     [??] No label
7479       attack       0.8088   ATTACK     [TP] Correct
7480       ?            0.8091   ATTACK     [??] No label
7481       attack       0.8079   ATTACK     [TP] Correct
7482       ?            0.8081   ATTACK     [??] No label
7483       attack       0.8088   ATTACK     [TP] Correct
7484       ?            0.8084   ATTACK     [??] No label
7485       attack       0.8085   ATTACK     [TP] Correct
7486       ?            0.8087   ATTACK     [??] No label
7487       attack       0.8090   ATTACK     [TP] Correct
7488       ?            0.8092   ATTACK     [??] No label
7489       attack       0.8093   ATTACK     [TP] Correct
7490       ?            0.8093   ATTACK     [??] No label
7491       attack       0.8093   ATTACK     [TP] Correct
7492       ?            0.8091   ATTACK     [??] No label
7493       attack       0.8087   ATTACK     [TP] Correct
7494       ?            0.8090   ATTACK     [??] No label
7495       attack       0.8084   ATTACK     [TP] Correct
7496       ?            0.8086   ATTACK     [??] No label
7497       attack       0.8094   ATTACK     [TP] Correct
7498       ?            0.8089   ATTACK     [??] No label
7499       attack       0.8091   ATTACK     [TP] Correct
7500       ?            0.8092   ATTACK     [??] No label
7501       attack       0.8095   ATTACK     [TP] Correct
7502       ?            0.8093   ATTACK     [??] No label
7503       attack       0.8096   ATTACK     [TP] Correct
7504       ?            0.8096   ATTACK     [??] No label
7505       attack       0.7465   ATTACK     [TP] Correct
7506       ?            0.7571   ATTACK     [??] No label
7507       attack       0.7386   ATTACK     [TP] Correct
7508       ?            0.7495   ATTACK     [??] No label
7509       attack       0.7364   ATTACK     [TP] Correct
7510       ?            0.7474   ATTACK     [??] No label
7511       attack       0.7398   ATTACK     [TP] Correct
7512       ?            0.7373   ATTACK     [??] No label
7513       attack       0.7433   ATTACK     [TP] Correct
7514       ?            0.7429   ATTACK     [??] No label
7515       attack       0.7573   ATTACK     [TP] Correct
7516       ?            0.7434   ATTACK     [??] No label
7517       attack       0.7596   ATTACK     [TP] Correct
7518       ?            0.7466   ATTACK     [??] No label
7519       attack       0.7636   ATTACK     [TP] Correct
7520       ?            0.7549   ATTACK     [??] No label
7521       attack       0.7723   ATTACK     [TP] Correct
7522       ?            0.7969   ATTACK     [??] No label
7523       attack       0.8067   ATTACK     [TP] Correct
7524       ?            0.8093   ATTACK     [??] No label
7525       attack       0.8090   ATTACK     [TP] Correct
7526       ?            0.8085   ATTACK     [??] No label
7527       attack       0.8086   ATTACK     [TP] Correct
7528       ?            0.8085   ATTACK     [??] No label
7529       attack       0.8083   ATTACK     [TP] Correct
7530       ?            0.8087   ATTACK     [??] No label
7531       attack       0.8094   ATTACK     [TP] Correct
7532       ?            0.8090   ATTACK     [??] No label
7533       attack       0.8093   ATTACK     [TP] Correct
7534       ?            0.8092   ATTACK     [??] No label
7535       attack       0.8098   ATTACK     [TP] Correct
7536       ?            0.8098   ATTACK     [??] No label
7537       attack       0.8099   ATTACK     [TP] Correct
7538       ?            0.8101   ATTACK     [??] No label
7539       attack       0.8086   ATTACK     [TP] Correct
7540       ?            0.8085   ATTACK     [??] No label
7541       attack       0.8084   ATTACK     [TP] Correct
7542       ?            0.8084   ATTACK     [??] No label
7543       attack       0.8082   ATTACK     [TP] Correct
7544       ?            0.8084   ATTACK     [??] No label
7545       attack       0.8090   ATTACK     [TP] Correct
7546       ?            0.8087   ATTACK     [??] No label
7547       attack       0.8089   ATTACK     [TP] Correct
7548       ?            0.8089   ATTACK     [??] No label
7549       attack       0.8093   ATTACK     [TP] Correct
7550       ?            0.8094   ATTACK     [??] No label
7551       attack       0.8097   ATTACK     [TP] Correct
7552       ?            0.8096   ATTACK     [??] No label
7553       attack       0.8081   ATTACK     [TP] Correct
7554       ?            0.7807   ATTACK     [??] No label
7555       attack       0.7692   ATTACK     [TP] Correct
7556       ?            0.7164   ATTACK     [??] No label
7557       attack       0.7255   ATTACK     [TP] Correct
7558       ?            0.7001   ATTACK     [??] No label
7559       attack       0.7110   ATTACK     [TP] Correct
7560       ?            0.6932   ATTACK     [??] No label
7561       attack       0.7047   ATTACK     [TP] Correct
7562       ?            0.6901   ATTACK     [??] No label
7563       attack       0.7028   ATTACK     [TP] Correct
7564       ?            0.6936   ATTACK     [??] No label
7565       attack       0.6949   ATTACK     [TP] Correct
7566       ?            0.6986   ATTACK     [??] No label
7567       attack       0.6964   ATTACK     [TP] Correct
7568       ?            0.6988   ATTACK     [??] No label
7569       attack       0.6979   ATTACK     [TP] Correct
7570       ?            0.6988   ATTACK     [??] No label
7571       attack       0.6984   ATTACK     [TP] Correct
7572       ?            0.7010   ATTACK     [??] No label
7573       attack       0.6999   ATTACK     [TP] Correct
7574       ?            0.5318   ATTACK     [??] No label
7575       attack       0.5951   ATTACK     [TP] Correct
7576       ?            0.5933   ATTACK     [??] No label
7577       attack       0.5948   ATTACK     [TP] Correct
7578       ?            0.5920   ATTACK     [??] No label
7579       attack       0.5945   ATTACK     [TP] Correct
7580       ?            0.5953   ATTACK     [??] No label
7581       attack       0.5948   ATTACK     [TP] Correct
7582       ?            0.5928   ATTACK     [??] No label
7583       attack       0.5944   ATTACK     [TP] Correct
7584       ?            0.7280   ATTACK     [??] No label
7585       attack       0.6991   ATTACK     [TP] Correct
7586       ?            0.7023   ATTACK     [??] No label
7587       attack       0.7007   ATTACK     [TP] Correct
7588       ?            0.7037   ATTACK     [??] No label
7589       attack       0.7024   ATTACK     [TP] Correct
7590       ?            0.7028   ATTACK     [??] No label
7591       attack       0.7022   ATTACK     [TP] Correct
7592       ?            0.7052   ATTACK     [??] No label
7593       attack       0.7040   ATTACK     [TP] Correct
7594       ?            0.7068   ATTACK     [??] No label
7595       attack       0.7055   ATTACK     [TP] Correct
7596       ?            0.7060   ATTACK     [??] No label
7597       attack       0.7060   ATTACK     [TP] Correct
7598       ?            0.7075   ATTACK     [??] No label
7599       attack       0.7068   ATTACK     [TP] Correct
7600       ?            0.7100   ATTACK     [??] No label
7601       attack       0.7086   ATTACK     [TP] Correct
7602       ?            0.7086   ATTACK     [??] No label
7603       attack       0.7086   ATTACK     [TP] Correct
7604       ?            0.7082   ATTACK     [??] No label
7605       attack       0.7078   ATTACK     [TP] Correct
7606       ?            0.7075   ATTACK     [??] No label
7607       attack       0.7079   ATTACK     [TP] Correct
7608       ?            0.7091   ATTACK     [??] No label
7609       attack       0.7086   ATTACK     [TP] Correct
7610       ?            0.7054   ATTACK     [??] No label
7611       attack       0.7070   ATTACK     [TP] Correct
7612       ?            0.7074   ATTACK     [??] No label
7613       attack       0.7072   ATTACK     [TP] Correct
7614       ?            0.7069   ATTACK     [??] No label
7615       attack       0.7071   ATTACK     [TP] Correct
7616       ?            0.7065   ATTACK     [??] No label
7617       attack       0.7067   ATTACK     [TP] Correct
7618       ?            0.7062   ATTACK     [??] No label
7619       attack       0.7061   ATTACK     [TP] Correct
7620       ?            0.7071   ATTACK     [??] No label
7621       attack       0.7069   ATTACK     [TP] Correct
7622       ?            0.7070   ATTACK     [??] No label
7623       attack       0.7070   ATTACK     [TP] Correct
7624       ?            0.7066   ATTACK     [??] No label
7625       attack       0.7069   ATTACK     [TP] Correct
7626       ?            0.7069   ATTACK     [??] No label
7627       attack       0.7069   ATTACK     [TP] Correct
7628       ?            0.7068   ATTACK     [??] No label
7629       attack       0.7067   ATTACK     [TP] Correct
7630       ?            0.7067   ATTACK     [??] No label
7631       attack       0.7068   ATTACK     [TP] Correct
7632       ?            0.7067   ATTACK     [??] No label
7633       attack       0.7065   ATTACK     [TP] Correct
7634       ?            0.7070   ATTACK     [??] No label
7635       attack       0.7070   ATTACK     [TP] Correct
7636       ?            0.7078   ATTACK     [??] No label
7637       attack       0.7075   ATTACK     [TP] Correct
7638       ?            0.7080   ATTACK     [??] No label
7639       attack       0.7078   ATTACK     [TP] Correct
7640       ?            0.7089   ATTACK     [??] No label
7641       attack       0.7084   ATTACK     [TP] Correct
7642       ?            0.7088   ATTACK     [??] No label
7643       attack       0.7083   ATTACK     [TP] Correct
7644       ?            0.7081   ATTACK     [??] No label
7645       attack       0.7084   ATTACK     [TP] Correct
7646       ?            0.7080   ATTACK     [??] No label
7647       attack       0.7081   ATTACK     [TP] Correct
7648       ?            0.7081   ATTACK     [??] No label
7649       attack       0.7082   ATTACK     [TP] Correct
7650       ?            0.7061   ATTACK     [??] No label
7651       attack       0.7070   ATTACK     [TP] Correct
7652       ?            0.7069   ATTACK     [??] No label
7653       attack       0.7071   ATTACK     [TP] Correct
7654       ?            0.7081   ATTACK     [??] No label
7655       attack       0.7076   ATTACK     [TP] Correct
7656       ?            0.7068   ATTACK     [??] No label
7657       attack       0.7067   ATTACK     [TP] Correct
7658       ?            0.7064   ATTACK     [??] No label
7659       attack       0.7068   ATTACK     [TP] Correct
7660       ?            0.7082   ATTACK     [??] No label
7661       attack       0.6759   ATTACK     [TP] Correct
7678       ?            0.5259   ATTACK     [??] No label
7680       ?            0.7480   ATTACK     [??] No label
7681       attack       0.6980   ATTACK     [TP] Correct
7682       ?            0.7016   ATTACK     [??] No label
7683       attack       0.7000   ATTACK     [TP] Correct
7684       ?            0.7024   ATTACK     [??] No label
7685       attack       0.7014   ATTACK     [TP] Correct
7686       ?            0.7017   ATTACK     [??] No label
7687       attack       0.7016   ATTACK     [TP] Correct
7688       ?            0.7023   ATTACK     [??] No label
7689       attack       0.7015   ATTACK     [TP] Correct
7690       ?            0.6996   ATTACK     [??] No label
7691       attack       0.7007   ATTACK     [TP] Correct
7692       ?            0.7018   ATTACK     [??] No label
7693       attack       0.7014   ATTACK     [TP] Correct
7694       ?            0.7010   ATTACK     [??] No label
7695       attack       0.7013   ATTACK     [TP] Correct
7696       ?            0.7015   ATTACK     [??] No label
7697       attack       0.7014   ATTACK     [TP] Correct
7698       ?            0.7012   ATTACK     [??] No label
7699       attack       0.7013   ATTACK     [TP] Correct
7700       ?            0.7023   ATTACK     [??] No label
7701       attack       0.7019   ATTACK     [TP] Correct
7702       ?            0.7020   ATTACK     [??] No label
7703       attack       0.7016   ATTACK     [TP] Correct
7704       ?            0.7016   ATTACK     [??] No label
7705       attack       0.7018   ATTACK     [TP] Correct
7706       ?            0.7018   ATTACK     [??] No label
7707       attack       0.7019   ATTACK     [TP] Correct
7708       ?            0.7022   ATTACK     [??] No label
7709       attack       0.7021   ATTACK     [TP] Correct
7710       ?            0.7014   ATTACK     [??] No label
7711       attack       0.7017   ATTACK     [TP] Correct
7712       ?            0.7018   ATTACK     [??] No label
7713       attack       0.7015   ATTACK     [TP] Correct
7714       ?            0.7016   ATTACK     [??] No label
7715       attack       0.7017   ATTACK     [TP] Correct
7716       ?            0.7039   ATTACK     [??] No label
7717       attack       0.7027   ATTACK     [TP] Correct
7718       ?            0.7048   ATTACK     [??] No label
7719       attack       0.7039   ATTACK     [TP] Correct
7720       ?            0.6188   ATTACK     [??] No label
7721       attack       0.6585   ATTACK     [TP] Correct
7722       ?            0.6397   ATTACK     [??] No label
7723       attack       0.6542   ATTACK     [TP] Correct
7724       ?            0.6308   ATTACK     [??] No label
7725       attack       0.6486   ATTACK     [TP] Correct
7726       ?            0.6234   ATTACK     [??] No label
7727       attack       0.6437   ATTACK     [TP] Correct
7728       ?            0.6185   ATTACK     [??] No label
7729       attack       0.6401   ATTACK     [TP] Correct
7730       ?            0.6884   ATTACK     [??] No label
7731       attack       0.6709   ATTACK     [TP] Correct
7732       ?            0.6644   ATTACK     [??] No label
7733       attack       0.6681   ATTACK     [TP] Correct
7734       ?            0.6677   ATTACK     [??] No label
7735       attack       0.6681   ATTACK     [TP] Correct
7736       ?            0.6735   ATTACK     [??] No label
7737       attack       0.6704   ATTACK     [TP] Correct
7738       ?            0.6778   ATTACK     [??] No label
7739       attack       0.6738   ATTACK     [TP] Correct
7740       ?            0.6734   ATTACK     [??] No label
7741       attack       0.6731   ATTACK     [TP] Correct
7742       ?            0.6760   ATTACK     [??] No label
7743       attack       0.6745   ATTACK     [TP] Correct
7744       ?            0.6793   ATTACK     [??] No label
7745       attack       0.6771   ATTACK     [TP] Correct
7746       ?            0.6795   ATTACK     [??] No label
7747       attack       0.6781   ATTACK     [TP] Correct
7748       ?            0.6767   ATTACK     [??] No label
7749       attack       0.6776   ATTACK     [TP] Correct
7750       ?            0.6697   ATTACK     [??] No label
7751       attack       0.6738   ATTACK     [TP] Correct
7752       ?            0.6728   ATTACK     [??] No label
7753       attack       0.6734   ATTACK     [TP] Correct
7754       ?            0.6778   ATTACK     [??] No label
7755       attack       0.6748   ATTACK     [TP] Correct
7756       ?            0.6706   ATTACK     [??] No label
7757       attack       0.6729   ATTACK     [TP] Correct
7758       ?            0.6752   ATTACK     [??] No label
7759       attack       0.6744   ATTACK     [TP] Correct
7760       ?            0.6789   ATTACK     [??] No label
7761       attack       0.6766   ATTACK     [TP] Correct
7762       ?            0.6741   ATTACK     [??] No label
7763       attack       0.6754   ATTACK     [TP] Correct
7764       ?            0.6731   ATTACK     [??] No label
7765       attack       0.6744   ATTACK     [TP] Correct
7766       ?            0.6729   ATTACK     [??] No label
7767       attack       0.6739   ATTACK     [TP] Correct
7768       ?            0.6698   ATTACK     [??] No label
7769       attack       0.6717   ATTACK     [TP] Correct
7770       ?            0.6705   ATTACK     [??] No label
7771       attack       0.6710   ATTACK     [TP] Correct
7772       ?            0.6779   ATTACK     [??] No label
7773       attack       0.6746   ATTACK     [TP] Correct
7774       ?            0.6724   ATTACK     [??] No label
7775       attack       0.6736   ATTACK     [TP] Correct
7776       ?            0.6732   ATTACK     [??] No label
7777       attack       0.6735   ATTACK     [TP] Correct
7778       ?            0.6745   ATTACK     [??] No label
7779       attack       0.6738   ATTACK     [TP] Correct
7780       ?            0.6773   ATTACK     [??] No label
7781       attack       0.6755   ATTACK     [TP] Correct
7782       ?            0.6693   ATTACK     [??] No label
7783       attack       0.6725   ATTACK     [TP] Correct
7784       ?            0.6696   ATTACK     [??] No label
7785       attack       0.6711   ATTACK     [TP] Correct
7786       ?            0.6745   ATTACK     [??] No label
7787       attack       0.6728   ATTACK     [TP] Correct
7788       ?            0.6712   ATTACK     [??] No label
7789       attack       0.6721   ATTACK     [TP] Correct
7790       ?            0.6771   ATTACK     [??] No label
7791       attack       0.6743   ATTACK     [TP] Correct
7792       ?            0.6774   ATTACK     [??] No label
7793       attack       0.6754   ATTACK     [TP] Correct
7794       ?            0.6751   ATTACK     [??] No label
7795       attack       0.6753   ATTACK     [TP] Correct
7796       ?            0.6749   ATTACK     [??] No label
7797       attack       0.6752   ATTACK     [TP] Correct
7798       ?            0.6783   ATTACK     [??] No label
7799       attack       0.6766   ATTACK     [TP] Correct
7800       ?            0.6770   ATTACK     [??] No label
7801       attack       0.6770   ATTACK     [TP] Correct
7802       ?            0.6794   ATTACK     [??] No label
7803       attack       0.6782   ATTACK     [TP] Correct
7804       ?            0.6777   ATTACK     [??] No label
7805       attack       0.6780   ATTACK     [TP] Correct
7806       ?            0.6776   ATTACK     [??] No label
7807       attack       0.6774   ATTACK     [TP] Correct
7808       ?            0.6782   ATTACK     [??] No label
7809       attack       0.6777   ATTACK     [TP] Correct
7810       ?            0.6724   ATTACK     [??] No label
7811       attack       0.6756   ATTACK     [TP] Correct
7812       ?            0.6678   ATTACK     [??] No label
7813       attack       0.6719   ATTACK     [TP] Correct
7814       ?            0.6743   ATTACK     [??] No label
7815       attack       0.6731   ATTACK     [TP] Correct
7816       ?            0.6758   ATTACK     [??] No label
7817       attack       0.6314   ATTACK     [TP] Correct
7818       ?            0.6436   ATTACK     [??] No label
7819       attack       0.6088   ATTACK     [TP] Correct
7820       ?            0.6245   ATTACK     [??] No label
7821       attack       0.5909   ATTACK     [TP] Correct
7822       ?            0.6140   ATTACK     [??] No label
7823       attack       0.5814   ATTACK     [TP] Correct
7824       ?            0.5996   ATTACK     [??] No label
7825       attack       0.5953   ATTACK     [TP] Correct
7826       ?            0.5680   ATTACK     [??] No label
7827       attack       0.6116   ATTACK     [TP] Correct
7828       ?            0.5926   ATTACK     [??] No label
7829       attack       0.6278   ATTACK     [TP] Correct
7830       ?            0.6057   ATTACK     [??] No label
7831       attack       0.6465   ATTACK     [TP] Correct
7832       ?            0.6288   ATTACK     [??] No label
7833       attack       0.6697   ATTACK     [TP] Correct
7834       ?            0.6559   ATTACK     [??] No label
7835       attack       0.6644   ATTACK     [TP] Correct
7836       ?            0.6877   ATTACK     [??] No label
7837       attack       0.6765   ATTACK     [TP] Correct
7838       ?            0.6748   ATTACK     [??] No label
7839       attack       0.6757   ATTACK     [TP] Correct
7840       ?            0.6804   ATTACK     [??] No label
7841       attack       0.6780   ATTACK     [TP] Correct
7842       ?            0.6795   ATTACK     [??] No label
7843       attack       0.6787   ATTACK     [TP] Correct
7844       ?            0.6734   ATTACK     [??] No label
7845       attack       0.6764   ATTACK     [TP] Correct
7846       ?            0.6759   ATTACK     [??] No label
7847       attack       0.6757   ATTACK     [TP] Correct
7848       ?            0.6707   ATTACK     [??] No label
7849       attack       0.6731   ATTACK     [TP] Correct
7850       ?            0.6737   ATTACK     [??] No label
7851       attack       0.6739   ATTACK     [TP] Correct
7852       ?            0.6741   ATTACK     [??] No label
7853       attack       0.6739   ATTACK     [TP] Correct
7854       ?            0.6745   ATTACK     [??] No label
7855       attack       0.6742   ATTACK     [TP] Correct
7856       ?            0.6685   ATTACK     [??] No label
7857       attack       0.6716   ATTACK     [TP] Correct
7858       ?            0.6792   ATTACK     [??] No label
7859       attack       0.6753   ATTACK     [TP] Correct
7860       ?            0.6776   ATTACK     [??] No label
7861       attack       0.6759   ATTACK     [TP] Correct
7862       ?            0.6728   ATTACK     [??] No label
7863       attack       0.6745   ATTACK     [TP] Correct
7864       ?            0.6706   ATTACK     [??] No label
7865       attack       0.6730   ATTACK     [TP] Correct
7866       ?            0.6788   ATTACK     [??] No label
7867       attack       0.6757   ATTACK     [TP] Correct
7868       ?            0.6053   ATTACK     [??] No label
7869       attack       0.6352   ATTACK     [TP] Correct
7870       ?            0.6459   ATTACK     [??] No label
7871       attack       0.6352   ATTACK     [TP] Correct
7872       ?            0.6475   ATTACK     [??] No label
7873       attack       0.6365   ATTACK     [TP] Correct
7874       ?            0.6571   ATTACK     [??] No label
7875       attack       0.6408   ATTACK     [TP] Correct
7876       ?            0.6505   ATTACK     [??] No label
7877       attack       0.6415   ATTACK     [TP] Correct
7878       ?            0.7136   ATTACK     [??] No label
7879       attack       0.6930   ATTACK     [TP] Correct
7880       ?            0.6933   ATTACK     [??] No label
7881       attack       0.6933   ATTACK     [TP] Correct
7882       ?            0.6975   ATTACK     [??] No label
7883       attack       0.6954   ATTACK     [TP] Correct
7884       ?            0.6982   ATTACK     [??] No label
7885       attack       0.6964   ATTACK     [TP] Correct
7886       ?            0.7014   ATTACK     [??] No label
7887       attack       0.6994   ATTACK     [TP] Correct
7888       ?            0.5228   ATTACK     [??] No label
7889       attack       0.5897   ATTACK     [TP] Correct
7890       ?            0.5918   ATTACK     [??] No label
7891       attack       0.5897   ATTACK     [TP] Correct
7892       ?            0.5865   ATTACK     [??] No label
7893       attack       0.5898   ATTACK     [TP] Correct
7894       ?            0.5873   ATTACK     [??] No label
7895       attack       0.5897   ATTACK     [TP] Correct
7896       ?            0.5874   ATTACK     [??] No label
7897       attack       0.5897   ATTACK     [TP] Correct
7898       ?            0.7273   ATTACK     [??] No label
7899       attack       0.6971   ATTACK     [TP] Correct
7900       ?            0.6957   ATTACK     [??] No label
7901       attack       0.6967   ATTACK     [TP] Correct
7902       ?            0.7003   ATTACK     [??] No label
7903       attack       0.6986   ATTACK     [TP] Correct
7904       ?            0.7017   ATTACK     [??] No label
7905       attack       0.7003   ATTACK     [TP] Correct
7906       ?            0.7040   ATTACK     [??] No label
7907       attack       0.7023   ATTACK     [TP] Correct
7908       ?            0.7015   ATTACK     [??] No label
7909       attack       0.7019   ATTACK     [TP] Correct
7910       ?            0.7040   ATTACK     [??] No label
7911       attack       0.7031   ATTACK     [TP] Correct
7912       ?            0.7038   ATTACK     [??] No label
7913       attack       0.7030   ATTACK     [TP] Correct
7914       ?            0.7023   ATTACK     [??] No label
7915       attack       0.7029   ATTACK     [TP] Correct
7916       ?            0.7032   ATTACK     [??] No label
7917       attack       0.7031   ATTACK     [TP] Correct
7918       ?            0.7061   ATTACK     [??] No label
7919       attack       0.7049   ATTACK     [TP] Correct
7920       ?            0.7059   ATTACK     [??] No label
7921       attack       0.7054   ATTACK     [TP] Correct
7922       ?            0.7048   ATTACK     [??] No label
7923       attack       0.7050   ATTACK     [TP] Correct
7924       ?            0.7053   ATTACK     [??] No label
7925       attack       0.7052   ATTACK     [TP] Correct
7926       ?            0.7056   ATTACK     [??] No label
7927       attack       0.7052   ATTACK     [TP] Correct
7928       ?            0.7026   ATTACK     [??] No label
7929       attack       0.7039   ATTACK     [TP] Correct
7930       ?            0.7039   ATTACK     [??] No label
7931       attack       0.7040   ATTACK     [TP] Correct
7932       ?            0.7034   ATTACK     [??] No label
7933       attack       0.7037   ATTACK     [TP] Correct
7934       ?            0.7036   ATTACK     [??] No label
7935       attack       0.7037   ATTACK     [TP] Correct
7936       ?            0.7036   ATTACK     [??] No label
7937       attack       0.7033   ATTACK     [TP] Correct
7938       ?            0.7056   ATTACK     [??] No label
7939       attack       0.7048   ATTACK     [TP] Correct
7940       ?            0.7056   ATTACK     [??] No label
7941       attack       0.7051   ATTACK     [TP] Correct
7942       ?            0.7067   ATTACK     [??] No label
7943       attack       0.7061   ATTACK     [TP] Correct
7944       ?            0.7055   ATTACK     [??] No label
7945       attack       0.7058   ATTACK     [TP] Correct
7946       ?            0.7063   ATTACK     [??] No label
7947       attack       0.7062   ATTACK     [TP] Correct
7948       ?            0.7063   ATTACK     [??] No label
7949       attack       0.7062   ATTACK     [TP] Correct
7950       ?            0.7055   ATTACK     [??] No label
7951       attack       0.7054   ATTACK     [TP] Correct
7952       ?            0.7044   ATTACK     [??] No label
7953       attack       0.7051   ATTACK     [TP] Correct
7954       ?            0.7047   ATTACK     [??] No label
7955       attack       0.7049   ATTACK     [TP] Correct
7956       ?            0.7040   ATTACK     [??] No label
7957       attack       0.7046   ATTACK     [TP] Correct
7958       ?            0.7040   ATTACK     [??] No label
7959       attack       0.7042   ATTACK     [TP] Correct
7960       ?            0.7043   ATTACK     [??] No label
7961       attack       0.7043   ATTACK     [TP] Correct
7962       ?            0.7048   ATTACK     [??] No label
7963       attack       0.7046   ATTACK     [TP] Correct
7964       ?            0.7044   ATTACK     [??] No label
7965       attack       0.7040   ATTACK     [TP] Correct
7966       ?            0.7030   ATTACK     [??] No label
7967       attack       0.7038   ATTACK     [TP] Correct
7968       ?            0.7036   ATTACK     [??] No label
7969       attack       0.7038   ATTACK     [TP] Correct
7970       ?            0.7032   ATTACK     [??] No label
7971       attack       0.7036   ATTACK     [TP] Correct
7972       ?            0.7031   ATTACK     [??] No label
7973       attack       0.6696   ATTACK     [TP] Correct
7975       attack       0.5104   ATTACK     [TP] Correct
7992       ?            0.7512   ATTACK     [??] No label
7993       attack       0.6926   ATTACK     [TP] Correct
7994       ?            0.6938   ATTACK     [??] No label
7995       attack       0.6932   ATTACK     [TP] Correct
7996       ?            0.6941   ATTACK     [??] No label
7997       attack       0.6931   ATTACK     [TP] Correct
7998       ?            0.6946   ATTACK     [??] No label
7999       attack       0.6942   ATTACK     [TP] Correct
8000       ?            0.6977   ATTACK     [??] No label
8001       attack       0.6961   ATTACK     [TP] Correct
8002       ?            0.7009   ATTACK     [??] No label
8003       attack       0.6987   ATTACK     [TP] Correct
8004       ?            0.7026   ATTACK     [??] No label
8005       attack       0.7008   ATTACK     [TP] Correct
8006       ?            0.7035   ATTACK     [??] No label
8007       attack       0.7022   ATTACK     [TP] Correct
8008       ?            0.7051   ATTACK     [??] No label
8009       attack       0.7040   ATTACK     [TP] Correct
8010       ?            0.7036   ATTACK     [??] No label
8011       attack       0.7034   ATTACK     [TP] Correct
8012       ?            0.7022   ATTACK     [??] No label
8013       attack       0.7030   ATTACK     [TP] Correct
8014       ?            0.7030   ATTACK     [??] No label
8015       attack       0.7031   ATTACK     [TP] Correct
8016       ?            0.7023   ATTACK     [??] No label
8017       attack       0.7028   ATTACK     [TP] Correct
8018       ?            0.7036   ATTACK     [??] No label
8019       attack       0.7032   ATTACK     [TP] Correct
8020       ?            0.7029   ATTACK     [??] No label
8021       attack       0.7028   ATTACK     [TP] Correct
8022       ?            0.7028   ATTACK     [??] No label
8023       attack       0.7029   ATTACK     [TP] Correct
8024       ?            0.7035   ATTACK     [??] No label
8025       attack       0.7031   ATTACK     [TP] Correct
8026       ?            0.7035   ATTACK     [??] No label
8027       attack       0.7035   ATTACK     [TP] Correct
